epoch,sat,constellation,residual_mm,S_phase_mm2,NIS,gate_mode,accepted,K_amb,clk_sigma_mm,amb_sigma_mm
2239,E18,E,8.3257,300000403360.4233,2.31055621e-10,absolute,1,0.000000,547722.9248,40.8246
2239,E26,E,-15.5030,300000403344.5658,8.01137714e-10,absolute,1,0.000000,547722.9248,40.5044
2239,E29,E,-29.5537,300000403336.2987,2.91139934e-09,absolute,1,0.000000,547722.9248,40.3939
2239,G18,G,-22.2469,300000403340.1851,1.64974480e-09,absolute,1,0.000000,547722.9248,37.0725
2239,G27,G,-12.3087,300000403368.7680,5.05016490e-10,absolute,1,0.000000,547722.9248,37.9053
2239,G28,G,-26.7678,300000403359.7654,2.38837347e-09,absolute,1,0.000000,547722.9248,37.3848
2241,E13,E,47.5661,300000403013.9153,7.54175438e-09,absolute,1,0.000000,547722.9245,40.0981
2241,E29,E,38.8671,300000403014.8528,5.03549260e-09,absolute,1,0.000000,547722.9245,40.3260
2241,G18,G,45.6285,300000403018.2341,6.93984355e-09,absolute,1,0.000000,547722.9245,37.0219
2244,E07,E,-33.9066,300000402198.0314,3.83217765e-09,absolute,1,0.000000,547722.9241,34.7235
2244,G10,G,-14.0421,300000402221.2505,6.57265421e-10,absolute,1,0.000000,547722.9241,31.8156
2244,G23,G,-15.0907,300000402227.7883,7.59100551e-10,absolute,1,0.000000,547722.9241,31.5816
2244,G32,G,-28.0363,300000402200.0269,2.62011023e-09,absolute,1,0.000000,547722.9241,31.7057
2245,E07,E,-5.7786,300000000021.0529,1.11306514e-10,absolute,1,0.000000,547722.5585,34.6877
2245,G10,G,5.3825,300000000037.8259,9.65718440e-11,absolute,1,0.000000,547722.5585,31.7664
2245,G23,G,18.0261,300000000045.8524,1.08313634e-09,absolute,1,0.000000,547722.5585,31.5515
2245,G32,G,-0.3241,300000000020.7801,3.50080245e-13,absolute,1,0.000000,547722.5585,31.6682
2246,E13,E,41.1129,300000002162.2339,5.63422791e-09,absolute,1,0.000000,547722.5585,40.0293
2246,E26,E,44.7466,300000002165.3004,6.67419735e-09,absolute,1,0.000000,547722.5585,40.3267
2246,E29,E,35.8685,300000002163.8738,4.28848678e-09,absolute,1,0.000000,547722.5585,40.2378
2246,G18,G,40.5054,300000002169.5245,5.46894647e-09,absolute,1,0.000000,547722.5585,36.9691
2246,G28,G,42.7459,300000002184.3675,6.09069891e-09,absolute,1,0.000000,547722.5585,37.2273
2247,E07,E,-41.7647,300000002158.9807,5.81431058e-09,absolute,1,0.000000,547722.5589,34.6493
2247,G10,G,-41.4962,300000002174.7673,5.73977647e-09,absolute,1,0.000000,547722.5589,31.7184
2247,G23,G,-16.0910,300000002179.0860,8.63067228e-10,absolute,1,0.000000,547722.5589,31.5209
2247,G32,G,-41.6550,300000002156.8980,5.78380507e-09,absolute,1,0.000000,547722.5589,31.6307
2248,E07,E,-37.9967,300000000019.0375,4.81248653e-09,absolute,1,0.000000,547722.5585,34.6139
2248,G10,G,-38.0015,300000000034.8771,4.81372468e-09,absolute,1,0.000000,547722.5585,31.6786
2248,G23,G,-11.7109,300000000042.4923,4.57154440e-10,absolute,1,0.000000,547722.5585,31.4919
2248,G32,G,-30.3814,300000000018.4531,3.07676039e-09,absolute,1,0.000000,547722.5585,31.5972
2249,E13,E,49.2478,300000002148.6083,8.08449862e-09,absolute,1,0.000000,547722.5585,39.9651
2249,E29,E,47.5949,300000002150.1163,7.55092243e-09,absolute,1,0.000000,547722.5585,40.1589
2249,G18,G,39.1209,300000002155.2769,5.10148304e-09,absolute,1,0.000000,547722.5585,36.9179
2252,G23,G,-38.6192,300000401417.2530,4.97146721e-09,absolute,1,0.000000,547722.9234,31.4604
2255,E07,E,-25.2094,300000401209.1760,2.11838368e-09,absolute,1,0.000000,547722.9232,34.5308
2255,G10,G,-0.9774,300000401227.9371,3.18449081e-12,absolute,1,0.000000,547722.9232,31.6075
2255,G23,G,-0.7103,300000401234.8163,1.68165076e-12,absolute,1,0.000000,547722.9232,31.4311
2255,G32,G,-15.6606,300000401209.5206,8.17509541e-10,absolute,1,0.000000,547722.9232,31.5320
2259,E07,E,-40.3164,300000401064.7103,5.41803991e-09,absolute,1,0.000000,547722.9231,34.4885
2259,G10,G,-5.2918,300000401082.7402,9.33446527e-11,absolute,1,0.000000,547722.9231,31.5672
2259,G23,G,-20.6249,300000401089.8893,1.41795186e-09,absolute,1,0.000000,547722.9231,31.3999
2259,G32,G,-40.6747,300000401064.6829,5.51476170e-09,absolute,1,0.000000,547722.9231,31.4973
2260,G18,G,45.1031,300000002151.2325,6.78097634e-09,absolute,1,0.000000,547722.5585,36.8611
2264,E18,E,-20.9682,300000396860.4291,1.46554510e-09,absolute,1,0.000000,547722.9189,40.3216
2264,E26,E,-39.5426,300000396840.4886,5.21204669e-09,absolute,1,0.000000,547722.9189,40.0760
2264,G28,G,-37.7415,300000396851.1152,4.74807085e-09,absolute,1,0.000000,547722.9189,37.0285
2266,E07,E,30.1051,300000396246.1590,3.02104367e-09,absolute,1,0.000000,547722.9187,34.4382
2266,G10,G,45.7659,300000396263.1323,6.98171585e-09,absolute,1,0.000000,547722.9187,31.5239
2266,G23,G,38.5681,300000396271.2471,4.95831788e-09,absolute,1,0.000000,547722.9187,31.3652
2266,G32,G,31.3739,300000396246.0824,3.28107612e-09,absolute,1,0.000000,547722.9187,31.4601
2268,E07,E,23.5368,300000396067.5966,1.84660680e-09,absolute,1,0.000000,547722.9185,34.4007
2268,G10,G,24.2109,300000396083.9254,1.95388909e-09,absolute,1,0.000000,547722.9185,31.4856
2268,G23,G,33.2126,300000396091.8409,3.67690921e-09,absolute,1,0.000000,547722.9185,31.3356
2268,G32,G,21.5072,300000396067.1915,1.54185971e-09,absolute,1,0.000000,547722.9185,31.4277
2272,E18,E,-25.6282,300000396186.7775,2.18933854e-09,absolute,1,0.000000,547722.9183,40.2170
2272,E26,E,-36.7603,300000396167.3051,4.50438753e-09,absolute,1,0.000000,547722.9183,39.9844
2272,G27,G,-34.8364,300000396196.9716,4.04523443e-09,absolute,1,0.000000,547722.9183,37.3697
2272,G28,G,-38.7568,300000396175.5241,5.00696693e-09,absolute,1,0.000000,547722.9183,36.9531
2273,E18,E,-18.9353,300000000038.1118,1.19515436e-09,absolute,1,0.000000,547722.5588,40.1438
2273,E26,E,-28.3874,300000000024.1735,2.68615061e-09,absolute,1,0.000000,547722.5588,39.9213
2273,G27,G,-31.9278,300000000053.7213,3.39795633e-09,absolute,1,0.000000,547722.5588,37.3173
2273,G28,G,-30.6883,300000000029.3412,3.13923095e-09,absolute,1,0.000000,547722.5588,36.8848
2274,E13,E,14.1669,300000000024.6994,6.69002019e-10,absolute,1,0.000000,547722.5588,39.6268
2274,E18,E,37.5507,300000000035.0469,4.70017398e-09,absolute,1,0.000000,547722.5588,40.0739
2274,E26,E,30.5132,300000000021.0760,3.10350825e-09,absolute,1,0.000000,547722.5588,39.8592
2274,E29,E,3.9681,300000000023.1292,5.24867749e-11,absolute,1,0.000000,547722.5588,39.7915
2274,G18,G,8.0502,300000000032.7003,2.16017846e-10,absolute,1,0.000000,547722.5588,36.6566
2274,G27,G,18.2083,300000000050.1377,1.10513506e-09,absolute,1,0.000000,547722.5588,37.2655
2274,G28,G,33.5533,300000000025.8870,3.75274948e-09,absolute,1,0.000000,547722.5588,36.8254
2277,E18,E,-29.4477,300000395911.0493,2.89054362e-09,absolute,1,0.000000,547722.9180,39.9720
2277,E26,E,-33.1324,300000395893.6265,3.65917757e-09,absolute,1,0.000000,547722.9180,39.7772
2277,G27,G,-42.5124,300000395920.9239,6.02432922e-09,absolute,1,0.000000,547722.9180,37.1760
2277,G28,G,-22.5295,300000395899.3831,1.69192589e-09,absolute,1,0.000000,547722.9180,36.7412
2278,E18,E,-49.2690,300000000036.1384,8.09144728e-09,absolute,1,0.000000,547722.5588,39.9060
2278,E26,E,-46.3954,300000000021.9708,7.17509739e-09,absolute,1,0.000000,547722.5588,39.7167
2278,G28,G,-48.2376,300000000026.1597,7.75620442e-09,absolute,1,0.000000,547722.5588,36.6860
2282,E13,E,-31.4792,300000402726.2503,3.30312322e-09,absolute,1,0.000000,547722.9243,39.4433
2282,E18,E,-4.6010,300000402746.7664,7.05648761e-11,absolute,1,0.000000,547722.9243,39.8407
2282,E26,E,-13.6337,300000402728.9587,6.19593963e-10,absolute,1,0.000000,547722.9243,39.6519
2282,E29,E,-35.8472,300000402725.0987,4.28340410e-09,absolute,1,0.000000,547722.9243,39.5970
2282,G18,G,-40.4713,300000402732.9442,5.45973549e-09,absolute,1,0.000000,547722.9243,36.5076
2282,G27,G,-9.2021,300000402757.5470,2.82260419e-10,absolute,1,0.000000,547722.9243,37.0740
2282,G28,G,-13.5393,300000402733.9400,6.11044297e-10,absolute,1,0.000000,547722.9243,36.6330
2284,E07,E,-2.8625,300000402635.8810,2.73129491e-11,absolute,1,0.000000,547722.9245,34.3277
2284,G10,G,2.2058,300000402649.8209,1.62186586e-11,absolute,1,0.000000,547722.9245,31.4136
2284,G23,G,22.1438,300000402660.7254,1.63448466e-09,absolute,1,0.000000,547722.9245,31.2893
2284,G32,G,-8.7592,300000402634.5949,2.55746278e-10,absolute,1,0.000000,547722.9245,31.3771
2288,E07,E,-36.0403,300000403269.4363,4.32968201e-09,absolute,1,0.000000,547722.9251,34.2863
2288,G10,G,-28.3593,300000403282.4263,2.68082824e-09,absolute,1,0.000000,547722.9251,31.3744
2288,G23,G,-33.2787,300000403293.3649,3.69156381e-09,absolute,1,0.000000,547722.9251,31.2587
2288,G32,G,-31.9006,300000403267.7040,3.39214757e-09,absolute,1,0.000000,547722.9251,31.3442
2291,G10,G,-34.2855,300000395415.1359,3.91832101e-09,absolute,1,0.000000,547722.9179,31.3371
2292,E13,E,42.4497,300000002124.6834,6.00658312e-09,absolute,1,0.000000,547722.5585,39.3669
2292,E29,E,40.8614,300000002121.3756,5.56552293e-09,absolute,1,0.000000,547722.5585,39.5043
2292,G18,G,44.5277,300000002135.3751,6.60905301e-09,absolute,1,0.000000,547722.5585,36.4534
2294,G31,G,-36.5095,300400394919.7067,4.43721747e-09,absolute,1,0.001332,547722.9180,20000.0000
2295,E07,E,-13.0117,300000395139.7567,5.64347491e-10,absolute,1,0.000000,547722.9177,34.2054
2295,G10,G,14.7334,300000395151.4586,7.23578180e-10,absolute,1,0.000000,547722.9177,31.3050
2295,G23,G,-0.2947,300000395162.6993,2.89464497e-13,absolute,1,0.000000,547722.9177,31.1987
2295,G32,G,-8.3957,300000395136.9936,2.34956542e-10,absolute,1,0.000000,547722.9177,31.2820
2297,G31,G,-40.6347,300400395041.3290,5.49658919e-09,absolute,1,0.001332,547722.9181,20000.0000
2303,E07,E,-3.4593,300000392696.3474,3.98899288e-11,absolute,1,0.000000,547722.9155,34.1550
2303,G10,G,5.7996,300000392706.5367,1.12119410e-10,absolute,1,0.000000,547722.9155,31.2628
2303,G23,G,-0.0291,300000392718.5506,2.81585516e-15,absolute,1,0.000000,547722.9155,31.1641
2303,G32,G,-16.4002,300000392692.8804,8.96559254e-10,absolute,1,0.000000,547722.9155,31.2455
2305,E07,E,-9.0306,300000392821.9390,2.71838714e-10,absolute,1,0.000000,547722.9156,34.1184
2305,G10,G,-3.1325,300000392831.4086,3.27093286e-11,absolute,1,0.000000,547722.9156,31.2256
2305,G23,G,-3.9885,300000392843.0878,5.30271553e-11,absolute,1,0.000000,547722.9156,31.1347
2305,G31,G,26.8523,300400392232.0359,2.40028893e-09,absolute,1,0.001332,547722.9156,20000.0000
2305,G32,G,-16.5136,300000392818.2212,9.08997991e-10,absolute,1,0.000000,547722.9156,31.2145
2306,E07,E,14.5846,300000000033.0741,7.09039265e-10,absolute,1,0.000000,547722.5585,34.0843
2306,G10,G,5.3453,300000000039.9518,9.52412989e-11,absolute,1,0.000000,547722.5585,31.1907
2306,G23,G,7.5681,300000000054.2584,1.90918321e-10,absolute,1,0.000000,547722.5585,31.1065
2306,G32,G,0.0071,300000000030.0991,1.65943000e-16,absolute,1,0.000000,547722.5585,31.1848
2307,E07,E,-42.1232,300000000024.5085,5.91455664e-09,absolute,1,0.000000,547722.5585,34.0504
2307,G10,G,-46.6529,300000000031.1622,7.25497521e-09,absolute,1,0.000000,547722.5585,31.1570
2307,G23,G,-42.6065,300000000045.2690,6.05103211e-09,absolute,1,0.000000,547722.5585,31.0785
2307,G31,G,-45.6966,300400001075.6068,6.95134416e-09,absolute,1,0.001332,547722.5585,20000.0000
2308,E18,E,-17.3642,300000002131.3281,1.00504761e-09,absolute,1,0.000000,547722.5585,39.5621
2308,E26,E,-46.0555,300000002094.9278,7.07036224e-09,absolute,1,0.000000,547722.5585,39.4225
2308,G27,G,-22.5467,300000002142.0535,1.69450627e-09,absolute,1,0.000000,547722.5585,36.8096
2318,G27,G,-13.0224,300400406934.7660,5.64524852e-10,absolute,1,0.001332,547722.9290,20000.0000
2322,G10,G,-47.9265,300000394564.5792,7.65648332e-09,absolute,1,0.000000,547722.9172,31.1101
2326,E07,E,5.7862,300000395133.2391,1.11600618e-10,absolute,1,0.000000,547722.9177,33.9442
2326,G10,G,5.2615,300000395137.4559,9.22770154e-11,absolute,1,0.000000,547722.9177,31.0799
2326,G23,G,14.5429,300000395152.6010,7.04989515e-10,absolute,1,0.000000,547722.9177,31.0078
2326,G31,G,6.8003,300000395220.9935,1.54146286e-10,absolute,1,0.000000,547722.9177,32.6190
2326,G32,G,-12.5297,300000395127.8683,5.23311912e-10,absolute,1,0.000000,547722.9177,31.0831
2330,E18,E,-8.2464,300000399717.2461,2.26676507e-10,absolute,1,0.000000,547722.9215,39.4429
2330,E26,E,-45.9021,300000399688.6791,7.02332853e-09,absolute,1,0.000000,547722.9215,39.3127
2330,G28,G,-49.8568,300000399691.0873,8.28564884e-09,absolute,1,0.000000,547722.9215,36.4214
2331,E18,E,-45.2057,300000000043.4584,6.81184465e-09,absolute,1,0.000000,547722.5588,39.3865
2332,E13,E,-13.3061,300000000062.2158,5.90176961e-10,absolute,1,0.000000,547722.5588,39.0674
2332,E18,E,19.4216,300000000061.7296,1.25732991e-09,absolute,1,0.000000,547722.5588,39.3309
2332,E26,E,-3.2620,300000000055.5553,3.54682092e-11,absolute,1,0.000000,547722.5588,39.1960
2332,E29,E,-8.8924,300000000057.2763,2.63582052e-10,absolute,1,0.000000,547722.5588,39.1770
2332,G18,G,-25.5886,300000000078.7833,2.18259229e-09,absolute,1,0.000000,547722.5588,36.2343
2332,G28,G,-7.1234,300000000054.7531,1.69140436e-10,absolute,1,0.000000,547722.5588,36.3189
2341,G27,G,26.6016,300000804876.4500,2.35880307e-09,absolute,1,0.000001,547722.9205,638.5468
2342,G27,G,38.6395,300000000098.4058,4.97670627e-09,absolute,1,0.000000,547722.7415,448.8331
2343,E26,E,-44.2248,300000134860.0422,6.51943870e-09,absolute,1,0.000000,547722.6798,39.0980
2343,G28,G,-37.9737,300000134860.5818,4.80667414e-09,absolute,1,0.000000,547722.6798,36.2472
2345,E07,E,-29.5851,300000398695.2649,2.91759595e-09,absolute,1,0.000000,547722.9209,33.8695
2345,G10,G,-17.2949,300000398694.3020,9.97043737e-10,absolute,1,0.000000,547722.9209,31.0184
2345,G23,G,-19.6588,300000398713.7885,1.28822589e-09,absolute,1,0.000000,547722.9209,30.9607
2345,G31,G,-2.6439,300000398731.7114,2.33002328e-11,absolute,1,0.000000,547722.9209,31.8739
2345,G32,G,-39.0933,300000398687.7176,5.09426975e-09,absolute,1,0.000000,547722.9209,31.0371
2347,G27,G,-9.7209,300000523997.8301,3.14986925e-10,absolute,1,0.000000,547722.9141,365.8349
2348,G27,G,18.2858,300000000101.4644,1.11456234e-09,absolute,1,0.000000,547722.6487,315.8645
2348,G31,G,-42.8199,300000100473.2806,6.11182097e-09,absolute,1,0.000000,547722.6487,31.6860
2349,E33,E,-33.9479,300400001306.4489,3.83642032e-09,absolute,1,0.001332,547722.5585,20000.0000
2350,G18,G,39.6335,300000391239.9509,5.23604618e-09,absolute,1,0.000000,547722.9138,36.1275
2355,E13,E,-9.5270,300000385917.5123,3.02543342e-10,absolute,1,0.000000,547722.9089,38.8624
2355,E18,E,-1.0987,300000385947.6299,4.02399050e-12,absolute,1,0.000000,547722.9089,39.0787
2355,E26,E,2.1607,300000385913.8890,1.55625720e-11,absolute,1,0.000000,547722.9089,38.9571
2355,E29,E,-7.8712,300000385911.9016,2.06517633e-10,absolute,1,0.000000,547722.9089,38.9603
2355,G18,G,-5.8008,300000385941.5080,1.12164212e-10,absolute,1,0.000000,547722.9089,36.0767
2355,G28,G,14.4078,300000385914.1486,6.91951561e-10,absolute,1,0.000000,547722.9089,36.1417
2359,E13,E,-31.8493,300000385809.4894,3.38126534e-09,absolute,1,0.000000,547722.9088,38.8011
2359,E18,E,-12.5419,300000385839.0300,5.24329665e-10,absolute,1,0.000000,547722.9088,38.9946
2359,E26,E,-26.6810,300000385805.1338,2.37291655e-09,absolute,1,0.000000,547722.9088,38.8777
2359,E29,E,-27.7290,300000385804.2538,2.56299247e-09,absolute,1,0.000000,547722.9088,38.8947
2359,G02,G,27.5845,300400384514.4277,2.53296838e-09,absolute,1,0.001332,547722.9088,19999.9872
2359,G18,G,-29.4491,300000385834.1724,2.89082237e-09,absolute,1,0.000000,547722.9088,36.0257
2359,G28,G,-15.6662,300000385805.6957,8.18102815e-10,absolute,1,0.000000,547722.9088,36.0813
2360,E18,E,-45.5382,300000000045.9276,6.91242159e-09,absolute,1,0.000000,547722.5588,38.9260
2361,E07,E,43.7765,300000002111.7340,6.38794660e-09,absolute,1,0.000000,547722.5588,33.6511
2361,E33,E,38.2707,300000391374.2631,4.88215635e-09,absolute,1,0.000001,547722.5588,624.7228
2361,G10,G,17.8315,300000002099.3239,1.05987515e-09,absolute,1,0.000000,547722.5588,30.8296
2361,G23,G,10.0215,300000002120.0577,3.34766980e-10,absolute,1,0.000000,547722.5588,30.7876
2361,G27,G,45.8209,300000002216.4092,6.99851030e-09,absolute,1,0.000000,547722.5588,32.9034
2361,G31,G,18.1196,300000002108.9382,1.09439378e-09,absolute,1,0.000000,547722.5588,31.4622
2361,G32,G,0.1893,300000002096.6332,1.19477299e-13,absolute,1,0.000000,547722.5588,30.8638
2362,E07,E,26.2786,300000000050.1115,2.30189057e-09,absolute,1,0.000000,547722.5585,33.5881
2362,E33,E,25.3481,300000000147.4206,2.14174712e-09,absolute,1,0.000000,547722.5585,34.9835
2362,G10,G,25.0244,300000000045.9016,2.08739376e-09,absolute,1,0.000000,547722.5585,30.7703
2362,G23,G,8.3775,300000000067.2830,2.33941473e-10,absolute,1,0.000000,547722.5585,30.7334
2362,G27,G,44.4084,300000000108.5964,6.57367549e-09,absolute,1,0.000000,547722.5585,31.9932
2362,G31,G,18.1842,300000000058.7308,1.10222161e-09,absolute,1,0.000000,547722.5585,31.3420
2362,G32,G,-2.2459,300000000042.7812,1.68138801e-11,absolute,1,0.000000,547722.5585,30.8082
2363,E33,E,37.7406,300000000104.0817,4.74783061e-09,absolute,1,0.000000,547722.5585,34.4309
2363,G10,G,48.7871,300000000033.2634,7.93392929e-09,absolute,1,0.000000,547722.5585,30.7383
2363,G23,G,43.1749,300000000054.4763,6.21357012e-09,absolute,1,0.000000,547722.5585,30.7055
2363,G32,G,27.5390,300000000030.3129,2.52798702e-09,absolute,1,0.000000,547722.5585,30.7794
2365,E07,E,-10.2827,300000385316.3551,3.52445622e-10,absolute,1,0.000000,547722.9087,33.5212
2365,E33,E,-11.3549,300000385373.0236,4.29782080e-10,absolute,1,0.000000,547722.9087,34.2306
2365,G10,G,-17.7367,300000385311.0502,1.04863720e-09,absolute,1,0.000000,547722.9087,30.7079
2365,G23,G,-19.2126,300000385331.4655,1.23040982e-09,absolute,1,0.000000,547722.9087,30.6771
2365,G27,G,-15.9548,300000385366.2601,8.48517319e-10,absolute,1,0.000000,547722.9087,31.7347
2365,G31,G,-20.6559,300000385320.0641,1.42222145e-09,absolute,1,0.000000,547722.9087,31.2620
2365,G32,G,-40.6986,300000385307.0060,5.52124916e-09,absolute,1,0.000000,547722.9087,30.7508
2367,E07,E,-26.8463,300000385272.7371,2.40241247e-09,absolute,1,0.000000,547722.9087,33.4869
2367,E33,E,-21.8552,300000385321.6908,1.59215919e-09,absolute,1,0.000000,547722.9087,34.0897
2367,G10,G,-31.0933,300000385266.8907,3.22263082e-09,absolute,1,0.000000,547722.9087,30.6765
2367,G23,G,-18.9095,300000385287.5093,1.19189189e-09,absolute,1,0.000000,547722.9087,30.6488
2367,G27,G,-44.7348,300000385317.1693,6.67067872e-09,absolute,1,0.000000,547722.9087,31.6211
2367,G31,G,-25.8796,300000385274.1396,2.23250931e-09,absolute,1,0.000000,547722.9087,31.2216
2367,G32,G,-41.3030,300000385263.3555,5.68645038e-09,absolute,1,0.000000,547722.9087,30.7217
2368,E07,E,12.6196,300000000033.9532,5.30845775e-10,absolute,1,0.000000,547722.5584,33.4550
2368,E33,E,4.5784,300000000077.8524,6.98727282e-11,absolute,1,0.000000,547722.5584,33.9892
2368,G10,G,2.3515,300000000028.3888,1.84319007e-11,absolute,1,0.000000,547722.5584,30.6463
2368,G23,G,2.3755,300000000050.0663,1.88093858e-11,absolute,1,0.000000,547722.5584,30.6213
2368,G27,G,9.5443,300000000075.3913,3.03643284e-10,absolute,1,0.000000,547722.5584,31.5458
2368,G31,G,13.6587,300000000036.2126,6.21870561e-10,absolute,1,0.000000,547722.5584,31.1864
2368,G32,G,-6.6046,300000000026.0640,1.45401353e-10,absolute,1,0.000000,547722.5584,30.6933
2373,E13,E,29.6214,300000385505.9413,2.92475697e-09,absolute,1,0.000000,547722.9086,38.6667
2373,E26,E,38.6919,300000385500.0825,4.99020322e-09,absolute,1,0.000000,547722.9086,38.7158
2373,E29,E,43.1259,300000385501.3087,6.19946136e-09,absolute,1,0.000000,547722.9086,38.7450
2373,G18,G,33.3495,300000385540.1947,3.70729303e-09,absolute,1,0.000000,547722.9086,35.9198
2374,E18,E,-48.1893,300000000056.6166,7.74069937e-09,absolute,1,0.000000,547722.5588,38.7615
2374,G02,G,-49.6467,300000000234.6737,8.21599808e-09,absolute,1,0.000000,547722.5588,38.4357
2388,E07,E,14.6154,300000384962.5862,7.12036658e-10,absolute,1,0.000000,547722.9084,33.3806
2388,E33,E,36.5960,300000384987.3200,4.46422746e-09,absolute,1,0.000000,547722.9084,33.8445
2388,G10,G,-0.0267,300000384949.5529,2.38079047e-15,absolute,1,0.000000,547722.9084,30.5982
2388,G23,G,-10.4470,300000384975.2756,3.63797804e-10,absolute,1,0.000000,547722.9084,30.5757
2388,G27,G,25.4419,300000385007.8178,2.15763526e-09,absolute,1,0.000000,547722.9084,31.4529
2388,G31,G,10.9734,300000384952.2236,4.01387063e-10,absolute,1,0.000000,547722.9084,31.1212
2388,G32,G,2.7340,300000384950.1918,2.49150380e-11,absolute,1,0.000000,547722.9084,30.6476
2389,G18,G,35.1905,300000002083.7150,4.12790173e-09,absolute,1,0.000000,547722.5584,35.8134
2395,E13,E,38.1239,300000385252.7471,4.84476867e-09,absolute,1,0.000000,547722.9083,38.4686
2395,E26,E,33.1404,300000385242.7911,3.66095198e-09,absolute,1,0.000000,547722.9083,38.5099
2395,E29,E,36.3718,300000385245.6268,4.40967563e-09,absolute,1,0.000000,547722.9083,38.5434
2395,G18,G,27.4082,300000385314.5388,2.50402367e-09,absolute,1,0.000000,547722.9083,35.7617
2400,E13,E,1.6037,300000388151.6274,8.57327502e-12,absolute,1,0.000000,547722.9110,38.4086
2400,E18,E,11.1108,300000388193.8337,4.11498597e-10,absolute,1,0.000000,547722.9110,38.5518
2400,E26,E,-12.2572,300000388140.8773,5.00796445e-10,absolute,1,0.000000,547722.9110,38.4456
2400,E29,E,-4.7969,300000388144.2717,7.67007282e-11,absolute,1,0.000000,547722.9110,38.4822
2400,G02,G,7.9383,300000388271.9099,2.10054457e-10,absolute,1,0.000000,547722.9110,37.2519
2400,G18,G,11.8536,300000388220.3369,4.68360744e-10,absolute,1,0.000000,547722.9110,35.7116
2400,G28,G,27.7987,300000388141.3399,2.57589411e-09,absolute,1,0.000000,547722.9110,35.7590
2404,E13,E,-40.8713,300000397953.5344,5.56819803e-09,absolute,1,0.000000,547722.9199,38.3513
2404,E18,E,-21.9837,300000397993.4106,1.61093457e-09,absolute,1,0.000000,547722.9199,38.4880
2404,E26,E,-44.8615,300000397941.9178,6.70849255e-09,absolute,1,0.000000,547722.9199,38.3825
2404,E29,E,-34.7701,300000397945.5179,4.02987150e-09,absolute,1,0.000000,547722.9199,38.4234
2404,G02,G,-22.9880,300000398023.9056,1.76149475e-09,absolute,1,0.000000,547722.9199,36.5731
2404,G28,G,-9.6202,300000397942.0520,3.08490938e-10,absolute,1,0.000000,547722.9199,35.7045
2407,E07,E,-26.0118,300000397434.8364,2.25537912e-09,absolute,1,0.000000,547722.9198,33.3099
2407,E33,E,10.1045,300000397442.0603,3.40338694e-10,absolute,1,0.000000,547722.9198,33.6925
2407,G10,G,-32.7383,300000397416.6823,3.57264672e-09,absolute,1,0.000000,547722.9198,30.5489
2407,G23,G,-47.8052,300000397446.8973,7.61778674e-09,absolute,1,0.000000,547722.9198,30.5306
2407,G27,G,-43.2030,300000397485.0479,6.22164505e-09,absolute,1,0.000000,547722.9198,31.3258
2407,G31,G,-44.9308,300000397416.0213,6.72923278e-09,absolute,1,0.000000,547722.9198,30.9916
2407,G32,G,-28.0094,300000397419.3487,2.61508340e-09,absolute,1,0.000000,547722.9198,30.6018
2409,E07,E,31.7764,300000391429.6903,3.36580103e-09,absolute,1,0.000000,547722.9143,33.2772
2409,G10,G,19.0507,300000391411.8836,1.20976216e-09,absolute,1,0.000000,547722.9143,30.5189
2409,G23,G,16.9615,300000391441.9756,9.58969483e-10,absolute,1,0.000000,547722.9143,30.5024
2409,G26,G,34.8396,300400390857.9019,4.04060582e-09,absolute,1,0.001332,547722.9143,20000.0000
2409,G27,G,19.0322,300000391479.3140,1.20741138e-09,absolute,1,0.000000,547722.9143,31.2871
2409,G31,G,25.3305,300000391410.3648,2.13877715e-09,absolute,1,0.000000,547722.9143,30.9564
2409,G32,G,16.0071,300000391415.3690,8.54087658e-10,absolute,1,0.000000,547722.9143,30.5722
2412,E07,E,6.0012,300000386258.8668,1.20046232e-10,absolute,1,0.000000,547722.9095,33.2425
2412,E33,E,34.9022,300000386263.8775,4.06052874e-09,absolute,1,0.000000,547722.9095,33.5793
2412,G10,G,0.1709,300000386240.4213,9.73872362e-14,absolute,1,0.000000,547722.9095,30.4884
2412,G23,G,3.9488,300000386271.1235,5.19773647e-11,absolute,1,0.000000,547722.9095,30.4735
2412,G26,G,4.3289,300000386428.8011,6.24657673e-11,absolute,1,0.000000,547722.9095,32.7213
2412,G27,G,3.6450,300000386308.9524,4.42858568e-11,absolute,1,0.000000,547722.9095,31.2506
2412,G31,G,3.7977,300000386238.5406,4.80748968e-11,absolute,1,0.000000,547722.9095,30.9245
2412,G32,G,3.2308,300000386244.6539,3.47925327e-11,absolute,1,0.000000,547722.9095,30.5423
2414,G25,G,-21.6639,300400388181.4031,1.56233122e-09,absolute,1,0.001332,547722.9118,20000.0000
2416,E07,E,32.7698,300000388430.4219,3.57953109e-09,absolute,1,0.000000,547722.9115,33.2058
2416,G10,G,30.0926,300000388410.4794,3.01854482e-09,absolute,1,0.000000,547722.9115,30.4572
2416,G23,G,41.0972,300000388442.3711,5.62991980e-09,absolute,1,0.000000,547722.9115,30.4436
2416,G27,G,27.7412,300000388481.9311,2.56523865e-09,absolute,1,0.000000,547722.9115,31.2142
2416,G31,G,19.4815,300000388408.1577,1.26509773e-09,absolute,1,0.000000,547722.9115,30.8893
