epoch,sod,sat,const,elevation_deg,birth_mm,birth_cycles,birth_sigma_mm,observed_lif_mm,predicted_noamb_mm,rho_geom_mm,sat_clk_mm,rec_clk_mm,isb_mm,tropo_hydro_mm,tropo_wet_mm,relativity_mm,shapiro_mm,solid_earth_mm,apc_sat_mm,apc_rec_mm,pcv_sat_mm,pcv_rec_mm,osb_if_phase_mm,windup_mm,windup_cycles,is_startup,is_first2h,birth_innovation_mm,birth_NIS,birth_predicted_sigma_mm
1394,41820.0,G25,G,26.001,-619.7961,-4.368567,20000.0000,22779595329.6107,22779595949.4068,22913016451.5070,-133428499.2330,-3738.9176,0.0000,4744.1926,262.3686,-6698.6515,15.4012,-0.0002,-1422.9146,-21.1087,23.5000,-8.0633,-49.0982,-17.5547,-0.123733,0,0,0.0000,0.00000000e+00,20000.0493
1395,41850.0,G25,G,26.200,-812.0573,-5.723699,20000.0000,22763003037.4369,22763003849.4942,22896424295.3146,-133428478.5619,-3694.0613,0.0000,4711.0624,260.5517,-6724.4753,15.3827,-0.0002,-1422.6493,-21.2532,23.5000,-8.1691,-49.0982,-17.5807,-0.123915,0,0,0.0000,0.00000000e+00,20000.0511
1396,41880.0,G25,G,26.399,-723.9915,-5.102977,20000.0000,22746466034.5727,22746466758.5642,22879887452.6870,-133428459.8247,-3952.2718,0.0000,4678.4546,258.7633,-6750.1665,15.3643,-0.0002,-1422.3844,-21.3974,23.5000,-8.2748,-49.0982,-17.6063,-0.124096,0,0,0.0000,0.00000000e+00,20010.3506
1397,41910.0,G25,G,26.598,-1138.3650,-8.023644,20000.0000,22729985289.9589,22729986428.3238,22863406422.2502,-133428435.8839,-3267.5906,0.0000,4646.3584,257.0001,-6775.7245,15.3459,-0.0002,-1422.1198,-21.5413,23.5000,-8.3805,-49.0982,-17.6317,-0.124275,0,0,0.0000,0.00000000e+00,20010.3620
1398,41940.0,G25,G,26.797,-1054.0220,-7.429161,20000.0000,22713560787.2820,22713561841.3040,22846981701.3270,-133428414.0885,-3147.4527,0.0000,4614.7631,255.2651,-6801.1488,15.3277,-0.0002,-1421.8556,-21.6850,23.5000,-8.4862,-49.0982,-17.6568,-0.124452,0,0,0.0000,0.00000000e+00,20010.3629
1399,41970.0,G25,G,26.996,-625.4606,-4.408492,20000.0000,22697192862.1177,22697193487.5783,22830613786.2792,-133428392.2018,-3600.3707,0.0000,4583.6585,253.5567,-6826.4388,15.3095,-0.0002,-1421.5919,-21.8284,23.5000,-8.5918,-49.0982,-17.6816,-0.124627,0,0,0.0000,0.00000000e+00,20010.3639
1400,42000.0,G25,G,27.195,-585.1799,-4.124578,20000.0000,22680882333.1438,22680882918.3236,22814303172.5856,-133428373.1984,-3567.6706,0.0000,4553.0347,251.8845,-6851.5940,15.2914,-0.0002,-1421.3285,-21.9715,23.5000,-8.6974,-49.0982,-17.7061,-0.124800,0,0,0.0000,0.00000000e+00,20000.0507
1401,42030.0,G25,G,27.394,-708.9035,-4.996630,20000.0000,22664629663.1475,22664630372.0509,22798050355.6856,-133428350.8902,-3312.4520,0.0000,4522.8818,250.2416,-6876.6139,15.2734,-0.0002,-1421.0655,-22.1143,23.5000,-8.8029,-49.0982,-17.7304,-0.124971,0,0,0.0000,0.00000000e+00,20010.3665
1402,42060.0,G25,G,27.593,-788.0367,-5.554392,20000.0000,22648435142.2808,22648435930.3175,22781855828.1172,-133428330.3167,-3240.6409,0.0000,4493.1904,248.6223,-6901.4983,15.2555,-0.0002,-1420.8029,-22.2569,23.5000,-8.9084,-49.0982,-17.7543,-0.125140,0,0,0.0000,0.00000000e+00,20005.1841
1403,42090.0,G25,G,27.791,-829.5528,-5.847014,20000.0000,22632299345.4495,22632300175.0023,22765720082.6467,-133428307.9563,-3266.2113,0.0000,4463.9513,246.6017,-6926.2466,15.2377,-0.0002,-1420.5408,-22.3991,23.5000,-9.0138,-49.0982,-17.7780,-0.125307,0,0,0.0000,0.00000000e+00,20000.0454
1404,42120.0,G25,G,27.990,-882.6424,-6.221210,20000.0000,22616222816.4172,22616223699.0596,22749643612.8858,-133428286.3579,-3288.1121,0.0000,4435.1556,245.0292,-6950.8585,15.2199,-0.0002,-1420.2791,-22.5411,23.5000,-9.1192,-49.0982,-17.8015,-0.125472,0,0,0.0000,0.00000000e+00,20010.3716
1405,42150.0,G25,G,28.188,-841.8987,-5.934033,20000.0000,22600206209.7448,22600207051.6435,22733626905.6276,-133428262.6748,-3245.9244,0.0000,4406.7946,243.0095,-6975.3335,15.2023,-0.0003,-1420.0179,-22.6827,23.5000,-9.2245,-49.0982,-17.8246,-0.125635,0,0,0.0000,0.00000000e+00,20000.0449
1406,42180.0,G25,G,28.387,-636.7587,-4.488125,20000.0000,22584249621.7848,22584250258.5435,22717670452.2333,-133428242.0422,-3601.0238,0.0000,4378.8597,241.4906,-6999.6712,15.1847,-0.0003,-1419.7572,-22.8240,23.5000,-9.3298,-49.0982,-17.8475,-0.125796,0,0,0.0000,0.00000000e+00,20010.3757
1407,42210.0,G25,G,28.585,-743.6592,-5.241603,20000.0000,22568354099.3151,22568354842.9743,22701774741.7716,-133428221.0426,-3322.2017,0.0000,4351.3427,240.0011,-7023.8712,15.1672,-0.0003,-1419.4969,-22.9650,23.5000,-9.4349,-49.0982,-17.8700,-0.125955,0,0,0.0000,0.00000000e+00,20010.3781
1408,42240.0,G25,G,28.783,-835.8167,-5.891164,20000.0000,22552519501.6416,22552520337.4582,22685940261.4130,-133428199.0278,-3365.2983,0.0000,4324.2355,239.0932,-7047.9331,15.1498,-0.0003,-1419.2371,-23.1057,23.5000,-9.5401,-49.0982,-17.8923,-0.126112,0,0,0.0000,0.00000000e+00,20000.0448
1409,42270.0,E14,E,18.364,-1087.1025,-7.536527,20000.0000,18390640504.7157,18390641591.8181,20574358776.0371,-2183710450.5029,-3354.8380,4191.9153,6561.7589,364.1753,14495.0821,15.0897,-0.0004,-1024.6904,-13.4858,-11.1114,-5.6234,-11.2876,-49.4870,-0.343077,0,0,0.0000,0.00000000e+00,20000.0504
1409,42270.0,G25,G,28.981,-842.0618,-5.935182,20000.0000,22536746761.1461,22536747603.2078,22670167498.9682,-133428176.8735,-3354.8380,0.0000,4297.5304,237.5771,-7071.8565,15.1325,-0.0003,-1418.9777,-23.2461,23.5000,-9.6451,-49.0982,-17.9144,-0.126268,0,0,0.0000,0.00000000e+00,20000.0445
1410,42300.0,G25,G,29.179,-839.0496,-5.913951,20000.0000,22521036268.0763,22521037107.1259,22654456937.3585,-133428153.1969,-3308.5414,0.0000,4271.2198,235.7800,-7095.6410,15.1153,-0.0003,-1418.7189,-23.3861,23.5000,-9.7501,-49.0982,-17.9361,-0.126421,0,0,0.0000,0.00000000e+00,20000.0444
1411,42330.0,G25,G,29.376,-845.2356,-5.957553,20000.0000,22505388392.2204,22505389237.4561,22638809060.9523,-133428133.1661,-3317.7052,0.0000,4245.2961,234.0499,-7119.2862,15.0981,-0.0003,-1418.4606,-23.5258,23.5000,-9.8550,-49.0982,-17.9576,-0.126572,0,0,0.0000,0.00000000e+00,20000.0446
1412,42360.0,E14,E,17.922,-886.6734,-6.147018,20000.0000,18425022316.9012,18425023203.5747,20608751532.9320,-2183723471.6630,-3320.1288,4191.7173,6714.1820,369.4958,12811.8140,15.1353,-0.0004,-1024.2420,-13.1101,-11.1114,-5.1703,-11.2876,-50.1660,-0.347784,0,0,0.0000,0.00000000e+00,20000.0587
1412,42360.0,G25,G,29.574,-626.3495,-4.414757,20000.0000,22489803917.5719,22489804543.9214,22623224352.6385,-133428110.9662,-3320.1288,0.0000,4219.7522,231.2135,-7142.7912,15.0811,-0.0003,-1418.2029,-23.6651,23.5000,-9.9598,-49.0982,-17.9788,-0.126722,0,0,0.0000,0.00000000e+00,20000.0486
1413,42390.0,G25,G,29.771,-635.0991,-4.476428,20000.0000,22474282874.3419,22474283509.4410,22607703295.8920,-133428086.2106,-3317.4615,0.0000,4194.5810,227.9851,-7166.1557,15.0641,-0.0003,-1417.9456,-23.8041,23.5000,-10.0645,-49.0982,-17.9997,-0.126869,0,0,0.0000,0.00000000e+00,20000.0491
1414,42420.0,G25,G,29.968,-770.4198,-5.430221,20000.0000,22458825890.2145,22458826660.6343,22592246369.8361,-133428064.3532,-3259.0436,0.0000,4169.7757,226.6624,-7189.3792,15.0472,-0.0003,-1417.6889,-23.9428,23.5000,-10.1692,-49.0982,-18.0204,-0.127015,0,0,0.0000,0.00000000e+00,20010.5331
1416,42480.0,E14,E,17.328,-1106.6882,-7.672308,20000.0000,18473200486.4773,18473201593.1656,20656944728.6733,-2183740855.1802,-3220.2439,4192.7875,6931.0653,379.0376,10562.4987,15.1979,-0.0004,-1023.6141,-12.6046,-11.1114,-4.5612,-11.2876,-51.0709,-0.354058,0,0,0.0000,0.00000000e+00,20000.0504
1416,42480.0,G19,G,15.092,392.6215,2.767351,20000.0000,23669435343.2140,23669434950.5925,23876011501.1936,-206581929.9636,-3220.2439,0.0000,7895.2226,432.7370,-213.1851,16.5275,-0.0004,-700.3948,-9.0466,40.6000,1.3347,-15.3446,-50.8802,-0.358624,0,0,0.0000,0.00000000e+00,20000.0464
1416,42480.0,G25,G,30.362,-815.2254,-5.746029,20000.0000,22428106381.2694,22428107196.4947,22561526827.7996,-133428020.1606,-3220.2439,0.0000,4121.2359,224.2636,-7235.4013,15.0137,-0.0003,-1417.1772,-24.2190,23.5000,-10.3145,-49.0982,-18.0609,-0.127300,0,0,0.0000,0.00000000e+00,20000.0442
1417,42510.0,G25,G,30.559,-904.7060,-6.376723,20000.0000,22412844864.6318,22412845769.3378,22546265163.5868,-133427998.6108,-3002.4321,0.0000,4097.4886,222.9939,-7258.1989,14.9971,-0.0003,-1416.9222,-24.3566,23.5000,-10.3843,-49.0982,-18.0807,-0.127440,0,0,0.0000,0.00000000e+00,20010.4104
1418,42540.0,E14,E,17.028,-1217.0357,-8.437311,20000.0000,18498288924.6003,18498290141.6360,20682040689.7010,-2183749527.6711,-3208.2037,4192.6017,7045.8293,385.5160,9436.0006,15.2299,-0.0004,-1023.2872,-12.3499,-11.1114,-4.2546,-11.2876,-51.5228,-0.357191,0,0,0.0000,0.00000000e+00,20010.4256
1418,42540.0,G25,G,30.755,-932.4465,-6.572249,20000.0000,22397649027.6168,22397649960.0633,22531069538.1749,-133427974.6132,-3208.2037,0.0000,4074.0813,221.7440,-7280.8536,14.9806,-0.0003,-1416.6677,-24.4937,23.5000,-10.4540,-49.0982,-18.1002,-0.127578,0,0,0.0000,0.00000000e+00,20010.4146
1419,42570.0,G25,G,30.951,-615.0889,-4.335388,20000.0000,22382520272.5089,22382520887.5978,22515940425.0036,-133427955.5656,-3181.3328,0.0000,4051.0080,217.1794,-7303.3650,14.9641,-0.0003,-1416.4139,-24.6305,23.5000,-10.5236,-49.0982,-18.1195,-0.127713,0,0,0.0000,0.00000000e+00,20000.0482
1420,42600.0,E14,E,16.728,-1101.9233,-7.639275,20000.0000,18524042481.5479,18524043583.4712,20707801499.6333,-2183758207.8857,-3144.4814,4192.5157,7165.1150,386.8145,8308.4441,15.2625,-0.0004,-1022.9513,-12.0941,-11.1114,-3.9467,-11.2876,-51.9740,-0.360319,0,0,0.0000,0.00000000e+00,20000.0504
1420,42600.0,G25,G,31.147,-816.6113,-5.755797,20000.0000,22367457998.1988,22367458814.8101,22500878296.0773,-133427934.8906,-3144.4814,0.0000,4028.2629,216.2555,-7325.7322,14.9478,-0.0003,-1416.1606,-24.7670,23.5000,-10.5932,-49.0982,-18.1385,-0.127847,0,0,0.0000,0.00000000e+00,20000.0437
1421,42630.0,G25,G,31.343,-876.2219,-6.175956,20000.0000,22352463249.5706,22352464125.7925,22485883624.5234,-133427908.4436,-3186.9333,0.0000,4005.8400,215.0823,-7347.9552,14.9315,-0.0004,-1415.9080,-24.9030,23.5000,-10.6626,-49.0982,-18.1572,-0.127979,0,0,0.0000,0.00000000e+00,20010.4282
1422,42660.0,E14,E,16.426,-1226.9576,-8.506097,20000.0000,18550459529.0097,18550460755.9673,20734225913.2514,-2183766885.9787,-2966.6575,4191.8289,7289.1736,393.7596,7179.9561,15.2955,-0.0004,-1022.6065,-11.8370,-11.1114,-3.6376,-11.2876,-52.4244,-0.363441,0,0,0.0000,0.00000000e+00,20010.4445
1422,42660.0,G25,G,31.539,-962.7327,-6.785719,20000.0000,22337536649.9486,22337537612.6813,22470956872.5753,-133427888.6142,-2966.6575,0.0000,3983.7339,213.9268,-7370.0342,14.9153,-0.0004,-1415.6560,-25.0386,23.5000,-10.7320,-49.0982,-18.1757,-0.128109,0,0,0.0000,0.00000000e+00,20010.4331
1423,42690.0,E14,E,16.275,-1237.3573,-8.578194,20000.0000,18563916492.1898,18563917729.5471,20747686543.3265,-2183771231.8576,-2909.4215,4191.7646,7353.0763,397.3428,6615.4020,15.3123,-0.0004,-1022.4307,-11.7080,-11.1114,-3.4825,-11.2876,-52.6491,-0.364999,0,0,0.0000,0.00000000e+00,20010.4497
1423,42690.0,G25,G,31.734,-973.8154,-6.863834,20000.0000,22322678352.5403,22322679326.3557,22456098510.5926,-133427869.1095,-2909.4215,0.0000,3961.9391,212.7894,-7391.9682,14.8992,-0.0004,-1415.4046,-25.1739,23.5000,-10.8014,-49.0982,-18.1939,-0.128238,0,0,0.0000,0.00000000e+00,20010.4382
1424,42720.0,G25,G,31.930,-770.0384,-5.427533,20000.0000,22307889135.8343,22307889905.8727,22441309003.7524,-133427845.0598,-2846.2046,0.0000,3940.4501,211.6653,-7413.7570,14.8833,-0.0004,-1415.1538,-25.3087,23.5000,-10.8706,-49.0982,-18.2118,-0.128364,0,0,0.0000,0.00000000e+00,20010.5948
1425,42750.0,G25,G,32.125,-430.1891,-3.032142,20000.0000,22293168736.9769,22293169167.1660,22426588815.9204,-133427824.0365,-3417.3650,0.0000,3919.2618,210.5578,-7435.4002,14.8673,-0.0004,-1414.9037,-25.4431,23.5000,-10.9398,-49.0982,-18.2294,-0.128488,0,0,0.0000,0.00000000e+00,20010.5976
1426,42780.0,G25,G,32.319,-564.1200,-3.976139,20000.0000,22278518701.9036,22278519266.0236,22411938409.1535,-133427798.7042,-2936.4972,0.0000,3898.3690,209.4628,-7456.8974,14.8515,-0.0004,-1414.6542,-25.5771,23.5000,-11.0089,-49.0982,-18.2468,-0.128610,0,0,0.0000,0.00000000e+00,20010.7260
1427,42810.0,G25,G,32.514,-555.8974,-3.918183,20000.0000,22263938372.9204,22263938928.8178,22397358243.7809,-133427777.8948,-3128.7317,0.0000,3877.7669,208.3907,-7478.2483,14.8358,-0.0004,-1414.4054,-25.7107,23.5000,-11.0779,-49.0982,-18.2639,-0.128731,0,0,0.0000,0.00000000e+00,20010.6037
1428,42840.0,G25,G,32.708,-891.0761,-6.280655,20000.0000,22249428930.7863,22249429821.8624,22382848778.3757,-133427754.5126,-2793.4096,0.0000,3857.4504,207.3332,-7499.4523,14.8201,-0.0004,-1414.1573,-25.8439,23.5000,-11.1468,-49.0982,-18.2807,-0.128849,0,0,0.0000,0.00000000e+00,20010.6071
1429,42870.0,G25,G,32.902,-834.7069,-5.883342,20000.0000,22234990660.4313,22234991495.1383,22368410469.7267,-133427738.3651,-2827.3294,0.0000,3837.4150,206.0932,-7520.5093,14.8046,-0.0004,-1413.9099,-25.9766,23.5000,-11.2156,-49.0982,-18.2972,-0.128966,0,0,0.0000,0.00000000e+00,20000.0436
1430,42900.0,G25,G,33.096,-799.3676,-5.634257,20000.0000,22220623857.1539,22220624656.5215,22354043776.8217,-133427715.6339,-2995.8093,0.0000,3817.6559,205.0634,-7541.4193,14.7891,-0.0004,-1413.6631,-26.1089,23.5000,-11.2843,-49.0982,-18.3135,-0.129081,0,0,0.0000,0.00000000e+00,20010.7355
1431,42930.0,G15,G,15.398,3675.2774,25.904799,20000.0000,24424689011.4906,24424685336.2132,24539736732.2088,-115051080.2085,-3337.5180,0.0000,7747.4414,419.2420,5203.2900,16.7158,-0.0004,-560.8774,-13.0873,40.6000,1.0220,37.1015,16.5129,0.116389,0,0,0.0000,0.00000000e+00,20010.7412
1431,42930.0,G25,G,33.289,-433.1955,-3.053332,20000.0000,22206329272.2573,22206329705.4528,22339749144.7218,-133427693.0686,-3337.5180,0.0000,3798.1686,204.0473,-7562.1813,14.7738,-0.0004,-1413.4171,-26.2407,23.5000,-11.3530,-49.0982,-18.3295,-0.129193,0,0,0.0000,0.00000000e+00,20010.7384
1432,42960.0,G25,G,33.482,-828.5451,-5.839911,20000.0000,22192107091.5449,22192107920.0900,22325527028.6817,-133427673.2843,-3026.9272,0.0000,3778.9487,203.0402,-7582.7943,14.7585,-0.0004,-1413.1717,-26.3721,23.5000,-11.4215,-49.0982,-18.3452,-0.129304,0,0,0.0000,0.00000000e+00,20010.7415
1433,42990.0,G25,G,33.675,-629.6485,-4.438010,20000.0000,22177958208.7189,22177958838.3675,22311377877.9972,-133427649.5616,-2978.3467,0.0000,3759.9919,198.2753,-7603.2585,14.7433,-0.0004,-1412.9271,-26.5031,23.5000,-11.4899,-49.0982,-18.3606,-0.129413,0,0,0.0000,0.00000000e+00,20000.0479
1434,43020.0,G25,G,33.868,-823.7769,-5.806303,20000.0000,22163882282.0698,22163883105.8467,22297302140.0935,-133427628.1366,-2994.8722,0.0000,3741.2939,197.2251,-7623.5734,14.7282,-0.0004,-1412.6832,-26.6336,23.5000,-11.5582,-49.0982,-18.3758,-0.129520,0,0,0.0000,0.00000000e+00,20000.0432
1435,43050.0,G25,G,34.060,-660.9675,-4.658759,20000.0000,22149880261.1672,22149880922.1347,22283300264.4535,-133427606.4553,-3325.3272,0.0000,3722.8507,196.2880,-7643.7388,14.7132,-0.0004,-1412.4400,-26.7636,23.5000,-11.6265,-49.0982,-18.3907,-0.129625,0,0,0.0000,0.00000000e+00,20010.7521
1436,43080.0,G15,G,16.054,3076.0533,21.681233,20000.0000,24354565789.6869,24354562713.6336,24469614107.4958,-115051274.5337,-2600.8407,0.0000,7448.6962,395.4292,5420.2020,16.6383,-0.0004,-560.9629,-13.5538,40.6000,0.3509,37.1015,16.9676,0.119594,0,0,0.0000,0.00000000e+00,20010.7585
1436,43080.0,G25,G,34.252,-994.7258,-7.011218,20000.0000,22135953094.5870,22135954089.3128,22269372685.8658,-133427585.9932,-2600.8407,0.0000,3704.6581,195.3654,-7663.7541,14.6983,-0.0005,-1412.1975,-26.8931,23.5000,-11.6946,-49.0982,-18.4054,-0.129728,0,0,0.0000,0.00000000e+00,20010.7560
1437,43110.0,G15,G,16.186,3555.4376,25.060121,20000.0000,24340418531.0173,24340414975.5797,24455466745.6010,-115051283.8290,-2863.8577,0.0000,7391.1163,392.4031,5463.2914,16.6227,-0.0004,-560.9807,-13.6481,40.6000,0.2151,37.1015,17.0590,0.120239,0,0,0.0000,0.00000000e+00,20010.7627
1437,43110.0,G25,G,34.444,-907.8835,-6.399120,20000.0000,22122100104.4776,22122101012.3611,22255519849.8899,-133427564.8792,-2863.8577,0.0000,3686.7123,194.4562,-7683.6192,14.6834,-0.0005,-1411.9558,-27.0222,23.5000,-11.7625,-49.0982,-18.4197,-0.129829,0,0,0.0000,0.00000000e+00,20010.7602
1439,43170.0,G15,G,16.453,3663.0933,25.818921,20000.0000,24312003520.5995,24311999857.5062,24427051904.9265,-115051363.2542,-2855.7950,0.0000,7278.0393,385.6271,5549.1707,16.5915,-0.0005,-561.0170,-13.8375,40.6000,-0.0579,37.1015,17.2423,0.121531,0,0,0.0000,0.00000000e+00,20000.0447
1439,43170.0,G25,G,34.826,-831.3690,-5.859816,20000.0000,22094620552.4489,22094621383.8179,22228040163.5430,-133427516.8862,-2855.7950,0.0000,3651.5457,192.2584,-7722.8967,14.6541,-0.0005,-1411.4747,-27.2789,23.5000,-11.8982,-49.0982,-18.4476,-0.130026,0,0,0.0000,0.00000000e+00,20000.0426
1440,43200.0,G25,G,35.017,-870.8503,-6.138095,20000.0000,22080994402.5329,22080995273.3832,22214414184.0606,-133427496.4286,-3008.4403,0.0000,3634.3173,191.3910,-7742.3078,14.6395,-0.0005,-1411.2353,-27.4066,23.5000,-11.9636,-49.0982,-18.4611,-0.130121,0,0,0.0000,0.00000000e+00,20010.9448
1441,43230.0,G25,G,35.207,-350.2659,-2.468812,20000.0000,22067444845.9571,22067445196.2231,22200864688.2541,-133427474.8376,-3612.7354,0.0000,3617.3208,190.5355,-7761.5673,14.6250,-0.0005,-1410.9966,-27.5337,23.5000,-12.0062,-49.0982,-18.4744,-0.130215,0,0,0.0000,0.00000000e+00,20010.9527
1446,43380.0,G29,G,11.307,4274.1953,30.126208,20000.0000,24688984754.2507,24688980480.0554,24575152798.1470,113821988.7264,-2996.9411,0.0000,10349.4926,553.8558,2276.9313,17.0981,-0.0000,-703.5476,-10.3324,40.6000,6.0079,-12.9221,-18.7650,-0.132263,0,0,0.0000,0.00000000e+00,20010.7357
1447,43410.0,G15,G,17.540,3725.4289,26.258287,20000.0000,24196792685.6330,24196788960.2041,24311842188.2611,-115051577.4269,-3033.3071,0.0000,6852.0258,363.3360,5888.5802,16.4660,-0.0005,-561.1718,-14.6076,40.6000,-1.1701,37.1015,17.9833,0.126753,0,0,0.0000,0.00000000e+00,20000.0443
1448,43440.0,G15,G,17.678,18828.7599,132.712498,20000.0000,24182237887.4744,24182219058.7145,24297272426.5210,-115051620.4747,-3033.1053,0.0000,6801.5748,358.9917,5930.5314,16.4503,-0.0005,-561.1923,-14.7052,40.6000,-1.3114,37.1015,18.0769,0.127413,0,0,0.0000,0.00000000e+00,20000.0440
1449,43470.0,G15,G,17.816,18836.6389,132.768032,20000.0000,24167631777.0356,24167612940.3968,24282666416.3833,-115051665.0234,-3001.0417,0.0000,6751.7161,355.1563,5972.3746,16.4345,-0.0005,-561.2130,-14.8031,40.6000,-1.4532,37.1015,18.1708,0.128075,0,0,0.0000,0.00000000e+00,20000.0438
1450,43500.0,G15,G,17.955,19033.1119,134.152851,20000.0000,24152989907.2065,24152970874.0946,24268024526.9671,-115051699.2506,-3049.9871,0.0000,6702.4411,352.6097,6014.1083,16.4187,-0.0005,-561.2340,-14.9013,40.6000,-1.5955,37.1015,18.2649,0.128738,0,0,0.0000,0.00000000e+00,20000.0497
1451,43530.0,G15,G,18.095,18835.8031,132.762141,20000.0000,24138312255.4765,24138293419.6734,24253347128.8728,-115051710.0172,-3002.3512,0.0000,6653.7412,349.8963,6055.7327,16.4029,-0.0005,-561.2552,-14.9998,40.6000,-1.7383,37.1015,18.3593,0.129403,0,0,0.0000,0.00000000e+00,20000.0437
1453,43590.0,G15,G,18.375,18727.5046,131.998811,20000.0000,24108851807.9489,24108833080.4443,24223887295.9994,-115051815.1120,-3219.1667,0.0000,6558.0340,344.3952,6138.6509,16.3712,-0.0005,-561.2984,-15.1976,40.6000,-2.0253,37.1015,18.5488,0.130739,0,0,0.0000,0.00000000e+00,20010.8583
1455,43650.0,G15,G,18.658,19021.7431,134.072719,20000.0000,24079254793.0608,24079235771.3177,24194289920.6464,-115051883.9726,-2902.9895,0.0000,6464.5295,339.6007,6221.1215,16.3395,-0.0005,-561.3426,-15.3966,40.6000,-2.3143,37.1015,18.7395,0.132084,0,0,0.0000,0.00000000e+00,20010.7793
1456,43680.0,G15,G,18.799,19038.1203,134.188152,20000.0000,24064405378.3690,24064386340.2487,24179440603.3101,-115051883.1703,-2927.6754,0.0000,6418.5837,336.9238,6262.1868,16.3236,-0.0005,-561.3651,-15.4964,40.6000,-2.4596,37.1015,18.8353,0.132759,0,0,0.0000,0.00000000e+00,20000.0490
1458,43740.0,G15,G,19.085,18957.2543,133.618177,20000.0000,24034606942.1015,24034587984.8473,24149642625.4193,-115051949.0241,-3059.1170,0.0000,6328.2669,329.1360,6343.9736,16.2918,-0.0005,-561.4108,-15.6970,40.6000,-2.7516,37.1015,19.0279,0.134116,0,0,0.0000,0.00000000e+00,20011.0865
1459,43770.0,G15,G,19.228,18862.7284,132.951921,20000.0000,24019658870.7186,24019640007.9902,24134694737.3885,-115051970.2073,-3038.7808,0.0000,6283.8810,326.4252,6384.6934,16.2759,-0.0006,-561.4341,-15.7977,40.6000,-2.8983,37.1015,19.1247,0.134799,0,0,0.0000,0.00000000e+00,20000.0429
1460,43800.0,G15,G,19.372,18837.9067,132.776968,20000.0000,24004678811.2157,24004659973.3091,24119714768.4371,-115051994.6248,-2992.8120,0.0000,6240.0005,323.7913,6425.2970,16.2600,-0.0006,-561.4576,-15.8987,40.6000,-3.0455,37.1015,19.2219,0.135483,0,0,0.0000,0.00000000e+00,20000.0429
1461,43830.0,G15,G,19.516,18933.4224,133.450200,20000.0000,23989666778.5411,23989647845.1188,24104703110.3133,-115052055.9077,-3315.3701,0.0000,6196.6181,321.5976,6465.7828,16.2440,-0.0006,-561.4814,-15.9999,40.6000,-3.1932,37.1015,19.3194,0.136171,0,0,0.0000,0.00000000e+00,20011.3605
1464,43920.0,G15,G,19.952,18876.7845,133.050994,20000.0000,23944445652.4795,23944426775.6950,24059481957.4055,-115052150.5599,-2882.3490,0.0000,6069.3913,315.1764,6586.5258,16.1962,-0.0006,-561.5543,-16.3052,40.6000,-3.6391,37.1015,19.6142,0.138248,0,0,0.0000,0.00000000e+00,20011.0192
1478,44340.0,G15,G,22.041,18882.1531,133.088834,20000.0000,23730008768.3548,23729989886.2017,23845046601.5149,-115052598.9502,-2836.6930,0.0000,5529.0119,275.3581,7135.3540,15.9720,-0.0007,-561.9262,-17.7592,40.6000,-5.2574,37.1015,21.0445,0.148330,0,0,0.0000,0.00000000e+00,20000.0422
1478,44340.0,G29,G,15.109,9740.7619,68.656717,20000.0000,24287922452.8420,24287912712.0801,24174089351.0129,113820126.1086,-2836.6930,0.0000,7887.2250,394.7739,2268.8966,16.6314,-0.0002,-703.9890,-13.0241,40.6000,1.3181,-12.9221,-20.6848,-0.145794,0,0,0.0000,0.00000000e+00,20000.0450
1480,44400.0,G15,G,22.347,19049.5339,134.268599,20000.0000,23698958895.0940,23698939845.5601,23813997488.1690,-115052649.2403,-3563.1091,0.0000,5458.3912,272.0182,7211.7157,15.9399,-0.0007,-561.9836,-17.9706,40.6000,-5.4924,37.1015,21.2577,0.149832,0,0,0.0000,0.00000000e+00,20011.1569
1480,44400.0,G29,G,15.360,9925.5914,69.959468,20000.0000,24261858453.3365,24261848527.7451,24148026155.5847,113819989.7615,-3563.1091,0.0000,7765.2862,388.8556,2266.8956,16.6016,-0.0002,-704.0259,-13.2017,40.6000,1.0604,-12.9221,-20.8090,-0.146670,0,0,0.0000,0.00000000e+00,20011.1593
1481,44430.0,G29,G,15.487,9600.7971,67.670190,20000.0000,24248784889.4408,24248775288.6437,24134952558.5796,113819926.3833,-3080.0142,0.0000,7705.4511,385.9554,2265.8289,16.5867,-0.0002,-704.0447,-13.2909,40.6000,0.9308,-12.9221,-20.8713,-0.147109,0,0,0.0000,0.00000000e+00,20011.1697
1482,44460.0,G15,G,22.654,18864.1144,132.961690,20000.0000,23667816183.1966,23667797319.0822,23782854734.6090,-115052731.6367,-3105.3861,0.0000,5389.2853,268.9801,7287.5477,15.9078,-0.0007,-562.0421,-18.1828,40.6000,-5.7289,37.1015,21.4736,0.151354,0,0,0.0000,0.00000000e+00,20000.0419
1483,44490.0,G15,G,22.809,18893.7263,133.170406,20000.0000,23652210556.9467,23652191663.2204,23767249333.7612,-115052790.1577,-3228.4243,0.0000,5355.2880,267.3729,7325.2631,15.8918,-0.0007,-562.0718,-18.2892,40.6000,-5.8477,37.1015,21.5825,0.152122,0,0,0.0000,0.00000000e+00,20011.5337
