Seconds_of_Day,X_ECEF(m),Y_ECEF(m),Z_ECEF(m)
16320.0,1337935.5458,6070317.2077,1427877.506
16350.0,1337935.5458,6070317.2077,1427877.506
16380.0,1337935.5456,6070317.2077,1427877.506
16410.0,1337935.5454,6070317.2077,1427877.506
16440.0,1337935.5449,6070317.2076,1427877.5059
16470.0,1337935.5439,6070317.2072,1427877.5057
16500.0,1337935.5434,6070317.2059,1427877.5053
16530.0,1337935.5443,6070317.2049,1427877.505
16560.0,1337935.5445,6070317.2046,1427877.5049
16590.0,1337935.5446,6070317.2044,1427877.5049
16620.0,1337935.5446,6070317.2042,1427877.5048
16650.0,1337935.5446,6070317.2042,1427877.5048
16680.0,1337935.5445,6070317.2041,1427877.5048
16710.0,1337935.5444,6070317.204,1427877.5047
16740.0,1337935.5442,6070317.204,1427877.5047
16770.0,1337935.5443,6070317.2035,1427877.5045
16800.0,1337935.5442,6070317.204,1427877.5044
16830.0,1337935.5447,6070317.2048,1427877.5045
16860.0,1337935.5449,6070317.2051,1427877.5046
16890.0,1337935.5449,6070317.2053,1427877.5046
16920.0,1337935.5449,6070317.2054,1427877.5046
16950.0,1337935.5449,6070317.2055,1427877.5046
16980.0,1337935.5449,6070317.2055,1427877.5046
17010.0,1337935.545,6070317.2057,1427877.5047
17040.0,1337935.545,6070317.2061,1427877.5048
17070.0,1337935.5443,6070317.2057,1427877.5047
17100.0,1337935.5435,6070317.2047,1427877.5044
17130.0,1337935.5435,6070317.2045,1427877.5044
17160.0,1337935.5435,6070317.2044,1427877.5044
17190.0,1337935.5433,6070317.2042,1427877.5044
17220.0,1337935.5431,6070317.2043,1427877.5044
17250.0,1337935.543,6070317.2043,1427877.5044
17280.0,1337935.5429,6070317.2043,1427877.5044
17310.0,1337935.5429,6070317.2041,1427877.5043
17340.0,1337935.5427,6070317.2039,1427877.5042
17370.0,1337935.542,6070317.2029,1427877.5038
17400.0,1337935.5419,6070317.2012,1427877.5032
17430.0,1337935.5425,6070317.2008,1427877.503
17460.0,1337935.5425,6070317.2005,1427877.5029
17490.0,1337935.5423,6070317.2005,1427877.5029
17520.0,1337935.5422,6070317.2006,1427877.5029
17550.0,1337935.5422,6070317.2007,1427877.5029
17580.0,1337935.5422,6070317.2008,1427877.5029
17610.0,1337935.5421,6070317.2008,1427877.5029
17640.0,1337935.542,6070317.2008,1427877.5029
17670.0,1337935.5413,6070317.2002,1427877.5026
17700.0,1337935.5407,6070317.1986,1427877.5023
17730.0,1337935.54,6070317.198,1427877.5021
17760.0,1337935.54,6070317.1981,1427877.5021
17790.0,1337935.5399,6070317.1982,1427877.5022
17820.0,1337935.5399,6070317.1982,1427877.5022
17850.0,1337935.54,6070317.1981,1427877.5022
17880.0,1337935.54,6070317.1981,1427877.5022
17910.0,1337935.5401,6070317.198,1427877.5022
17940.0,1337935.5401,6070317.1979,1427877.5021
17970.0,1337935.5405,6070317.1991,1427877.5023
18000.0,1337935.5407,6070317.1989,1427877.5021
18030.0,1337935.5407,6070317.1982,1427877.5019
18060.0,1337935.5404,6070317.1978,1427877.5018
18090.0,1337935.5403,6070317.1978,1427877.5018
18120.0,1337935.5402,6070317.1978,1427877.5018
18150.0,1337935.5402,6070317.1978,1427877.5018
18180.0,1337935.5402,6070317.198,1427877.5018
18210.0,1337935.5402,6070317.1982,1427877.5019
18240.0,1337935.5402,6070317.1985,1427877.502
18270.0,1337935.5393,6070317.1998,1427877.5021
18300.0,1337935.5402,6070317.1991,1427877.502
18330.0,1337935.5416,6070317.1991,1427877.5021
18360.0,1337935.5417,6070317.1992,1427877.5022
18390.0,1337935.5417,6070317.1994,1427877.5022
18420.0,1337935.5417,6070317.1995,1427877.5022
18450.0,1337935.5417,6070317.1995,1427877.5022
18480.0,1337935.5417,6070317.1995,1427877.5022
18510.0,1337935.5418,6070317.1994,1427877.5022
18540.0,1337935.5418,6070317.1991,1427877.5021
18570.0,1337935.5427,6070317.1986,1427877.5019
18600.0,1337935.5444,6070317.1991,1427877.502
18630.0,1337935.5459,6070317.1997,1427877.5023
18660.0,1337935.5463,6070317.1999,1427877.5023
18690.0,1337935.5464,6070317.1999,1427877.5023
18720.0,1337935.5465,6070317.1999,1427877.5023
18750.0,1337935.5465,6070317.1999,1427877.5024
18780.0,1337935.5466,6070317.1999,1427877.5024
18810.0,1337935.5467,6070317.1999,1427877.5024
18840.0,1337935.547,6070317.1997,1427877.5024
18870.0,1337935.5489,6070317.1995,1427877.5025
18900.0,1337935.5499,6070317.1996,1427877.5025
18930.0,1337935.5502,6070317.1998,1427877.5026
18960.0,1337935.5501,6070317.1997,1427877.5026
18990.0,1337935.5501,6070317.1996,1427877.5025
19020.0,1337935.5501,6070317.1996,1427877.5025
19050.0,1337935.5501,6070317.1996,1427877.5025
19080.0,1337935.5501,6070317.1996,1427877.5025
19110.0,1337935.5501,6070317.1995,1427877.5025
19140.0,1337935.5505,6070317.1996,1427877.5026
19170.0,1337935.5518,6070317.1996,1427877.5027
19200.0,1337935.5514,6070317.1986,1427877.5023
19230.0,1337935.5525,6070317.1995,1427877.5026
19260.0,1337935.5527,6070317.1999,1427877.5027
19290.0,1337935.5529,6070317.2001,1427877.5028
19320.0,1337935.553,6070317.2002,1427877.5028
19350.0,1337935.5531,6070317.2003,1427877.5028
19380.0,1337935.5531,6070317.2003,1427877.5029
19410.0,1337935.553,6070317.2002,1427877.5028
19440.0,1337935.553,6070317.2001,1427877.5028
19470.0,1337935.5527,6070317.1989,1427877.5025
19500.0,1337935.553,6070317.1988,1427877.5025
19530.0,1337935.5518,6070317.198,1427877.5021
19560.0,1337935.5512,6070317.1977,1427877.502
19590.0,1337935.551,6070317.1976,1427877.5019
19620.0,1337935.5509,6070317.1976,1427877.5019
19650.0,1337935.5509,6070317.1976,1427877.5019
19680.0,1337935.5509,6070317.1976,1427877.5019
19710.0,1337935.5509,6070317.1977,1427877.502
19740.0,1337935.551,6070317.1979,1427877.502
19770.0,1337935.5509,6070317.1977,1427877.502
19800.0,1337935.551,6070317.1975,1427877.5021
19830.0,1337935.5514,6070317.1976,1427877.5022
19860.0,1337935.5512,6070317.1975,1427877.5022
19890.0,1337935.5512,6070317.1974,1427877.5022
19920.0,1337935.5511,6070317.1973,1427877.5022
19950.0,1337935.5511,6070317.1973,1427877.5022
19980.0,1337935.551,6070317.1972,1427877.5021
20010.0,1337935.5511,6070317.197,1427877.5021
20040.0,1337935.5512,6070317.1968,1427877.5021
20070.0,1337935.5518,6070317.1969,1427877.5021
20100.0,1337935.5523,6070317.197,1427877.5021
20130.0,1337935.5524,6070317.197,1427877.502
20160.0,1337935.5524,6070317.197,1427877.5019
20190.0,1337935.5523,6070317.197,1427877.5019
20220.0,1337935.5523,6070317.1969,1427877.5019
20250.0,1337935.5523,6070317.1968,1427877.5019
20280.0,1337935.5523,6070317.1967,1427877.5019
20310.0,1337935.5521,6070317.1965,1427877.5019
20340.0,1337935.5518,6070317.1963,1427877.5019
20370.0,1337935.5512,6070317.1964,1427877.5019
20400.0,1337935.5514,6070317.1963,1427877.5021
20430.0,1337935.5513,6070317.1961,1427877.5021
20460.0,1337935.5512,6070317.1958,1427877.5021
20490.0,1337935.5511,6070317.1957,1427877.502
20520.0,1337935.551,6070317.1956,1427877.502
20550.0,1337935.551,6070317.1955,1427877.502
20580.0,1337935.5509,6070317.1954,1427877.502
20610.0,1337935.5508,6070317.1953,1427877.5019
20640.0,1337935.5506,6070317.1948,1427877.5019
20670.0,1337935.55,6070317.1939,1427877.5018
20700.0,1337935.5503,6070317.1938,1427877.502
20730.0,1337935.5503,6070317.1941,1427877.5021
20760.0,1337935.5502,6070317.194,1427877.502
20790.0,1337935.55,6070317.1938,1427877.502
20820.0,1337935.5498,6070317.1936,1427877.5019
20850.0,1337935.5496,6070317.1935,1427877.5019
20880.0,1337935.5494,6070317.1934,1427877.5018
20910.0,1337935.549,6070317.1932,1427877.5018
20940.0,1337935.5487,6070317.1931,1427877.5018
20970.0,1337935.5486,6070317.1926,1427877.5018
21000.0,1337935.5484,6070317.1914,1427877.5016
21030.0,1337935.5484,6070317.1909,1427877.5013
21060.0,1337935.5482,6070317.1905,1427877.5012
21090.0,1337935.5481,6070317.1903,1427877.5011
21120.0,1337935.548,6070317.1902,1427877.5011
21150.0,1337935.5479,6070317.1901,1427877.5011
21180.0,1337935.548,6070317.1901,1427877.5011
21210.0,1337935.5481,6070317.19,1427877.501
21240.0,1337935.5483,6070317.19,1427877.501
21270.0,1337935.5481,6070317.1895,1427877.5007
21300.0,1337935.5481,6070317.189,1427877.5006
21330.0,1337935.5468,6070317.1878,1427877.5004
21360.0,1337935.5462,6070317.1874,1427877.5003
21390.0,1337935.5458,6070317.1871,1427877.5002
21420.0,1337935.5456,6070317.1869,1427877.5001
21450.0,1337935.5455,6070317.1867,1427877.5001
21480.0,1337935.5453,6070317.1865,1427877.5
21510.0,1337935.545,6070317.1863,1427877.4999
21540.0,1337935.5446,6070317.1858,1427877.4997
21570.0,1337935.5443,6070317.1857,1427877.4996
21600.0,1337935.5452,6070317.1873,1427877.5002
21630.0,1337935.5463,6070317.1882,1427877.5005
21660.0,1337935.5467,6070317.1885,1427877.5007
21690.0,1337935.5467,6070317.1887,1427877.5008
21720.0,1337935.5468,6070317.1888,1427877.5009
21750.0,1337935.5467,6070317.1888,1427877.5009
21780.0,1337935.5468,6070317.1889,1427877.501
21810.0,1337935.5467,6070317.1892,1427877.5011
21840.0,1337935.5467,6070317.1895,1427877.5012
21870.0,1337935.547,6070317.19,1427877.5015
21900.0,1337935.5468,6070317.1906,1427877.5018
21930.0,1337935.5469,6070317.1907,1427877.5018
21960.0,1337935.5469,6070317.1908,1427877.5018
21990.0,1337935.5468,6070317.1908,1427877.5018
22020.0,1337935.5467,6070317.1908,1427877.5018
22050.0,1337935.5466,6070317.1908,1427877.5018
22080.0,1337935.5465,6070317.1908,1427877.5018
22110.0,1337935.5465,6070317.1908,1427877.5018
22140.0,1337935.5465,6070317.1908,1427877.5018
22170.0,1337935.5459,6070317.1903,1427877.5017
22200.0,1337935.5451,6070317.1904,1427877.5018
22230.0,1337935.5458,6070317.1912,1427877.502
22260.0,1337935.5458,6070317.1913,1427877.502
22290.0,1337935.5459,6070317.1914,1427877.502
22320.0,1337935.546,6070317.1914,1427877.502
22350.0,1337935.546,6070317.1915,1427877.502
22380.0,1337935.5462,6070317.1915,1427877.502
22410.0,1337935.5464,6070317.1917,1427877.5021
22440.0,1337935.5464,6070317.1917,1427877.5021
22470.0,1337935.546,6070317.1916,1427877.5021
22500.0,1337935.5447,6070317.1925,1427877.5025
22530.0,1337935.5448,6070317.1934,1427877.5029
22560.0,1337935.545,6070317.1938,1427877.503
22590.0,1337935.545,6070317.1939,1427877.503
22620.0,1337935.545,6070317.1939,1427877.503
22650.0,1337935.545,6070317.1939,1427877.503
22680.0,1337935.5451,6070317.194,1427877.503
22710.0,1337935.5452,6070317.1942,1427877.5031
22740.0,1337935.5452,6070317.1943,1427877.5031
22770.0,1337935.5446,6070317.1942,1427877.503
22800.0,1337935.5451,6070317.1948,1427877.5033
22830.0,1337935.5451,6070317.1949,1427877.5034
22860.0,1337935.5451,6070317.1948,1427877.5034
22890.0,1337935.545,6070317.1948,1427877.5034
22920.0,1337935.545,6070317.1948,1427877.5034
22950.0,1337935.545,6070317.1948,1427877.5034
22980.0,1337935.5451,6070317.1949,1427877.5034
23010.0,1337935.5453,6070317.1949,1427877.5034
23040.0,1337935.5453,6070317.1948,1427877.5034
23070.0,1337935.5453,6070317.1946,1427877.5033
23100.0,1337935.5453,6070317.1952,1427877.5036
23130.0,1337935.5458,6070317.1953,1427877.5035
23160.0,1337935.5459,6070317.1951,1427877.5034
23190.0,1337935.5459,6070317.195,1427877.5033
23220.0,1337935.5459,6070317.195,1427877.5033
23250.0,1337935.5459,6070317.195,1427877.5033
23280.0,1337935.5459,6070317.1951,1427877.5033
23310.0,1337935.5458,6070317.1951,1427877.5034
23340.0,1337935.5459,6070317.1954,1427877.5035
23370.0,1337935.546,6070317.1958,1427877.5037
23400.0,1337935.5467,6070317.1966,1427877.5042
23430.0,1337935.5474,6070317.1967,1427877.5043
23460.0,1337935.5474,6070317.1966,1427877.5043
23490.0,1337935.5475,6070317.1967,1427877.5043
23520.0,1337935.5475,6070317.1968,1427877.5043
23550.0,1337935.5475,6070317.1969,1427877.5044
23580.0,1337935.5475,6070317.1969,1427877.5044
23610.0,1337935.5475,6070317.1969,1427877.5044
23640.0,1337935.5472,6070317.197,1427877.5044
23670.0,1337935.5463,6070317.1974,1427877.5047
23700.0,1337935.5453,6070317.1977,1427877.505
23730.0,1337935.5451,6070317.1974,1427877.5047
23760.0,1337935.5449,6070317.1972,1427877.5046
23790.0,1337935.5448,6070317.1971,1427877.5045
23820.0,1337935.5448,6070317.1969,1427877.5044
23850.0,1337935.5448,6070317.1969,1427877.5044
23880.0,1337935.5447,6070317.1968,1427877.5043
23910.0,1337935.5446,6070317.1967,1427877.5043
23940.0,1337935.5445,6070317.1967,1427877.5043
23970.0,1337935.5443,6070317.1971,1427877.5044
24000.0,1337935.544,6070317.1972,1427877.5046
24030.0,1337935.5436,6070317.1971,1427877.5046
24060.0,1337935.5434,6070317.1971,1427877.5046
24090.0,1337935.5434,6070317.1971,1427877.5047
24120.0,1337935.5434,6070317.1971,1427877.5047
24150.0,1337935.5433,6070317.1971,1427877.5046
24180.0,1337935.5433,6070317.1971,1427877.5046
24210.0,1337935.5432,6070317.197,1427877.5046
24240.0,1337935.5433,6070317.1971,1427877.5047
24270.0,1337935.5438,6070317.1972,1427877.5048
24300.0,1337935.5447,6070317.1973,1427877.5051
24330.0,1337935.5449,6070317.1973,1427877.5052
24360.0,1337935.5449,6070317.1974,1427877.5053
24390.0,1337935.5449,6070317.1975,1427877.5053
24420.0,1337935.5449,6070317.1975,1427877.5053
24450.0,1337935.5449,6070317.1975,1427877.5053
24480.0,1337935.5448,6070317.1975,1427877.5053
24510.0,1337935.5448,6070317.1976,1427877.5054
24540.0,1337935.5447,6070317.1977,1427877.5054
24570.0,1337935.5449,6070317.1978,1427877.5055
24600.0,1337935.5457,6070317.1979,1427877.5058
24630.0,1337935.5458,6070317.198,1427877.5059
24660.0,1337935.5458,6070317.1979,1427877.5059
24690.0,1337935.5458,6070317.1979,1427877.5059
24720.0,1337935.5458,6070317.1979,1427877.5059
24750.0,1337935.5457,6070317.1979,1427877.5059
24780.0,1337935.5457,6070317.1979,1427877.5058
24810.0,1337935.5457,6070317.1978,1427877.5058
24840.0,1337935.5457,6070317.1979,1427877.5059
24870.0,1337935.5456,6070317.1981,1427877.5062
24900.0,1337935.5461,6070317.1981,1427877.5063
24930.0,1337935.5456,6070317.1979,1427877.5063
24960.0,1337935.5457,6070317.1977,1427877.5062
24990.0,1337935.5457,6070317.1975,1427877.5062
25020.0,1337935.5457,6070317.1975,1427877.5062
25050.0,1337935.5457,6070317.1974,1427877.5061
25080.0,1337935.5457,6070317.1974,1427877.5061
25110.0,1337935.5458,6070317.1973,1427877.506
25140.0,1337935.5461,6070317.197,1427877.5059
25170.0,1337935.5465,6070317.1964,1427877.5058
25200.0,1337935.5477,6070317.1964,1427877.5059
25230.0,1337935.548,6070317.197,1427877.506
25260.0,1337935.5477,6070317.197,1427877.506
25290.0,1337935.5477,6070317.1969,1427877.5059
25320.0,1337935.5476,6070317.1968,1427877.5059
25350.0,1337935.5476,6070317.1968,1427877.5058
25380.0,1337935.5476,6070317.1968,1427877.5058
25410.0,1337935.5475,6070317.1967,1427877.5058
25440.0,1337935.5475,6070317.1966,1427877.5058
25470.0,1337935.5478,6070317.1969,1427877.5061
25500.0,1337935.548,6070317.1967,1427877.5062
25530.0,1337935.5484,6070317.1968,1427877.5061
25560.0,1337935.5485,6070317.1967,1427877.5061
25590.0,1337935.5485,6070317.1967,1427877.506
25620.0,1337935.5484,6070317.1967,1427877.506
25650.0,1337935.5484,6070317.1967,1427877.506
25680.0,1337935.5482,6070317.1967,1427877.5061
25710.0,1337935.5481,6070317.1967,1427877.5061
25740.0,1337935.5479,6070317.1967,1427877.5061
25770.0,1337935.5472,6070317.1969,1427877.5063
25800.0,1337935.5473,6070317.1969,1427877.5064
25830.0,1337935.5475,6070317.1968,1427877.5062
25860.0,1337935.5472,6070317.1968,1427877.5062
25890.0,1337935.5471,6070317.1967,1427877.5062
25920.0,1337935.547,6070317.1967,1427877.5062
25950.0,1337935.5468,6070317.1967,1427877.5062
25980.0,1337935.5466,6070317.1968,1427877.5063
26010.0,1337935.5462,6070317.1969,1427877.5064
26040.0,1337935.5457,6070317.1969,1427877.5066
26070.0,1337935.5451,6070317.1966,1427877.5067
26100.0,1337935.545,6070317.1969,1427877.507
26130.0,1337935.5445,6070317.1969,1427877.507
26160.0,1337935.544,6070317.1967,1427877.507
26190.0,1337935.5436,6070317.1966,1427877.507
26220.0,1337935.5434,6070317.1966,1427877.507
26250.0,1337935.5433,6070317.1965,1427877.507
26280.0,1337935.5433,6070317.1964,1427877.507
26310.0,1337935.5432,6070317.1964,1427877.5069
26340.0,1337935.5433,6070317.1964,1427877.5069
26370.0,1337935.5433,6070317.1966,1427877.5069
26400.0,1337935.5428,6070317.1965,1427877.507
26430.0,1337935.5418,6070317.1966,1427877.5072
26460.0,1337935.5415,6070317.1967,1427877.5073
26490.0,1337935.5415,6070317.1968,1427877.5073
26520.0,1337935.5415,6070317.1968,1427877.5073
26550.0,1337935.5415,6070317.1968,1427877.5072
26580.0,1337935.5415,6070317.1968,1427877.5072
26610.0,1337935.5415,6070317.1968,1427877.5072
26640.0,1337935.5415,6070317.1969,1427877.5072
26670.0,1337935.5417,6070317.1974,1427877.5074
26700.0,1337935.5414,6070317.1978,1427877.5077
26730.0,1337935.5411,6070317.1978,1427877.5077
26760.0,1337935.541,6070317.1979,1427877.5077
26790.0,1337935.541,6070317.198,1427877.5077
26820.0,1337935.541,6070317.1981,1427877.5077
26850.0,1337935.541,6070317.1981,1427877.5077
26880.0,1337935.5409,6070317.1982,1427877.5077
26910.0,1337935.5408,6070317.1982,1427877.5077
26940.0,1337935.5409,6070317.1983,1427877.5077
26970.0,1337935.5413,6070317.1987,1427877.5078
27000.0,1337935.5421,6070317.1994,1427877.5081
27030.0,1337935.5418,6070317.1996,1427877.5082
27060.0,1337935.5416,6070317.1996,1427877.5083
27090.0,1337935.5414,6070317.1996,1427877.5083
27120.0,1337935.5414,6070317.1996,1427877.5083
27150.0,1337935.5414,6070317.1996,1427877.5082
27180.0,1337935.5414,6070317.1996,1427877.5082
27210.0,1337935.5414,6070317.1996,1427877.5082
27240.0,1337935.5415,6070317.1998,1427877.5083
27270.0,1337935.5412,6070317.2,1427877.5083
27300.0,1337935.5412,6070317.2,1427877.5084
27330.0,1337935.542,6070317.2003,1427877.5085
27360.0,1337935.5423,6070317.2004,1427877.5086
27390.0,1337935.5424,6070317.2004,1427877.5086
27420.0,1337935.5425,6070317.2004,1427877.5086
27450.0,1337935.5425,6070317.2004,1427877.5086
27480.0,1337935.5425,6070317.2004,1427877.5086
27510.0,1337935.5425,6070317.2004,1427877.5087
27540.0,1337935.5426,6070317.2005,1427877.5087
27570.0,1337935.5431,6070317.2005,1427877.5088
27600.0,1337935.5436,6070317.201,1427877.509
27630.0,1337935.5437,6070317.2015,1427877.5091
27660.0,1337935.5437,6070317.2016,1427877.5091
27690.0,1337935.5437,6070317.2017,1427877.5091
27720.0,1337935.5438,6070317.2018,1427877.5091
27750.0,1337935.5438,6070317.2018,1427877.5091
27780.0,1337935.5438,6070317.2018,1427877.5091
27810.0,1337935.5439,6070317.2019,1427877.5091
27840.0,1337935.5439,6070317.202,1427877.5092
27870.0,1337935.5439,6070317.2023,1427877.5092
27900.0,1337935.5444,6070317.203,1427877.5095
27930.0,1337935.5443,6070317.203,1427877.5095
27960.0,1337935.544,6070317.203,1427877.5096
27990.0,1337935.5438,6070317.2029,1427877.5096
28020.0,1337935.5436,6070317.2029,1427877.5096
28050.0,1337935.5436,6070317.2029,1427877.5096
28080.0,1337935.5435,6070317.2028,1427877.5096
28110.0,1337935.5435,6070317.2028,1427877.5095
28140.0,1337935.5434,6070317.2026,1427877.5095
28170.0,1337935.5434,6070317.2029,1427877.5096
28200.0,1337935.5439,6070317.2038,1427877.5099
28230.0,1337935.5441,6070317.2039,1427877.51
28260.0,1337935.5441,6070317.2038,1427877.51
28290.0,1337935.544,6070317.2038,1427877.51
28320.0,1337935.544,6070317.2038,1427877.5101
28350.0,1337935.5439,6070317.2038,1427877.5101
28380.0,1337935.5439,6070317.2037,1427877.5101
28410.0,1337935.5438,6070317.2037,1427877.5101
28440.0,1337935.5438,6070317.2037,1427877.5101
28470.0,1337935.5438,6070317.2039,1427877.5102
28500.0,1337935.5442,6070317.2044,1427877.5103
28530.0,1337935.5441,6070317.2044,1427877.5104
28560.0,1337935.5441,6070317.2044,1427877.5104
28590.0,1337935.5441,6070317.2043,1427877.5104
28620.0,1337935.544,6070317.2043,1427877.5104
28650.0,1337935.544,6070317.2043,1427877.5104
28680.0,1337935.544,6070317.2043,1427877.5105
28710.0,1337935.5439,6070317.2043,1427877.5105
28740.0,1337935.544,6070317.2044,1427877.5105
28770.0,1337935.5444,6070317.2047,1427877.5106
28800.0,1337935.5452,6070317.2056,1427877.5109
28830.0,1337935.545,6070317.2057,1427877.5109
28860.0,1337935.545,6070317.2058,1427877.5109
28890.0,1337935.545,6070317.2058,1427877.5109
28920.0,1337935.5449,6070317.2058,1427877.5109
28950.0,1337935.5449,6070317.2058,1427877.5109
28980.0,1337935.5449,6070317.2058,1427877.5109
29010.0,1337935.5449,6070317.2057,1427877.5109
29040.0,1337935.5449,6070317.2058,1427877.5109
29070.0,1337935.5452,6070317.2063,1427877.5109
29100.0,1337935.5458,6070317.2068,1427877.5112
29130.0,1337935.5457,6070317.2066,1427877.5113
29160.0,1337935.5457,6070317.2067,1427877.5113
29190.0,1337935.5458,6070317.2067,1427877.5113
29220.0,1337935.5459,6070317.2068,1427877.5113
29250.0,1337935.5459,6070317.2068,1427877.5113
29280.0,1337935.5459,6070317.2068,1427877.5113
29310.0,1337935.5459,6070317.2068,1427877.5113
29340.0,1337935.5459,6070317.2067,1427877.5114
29370.0,1337935.546,6070317.2066,1427877.5114
29400.0,1337935.5469,6070317.2071,1427877.5116
29430.0,1337935.547,6070317.2071,1427877.5116
29460.0,1337935.5471,6070317.2071,1427877.5117
29490.0,1337935.5471,6070317.2071,1427877.5117
29520.0,1337935.5471,6070317.2071,1427877.5117
29550.0,1337935.5472,6070317.2071,1427877.5117
29580.0,1337935.5471,6070317.2071,1427877.5117
29610.0,1337935.5471,6070317.2071,1427877.5117
29640.0,1337935.5471,6070317.2072,1427877.5117
29670.0,1337935.5469,6070317.2072,1427877.5117
29700.0,1337935.5476,6070317.2077,1427877.5119
29730.0,1337935.5482,6070317.208,1427877.5119
29760.0,1337935.5483,6070317.208,1427877.512
29790.0,1337935.5482,6070317.2079,1427877.512
29820.0,1337935.5482,6070317.2079,1427877.512
29850.0,1337935.5482,6070317.2079,1427877.512
29880.0,1337935.5482,6070317.2079,1427877.512
29910.0,1337935.5483,6070317.2079,1427877.512
29940.0,1337935.5483,6070317.2081,1427877.5119
29970.0,1337935.5486,6070317.2085,1427877.5119
30000.0,1337935.5491,6070317.2088,1427877.512
30030.0,1337935.5498,6070317.2093,1427877.512
30060.0,1337935.55,6070317.2095,1427877.5119
30090.0,1337935.5501,6070317.2096,1427877.5119
30120.0,1337935.5502,6070317.2097,1427877.5119
30150.0,1337935.5502,6070317.2098,1427877.512
30180.0,1337935.5503,6070317.2098,1427877.512
30210.0,1337935.5503,6070317.2098,1427877.512
30240.0,1337935.5504,6070317.2098,1427877.512
30270.0,1337935.5505,6070317.2098,1427877.512
30300.0,1337935.5508,6070317.2099,1427877.5121
30330.0,1337935.5511,6070317.2104,1427877.5123
30360.0,1337935.551,6070317.2105,1427877.5123
30390.0,1337935.5509,6070317.2105,1427877.5124
30420.0,1337935.5509,6070317.2105,1427877.5124
30450.0,1337935.5508,6070317.2105,1427877.5124
30480.0,1337935.5509,6070317.2106,1427877.5124
30510.0,1337935.551,6070317.2107,1427877.5124
30540.0,1337935.5513,6070317.2109,1427877.5124
30570.0,1337935.552,6070317.2114,1427877.5125
30600.0,1337935.5525,6070317.2119,1427877.5127
30630.0,1337935.5531,6070317.2124,1427877.5127
30660.0,1337935.5531,6070317.2124,1427877.5127
30690.0,1337935.553,6070317.2123,1427877.5127
30720.0,1337935.553,6070317.2123,1427877.5127
30750.0,1337935.5529,6070317.2123,1427877.5127
30780.0,1337935.5528,6070317.2122,1427877.5126
30810.0,1337935.5526,6070317.212,1427877.5126
30840.0,1337935.5525,6070317.2118,1427877.5126
30870.0,1337935.5524,6070317.2115,1427877.5126
30900.0,1337935.553,6070317.212,1427877.5128
30930.0,1337935.5533,6070317.2124,1427877.5129
30960.0,1337935.5535,6070317.2126,1427877.513
30990.0,1337935.5535,6070317.2127,1427877.513
31020.0,1337935.5536,6070317.2127,1427877.513
31050.0,1337935.5537,6070317.2128,1427877.513
31080.0,1337935.5537,6070317.2128,1427877.513
31110.0,1337935.5539,6070317.2129,1427877.513
31140.0,1337935.5542,6070317.2132,1427877.513
31170.0,1337935.5546,6070317.2134,1427877.5131
31200.0,1337935.5555,6070317.2141,1427877.5132
31230.0,1337935.5558,6070317.2144,1427877.5133
31260.0,1337935.5558,6070317.2144,1427877.5133
31290.0,1337935.5558,6070317.2143,1427877.5133
31320.0,1337935.5557,6070317.2142,1427877.5133
31350.0,1337935.5557,6070317.2142,1427877.5133
31380.0,1337935.5557,6070317.2141,1427877.5133
31410.0,1337935.5557,6070317.2141,1427877.5133
31440.0,1337935.5557,6070317.214,1427877.5133
31470.0,1337935.5559,6070317.2141,1427877.5134
31500.0,1337935.5563,6070317.2144,1427877.5135
31530.0,1337935.5559,6070317.214,1427877.5133
31560.0,1337935.5555,6070317.2135,1427877.5132
31590.0,1337935.5552,6070317.2133,1427877.5131
31620.0,1337935.5551,6070317.2131,1427877.5131
31650.0,1337935.555,6070317.213,1427877.513
31680.0,1337935.5548,6070317.2129,1427877.513
31710.0,1337935.5546,6070317.2126,1427877.5129
31740.0,1337935.5544,6070317.2123,1427877.5128
31770.0,1337935.5542,6070317.2121,1427877.5128
31800.0,1337935.5544,6070317.2122,1427877.5129
31830.0,1337935.5546,6070317.2122,1427877.513
31860.0,1337935.5545,6070317.2121,1427877.513
31890.0,1337935.5544,6070317.2119,1427877.5129
31920.0,1337935.5542,6070317.2118,1427877.5129
31950.0,1337935.5541,6070317.2117,1427877.5129
31980.0,1337935.554,6070317.2117,1427877.5129
32010.0,1337935.554,6070317.2117,1427877.5129
32040.0,1337935.554,6070317.2116,1427877.5129
32070.0,1337935.5539,6070317.2118,1427877.513
32100.0,1337935.5548,6070317.2129,1427877.5134
32130.0,1337935.5552,6070317.2136,1427877.5136
32160.0,1337935.5552,6070317.2138,1427877.5137
32190.0,1337935.5552,6070317.2137,1427877.5137
32220.0,1337935.5551,6070317.2137,1427877.5137
32250.0,1337935.5551,6070317.2137,1427877.5137
32280.0,1337935.5551,6070317.2136,1427877.5137
32310.0,1337935.5551,6070317.2138,1427877.5138
32340.0,1337935.5553,6070317.2143,1427877.5139
32370.0,1337935.5556,6070317.2147,1427877.514
32400.0,1337935.5567,6070317.2156,1427877.5143
32430.0,1337935.5573,6070317.2162,1427877.5145
32460.0,1337935.5576,6070317.2166,1427877.5146
32490.0,1337935.5578,6070317.2167,1427877.5146
32520.0,1337935.5579,6070317.2169,1427877.5147
32550.0,1337935.5579,6070317.2169,1427877.5147
32580.0,1337935.558,6070317.2171,1427877.5147
32610.0,1337935.5581,6070317.2173,1427877.5147
