SOD,sat,sigma_P2_before,sigma_P2_after,sigma_L2_before,sigma_L2_after,elevation_deg,residual_P2_mm,residual_L2_mm
78960.0,G28,447.0924,670.6386,14.9031,17.8837,42.14,-67.03,199.35
78960.0,G31,320.4560,480.6841,10.6819,12.8182,69.42,280.72,63.23
78960.0,G32,804.6851,1207.0277,26.8228,32.1874,21.89,-372.65,133.81
78990.0,G01,575.9137,863.8706,19.1971,23.0365,31.39,-1098.08,-125.21
78990.0,G02,449.6688,674.5031,14.9890,17.9868,41.85,-527.63,-72.63
78990.0,G10,512.5787,768.8681,17.0860,20.5031,35.82,-1048.12,-151.50
78990.0,G16,602.7202,904.0803,20.0907,24.1088,29.85,-1102.46,-46.44
78990.0,G26,371.3572,557.0358,12.3786,14.8543,53.89,-321.98,-71.22
78990.0,G28,448.9557,673.4336,14.9652,17.9582,41.93,-575.78,-70.87
78990.0,G31,320.8816,481.3224,10.6961,12.8353,69.22,-54.65,-103.06
78990.0,G32,806.5399,1209.8099,26.8847,32.2616,21.84,-219.07,-55.81
79020.0,G01,574.3672,861.5508,19.1456,22.9747,31.49,-385.45,-95.36
79020.0,G02,450.1087,675.1630,15.0036,18.0043,41.80,-65.36,21.93
79020.0,G10,514.3672,771.5508,17.1456,20.5747,35.68,-453.05,-44.86
79020.0,G16,599.2817,898.9226,19.9761,23.9713,30.04,-592.19,57.54
79020.0,G26,370.6270,555.9406,12.3542,14.8251,54.04,3.31,47.83
79020.0,G28,450.8372,676.2559,15.0279,18.0335,41.72,-424.65,-9.77
79020.0,G31,321.3140,481.9710,10.7105,12.8526,69.01,-571.30,44.46
79020.0,G32,808.3989,1212.5984,26.9466,32.3360,21.78,-394.24,14.69
79050.0,G01,572.8463,859.2695,19.0949,22.9139,31.58,419.50,-89.96
79050.0,G02,450.5594,675.8391,15.0186,18.0224,41.75,21.77,43.95
79050.0,G10,516.1804,774.2706,17.2060,20.6472,35.53,-35.43,27.37
79050.0,G16,595.8811,893.8216,19.8627,23.8352,30.23,251.38,100.58
79050.0,G26,369.9065,554.8598,12.3302,14.7963,54.20,-302.64,102.06
79050.0,G28,452.7371,679.1057,15.0912,18.1095,41.50,-29.88,39.60
79050.0,G31,321.7531,482.6296,10.7251,12.8701,68.81,-40.69,47.63
79050.0,G32,810.2622,1215.3933,27.0087,32.4105,21.73,-372.67,40.25
79080.0,G01,571.3508,857.0263,19.0450,22.8540,31.67,-122.08,32.28
79080.0,G02,451.0209,676.5314,15.0340,18.0408,41.69,-185.55,41.90
79080.0,G10,518.0187,777.0281,17.2673,20.7207,35.39,282.35,4.17
79080.0,G16,592.5178,888.7766,19.7506,23.7007,30.42,-106.99,132.38
79080.0,G26,369.1956,553.7935,12.3065,14.7678,54.35,194.08,55.69
79080.0,G28,454.6556,681.9833,15.1552,18.1862,41.29,68.01,32.30
79080.0,G31,322.1990,483.2985,10.7400,12.8880,68.61,73.14,53.74
79080.0,G32,812.1298,1218.1947,27.0710,32.4852,21.68,309.38,44.62
79110.0,G01,569.8805,854.8207,18.9960,22.7952,31.76,93.79,69.61
79110.0,G02,451.4934,677.2400,15.0498,18.0597,41.64,87.51,69.19
79110.0,G10,519.8826,779.8239,17.3294,20.7953,35.24,166.11,54.57
79110.0,G16,589.1913,883.7870,19.6397,23.5677,30.61,-394.30,201.89
79110.0,G26,368.4943,552.7415,12.2831,14.7398,54.50,286.98,98.78
79110.0,G28,456.5928,684.8892,15.2198,18.2637,41.07,4.21,78.18
79110.0,G31,322.6517,483.9776,10.7551,12.9061,68.40,-341.15,104.65
79110.0,G32,814.0018,1221.0027,27.1334,32.5601,21.63,1338.42,83.55
79140.0,G01,568.4349,852.6523,18.9478,22.7374,31.85,396.63,377.46
79140.0,G02,451.9767,677.9650,15.0659,18.0791,41.59,624.43,386.23
79140.0,G10,521.7722,782.6584,17.3924,20.8709,35.10,269.94,359.74
79140.0,G16,585.9012,878.8518,19.5300,23.4360,30.80,-217.70,502.12
79140.0,G26,367.8026,551.7039,12.2601,14.7121,54.65,113.53,403.08
79140.0,G28,458.5490,687.8234,15.2850,18.3420,40.86,112.32,391.57
79140.0,G31,323.1113,484.6669,10.7704,12.9245,68.20,65.51,403.02
79140.0,G32,815.8783,1223.8174,27.1959,32.6351,21.57,1145.03,443.86
79170.0,G01,567.0138,850.5207,18.9005,22.6806,31.94,-283.53,-233.45
79170.0,G02,452.4708,678.7063,15.0824,18.0988,41.53,-396.27,-199.56
79170.0,G10,523.6881,785.5322,17.4563,20.9475,34.95,-780.66,-287.93
79170.0,G16,582.6470,873.9705,19.4216,23.3059,30.99,244.88,-182.34
79170.0,G26,367.1203,550.6805,12.2373,14.6848,54.80,-261.63,-227.34
79170.0,G28,460.5243,690.7865,15.3508,18.4210,40.65,-593.70,-251.59
79170.0,G31,323.5777,485.3665,10.7859,12.9431,67.99,-92.54,-223.63
79170.0,G32,817.7593,1226.6390,27.2586,32.7104,21.52,-469.70,-116.39
79200.0,G01,565.6170,848.4255,18.8539,22.6247,32.03,-1142.05,-125.31
79200.0,G02,452.9760,679.4639,15.0992,18.1190,41.47,-626.30,-92.21
79200.0,G10,525.6306,788.4459,17.5210,21.0252,34.80,-496.91,-259.64
79200.0,G16,579.4282,869.1423,19.3143,23.1771,31.18,-575.84,-95.92
79200.0,G26,366.4476,549.6713,12.2149,14.6579,54.95,42.15,-107.64
79200.0,G28,462.5191,693.7786,15.4173,18.5008,40.44,-76.79,-199.61
79200.0,G31,324.0509,486.0764,10.8017,12.9620,67.79,-3.67,-108.10
79200.0,G32,819.6450,1229.4675,27.3215,32.7858,21.47,-1217.07,-49.62
79230.0,G01,564.2442,846.3663,18.8081,22.5698,32.12,-530.86,-154.51
79230.0,G02,453.4920,680.2380,15.1164,18.1397,41.42,-606.23,-82.35
79230.0,G10,527.6001,791.4001,17.5867,21.1040,34.65,332.22,-224.60
79230.0,G16,576.2443,864.3664,19.2081,23.0498,31.37,402.72,-59.08
79230.0,G26,365.7842,548.6763,12.1928,14.6314,55.10,-443.86,-66.00
79230.0,G28,464.5334,696.8001,15.4844,18.5813,40.23,297.36,-151.93
79230.0,G31,324.5310,486.7966,10.8177,12.9812,67.58,-541.10,-56.32
79230.0,G32,821.5354,1232.3030,27.3845,32.8614,21.42,633.34,-89.30
79260.0,G01,562.8951,844.3426,18.7632,22.5158,32.21,-121.56,380.90
79260.0,G02,454.0190,681.0286,15.1340,18.1608,41.36,658.56,416.44
79260.0,G10,529.5969,794.3954,17.6532,21.1839,34.50,1182.87,336.91
79260.0,G16,573.0949,859.6423,19.1032,22.9238,31.57,738.35,506.86
79260.0,G26,365.1302,547.6953,12.1710,14.6052,55.25,91.87,432.65
79260.0,G28,466.5675,699.8513,15.5523,18.6627,40.02,1275.20,437.92
79260.0,G31,325.0181,487.5271,10.8339,13.0007,67.37,-70.76,445.89
79260.0,G32,823.4305,1235.1458,27.4477,32.9372,21.37,825.16,480.07
79290.0,G01,561.5695,842.3542,18.7190,22.4628,32.29,-1227.99,-212.46
79290.0,G02,454.5570,681.8356,15.1519,18.1823,41.30,345.59,-185.85
79290.0,G10,531.6216,797.4324,17.7207,21.2649,34.35,279.30,-178.24
79290.0,G16,569.9795,854.9692,18.9993,22.7992,31.76,-161.73,-67.77
79290.0,G26,364.4856,546.7283,12.1495,14.5794,55.39,-338.76,-185.14
79290.0,G28,468.6216,702.9325,15.6207,18.7449,39.80,458.91,-74.71
79290.0,G31,325.5120,488.2680,10.8504,13.0205,67.16,-184.20,-187.54
79290.0,G32,825.3306,1237.9959,27.5110,33.0132,21.31,-404.57,-164.23
79320.0,G01,560.2670,840.4006,18.6756,22.4107,32.38,-1299.11,-14.55
79320.0,G02,455.1061,682.6591,15.1702,18.2042,41.24,-590.52,64.64
79320.0,G10,533.6745,800.5117,17.7891,21.3470,34.20,148.12,93.54
79320.0,G16,566.8977,850.3465,18.8966,22.6759,31.95,212.92,175.34
79320.0,G26,363.8502,545.7753,12.1283,14.5540,55.54,306.56,47.59
79320.0,G28,470.6960,706.0440,15.6899,18.8278,39.59,414.38,209.56
79320.0,G31,326.0128,489.0192,10.8671,13.0405,66.96,264.85,50.33
79320.0,G32,827.2356,1240.8534,27.5745,33.0894,21.26,-431.67,27.35
79350.0,G01,558.9876,838.4814,18.6329,22.3595,32.46,-348.49,200.00
79350.0,G02,455.6661,683.4992,15.1889,18.2266,41.18,-63.69,163.44
79350.0,G03,1350.6067,2025.9100,225.1011,270.1213,12.83,-8081.68,2244.55
79350.0,G10,535.7560,803.6340,17.8585,21.4302,34.05,388.96,281.75
79350.0,G16,563.8490,845.7736,18.7950,22.5540,32.14,165.80,348.99
79350.0,G26,363.2241,544.8362,12.1075,14.5290,55.68,382.23,259.38
79350.0,G28,472.7909,709.1863,15.7597,18.9116,39.39,466.20,419.53
79350.0,G31,326.5206,489.7809,10.8840,13.0608,66.75,106.74,245.34
79350.0,G32,829.1457,1243.7185,27.6382,33.1658,21.21,-881.10,187.56
79380.0,G01,557.7309,836.5963,18.5910,22.3092,32.54,-505.74,-93.28
79380.0,G02,456.2373,684.3559,15.2079,18.2495,41.11,-575.57,-115.98
79380.0,G03,1331.6320,1997.4480,221.9387,266.3264,13.02,-484.28,-109.56
79380.0,G10,537.8666,806.7998,17.9289,21.5147,33.90,-329.35,-6.61
79380.0,G16,560.8331,841.2497,18.6944,22.4333,32.34,-726.32,86.76
79380.0,G26,362.6073,543.9109,12.0869,14.5043,55.83,-620.13,15.96
79380.0,G28,474.9064,712.3596,15.8302,18.9963,39.18,202.13,120.88
79380.0,G31,327.0354,490.5531,10.9012,13.0814,66.54,-143.39,-21.95
79380.0,G32,831.0609,1246.5913,27.7020,33.2424,21.16,-689.14,-118.92
79410.0,G01,556.4966,834.7450,18.5499,22.2599,32.62,366.54,39.04
79410.0,G02,456.8195,685.2292,15.2273,18.2728,41.05,178.48,-23.05
79410.0,G03,1313.1588,1969.7383,218.8598,262.6318,13.21,-990.89,95.49
79410.0,G10,540.0067,810.0100,18.0002,21.6003,33.75,-334.98,55.60
79410.0,G16,557.8495,836.7743,18.5950,22.3140,32.53,553.89,110.14
79410.0,G26,361.9996,542.9994,12.0667,14.4800,55.97,-32.00,72.77
79410.0,G28,477.0429,715.5643,15.9014,19.0817,38.97,259.15,252.22
79410.0,G31,327.5571,491.3357,10.9186,13.1023,66.33,14.77,66.36
79410.0,G32,832.9813,1249.4720,27.7660,33.3193,21.11,587.35,-16.80
79440.0,G01,555.2847,832.9270,18.5095,22.2114,32.70,583.18,-106.54
79440.0,G02,457.4128,686.1192,15.2471,18.2965,40.99,387.33,-124.66
79440.0,G03,1295.1680,1942.7520,43.1723,51.8067,13.39,-1040.98,-93.61
79440.0,G10,542.1767,813.2651,18.0726,21.6871,33.60,44.10,-171.56
79440.0,G16,554.8978,832.3467,18.4966,22.1959,32.73,-100.54,-57.60
79440.0,G26,361.4011,542.1017,12.0467,14.4560,56.11,-199.60,-128.49
79440.0,G28,479.2005,718.8007,15.9733,19.1680,38.76,248.00,42.60
79440.0,G31,328.0859,492.1288,10.9362,13.1234,66.12,72.61,-136.52
79440.0,G32,834.9071,1252.3606,27.8302,33.3963,21.06,152.52,-122.75
79470.0,G01,554.0947,831.1421,18.4698,22.1638,32.78,-104.67,154.40
79470.0,G02,458.0173,687.0260,15.2672,18.3207,40.92,385.46,111.78
79470.0,G03,1277.6413,1916.4619,42.5880,51.1057,13.58,-2.39,143.21
79470.0,G10,544.3772,816.5658,18.1459,21.7751,33.44,455.41,61.88
79470.0,G16,551.9776,827.9663,18.3993,22.0791,32.92,138.75,171.95
79470.0,G26,360.8117,541.2176,12.0271,14.4325,56.25,-212.11,89.93
79470.0,G28,481.3795,722.0693,16.0460,19.2552,38.55,532.19,192.51
79470.0,G31,328.6216,492.9324,10.9541,13.1449,65.91,169.34,105.48
79470.0,G32,836.8382,1255.2574,27.8946,33.4735,21.01,-586.09,111.63
79500.0,G01,552.9266,829.3899,18.4309,22.1171,32.86,-243.99,-55.84
79500.0,G02,458.6330,687.9495,15.2878,18.3453,40.85,-576.25,-67.02
79500.0,G03,1260.5612,1890.8418,42.0187,50.4224,13.77,854.78,-35.83
79500.0,G10,546.6086,819.9129,18.2203,21.8643,33.29,-494.99,-116.21
79500.0,G16,549.0884,823.6326,18.3029,21.9635,33.12,306.80,-43.65
79500.0,G26,360.2314,540.3472,12.0077,14.4093,56.39,-128.35,-130.17
79500.0,G28,483.5802,725.3702,16.1193,19.3432,38.34,701.39,0.77
79500.0,G31,329.1644,493.7466,10.9721,13.1666,65.70,-307.27,-86.33
79500.0,G32,838.7749,1258.1624,27.9592,33.5510,20.96,-1093.65,-124.00
79530.0,G01,551.7801,827.6702,18.3927,22.0712,32.94,-325.41,36.63
79530.0,G02,459.2598,688.8898,15.3087,18.3704,40.79,-943.22,-4.74
79530.0,G03,1243.9113,1865.8669,41.4637,49.7565,13.96,1581.67,41.42
79530.0,G10,548.8714,823.3070,18.2957,21.9549,33.13,-602.61,-71.50
79530.0,G16,546.2300,819.3450,18.2077,21.8492,33.31,768.28,49.21
79530.0,G26,359.6602,539.4903,11.9887,14.3864,56.52,82.22,-34.55
79530.0,G28,485.8027,728.7041,16.1934,19.4321,38.14,728.53,12.06
79530.0,G31,329.7143,494.5715,10.9905,13.1886,65.49,-245.33,1.03
79530.0,G32,840.7172,1261.0759,28.0239,33.6287,20.91,-652.35,-40.00
79560.0,G01,550.6550,825.9825,18.3552,22.0262,33.01,337.35,92.82
79560.0,G02,459.8980,689.8470,15.3299,18.3959,40.72,-366.87,68.43
79560.0,G03,1227.6759,1841.5138,40.9225,49.1070,14.14,1117.87,150.62
79560.0,G10,551.1660,826.7490,18.3722,22.0466,32.98,-39.02,14.08
79560.0,G16,543.4019,815.1028,18.1134,21.7361,33.51,520.05,142.99
79560.0,G26,359.0980,538.6470,11.9699,14.3639,56.66,-213.06,46.80
79560.0,G28,488.0474,732.0711,16.2682,19.5219,37.93,713.87,73.06
79560.0,G31,330.2713,495.4069,11.0090,13.2109,65.28,-105.15,82.83
79560.0,G32,842.6653,1263.9979,28.0888,33.7066,20.86,704.51,32.39
79590.0,G01,549.5510,824.3265,18.3184,21.9820,33.09,825.92,216.09
79590.0,G02,460.5474,690.8210,15.3516,18.4219,40.65,549.32,188.96
79590.0,G03,1211.8400,1817.7600,40.3947,48.4736,14.33,211.61,271.48
79590.0,G10,553.4931,830.2396,18.4498,22.1397,32.82,-1.78,132.66
79590.0,G16,540.6037,810.9056,18.0201,21.6241,33.71,503.21,302.71
79590.0,G26,358.5447,537.8171,11.9515,14.3418,56.79,-11.34,150.24
79590.0,G28,490.3144,735.4717,16.3438,19.6126,37.72,72.13,211.08
79590.0,G31,330.8353,496.2530,11.0278,13.2334,65.07,-105.61,209.30
79590.0,G32,844.6191,1266.9286,28.1540,33.7848,20.81,1188.60,158.94
79620.0,G01,548.4681,822.7021,18.2823,21.9387,33.16,26.07,461.52
79620.0,G02,461.2081,691.8121,15.3736,18.4483,40.58,897.11,418.42
79620.0,G03,1196.3894,1794.5841,39.8796,47.8556,14.52,-988.51,439.37
79620.0,G10,555.8530,833.7795,18.5284,22.2341,32.66,66.72,314.80
79620.0,G16,537.8351,806.7527,17.9278,21.5134,33.90,28.38,530.59
79620.0,G26,358.0005,537.0007,11.9333,14.3200,56.93,387.60,338.23
79620.0,G28,492.6042,738.9062,16.4201,19.7042,37.52,179.80,421.61
79620.0,G31,331.4065,497.1098,11.0469,13.2563,64.85,110.93,427.74
79620.0,G32,846.5789,1269.8683,28.2193,33.8632,20.75,668.68,386.84
79650.0,G01,547.4059,821.1088,18.2469,21.8962,33.23,-981.15,-77.63
79650.0,G02,461.8801,692.8202,15.3960,18.4752,40.51,360.95,-37.72
79650.0,G03,1181.3106,1771.9659,39.3770,47.2524,14.71,-1466.78,-118.57
79650.0,G10,558.2464,837.3696,18.6082,22.3299,32.51,-82.73,-212.20
79650.0,G16,535.0957,802.6436,17.8365,21.4038,34.10,-823.41,3.90
79650.0,G26,357.4651,536.1977,11.9155,14.2986,57.06,-483.37,-164.53
79650.0,G28,494.9168,742.3752,16.4972,19.7967,37.31,-646.03,-101.35
79650.0,G31,331.9849,497.9773,11.0662,13.2794,64.64,-163.41,-100.66
79650.0,G32,848.5446,1272.8170,28.2848,33.9418,20.70,803.05,-147.36
79680.0,G01,546.3642,819.5464,18.2121,21.8546,33.30,69.92,77.40
79680.0,G02,462.5635,693.8453,15.4188,18.5025,40.43,215.72,192.96
79680.0,G03,1166.5906,1749.8859,38.8864,46.6636,14.90,-389.90,70.16
79680.0,G10,560.6737,841.0106,18.6891,22.4269,32.35,-361.81,-19.47
79680.0,G16,532.3852,798.5777,17.7462,21.2954,34.30,90.71,57.81
79680.0,G26,356.9387,535.4080,11.8980,14.2775,57.19,-206.70,38.32
79680.0,G28,497.2526,745.8789,16.5751,19.8901,37.11,-480.01,57.88
79680.0,G31,332.5704,498.8556,11.0857,13.3028,64.43,-31.44,112.64
79680.0,G32,850.5166,1275.7748,28.3506,34.0207,20.65,900.26,90.68
79710.0,G01,545.3430,818.0145,18.1781,21.8137,33.37,280.04,243.34
79710.0,G02,463.2584,694.8875,15.4419,18.5303,40.36,98.90,310.35
79710.0,G03,1152.2170,1728.3256,38.4072,46.0887,15.09,561.34,252.57
79710.0,G10,563.1356,844.7034,18.7712,22.5254,32.19,-146.74,173.13
79710.0,G16,529.7031,794.5547,17.6568,21.1881,34.50,-207.58,225.73
79710.0,G26,356.4211,534.6316,11.8807,14.2568,57.32,318.69,169.42
79710.0,G28,499.6119,749.4178,16.6537,19.9845,36.90,-42.68,168.45
79710.0,G31,333.1631,499.7447,11.1054,13.3265,64.22,195.63,245.44
79710.0,G32,852.4947,1278.7421,28.4165,34.0998,20.60,213.97,233.21
79740.0,G01,544.3420,816.5130,18.1447,21.7737,33.44,-479.22,-302.29
79740.0,G02,463.9646,695.9470,15.4655,18.5586,40.29,-849.73,-252.38
79740.0,G03,1138.1782,1707.2673,37.9393,45.5271,15.28,153.91,-278.44
79740.0,G10,565.6326,848.4489,18.8544,22.6253,32.03,-131.50,-391.06
79740.0,G16,527.0492,790.5738,17.5683,21.0820,34.69,-829.19,-326.50
79740.0,G26,355.9123,533.8685,11.8637,14.2365,57.45,-446.47,-360.20
79740.0,G28,501.9949,752.9923,16.7332,20.0798,36.70,291.17,-390.06
79740.0,G31,333.7631,500.6446,11.1254,13.3505,64.01,-267.79,-309.28
79740.0,G32,854.4793,1281.7189,28.4826,34.1792,20.55,-556.37,-336.21
79770.0,G01,543.3610,815.0415,18.1120,21.7344,33.51,-336.47,246.49
79770.0,G02,464.6824,697.0236,15.4894,18.5873,40.21,88.90,296.41
79770.0,G03,1124.4628,1686.6941,37.4821,44.9785,15.47,606.48,302.46
79770.0,G10,568.1652,852.2479,18.9388,22.7266,31.87,281.80,186.66
79770.0,G16,524.4231,786.6347,17.4808,20.9769,34.89,-24.11,222.59
79770.0,G26,355.4124,533.1185,11.8471,14.2165,57.57,-27.68,196.28
79770.0,G28,504.4019,756.6028,16.8134,20.1761,36.50,1054.58,270.88
79770.0,G31,334.3703,501.5554,11.1457,13.3748,63.79,-119.13,301.28
79770.0,G32,856.4703,1284.7054,28.5490,34.2588,20.50,182.13,162.80
79800.0,G01,542.3998,813.5997,18.0800,21.6960,33.58,-849.02,271.02
79800.0,G02,465.4117,698.1175,15.5137,18.6165,40.13,545.93,350.57
79800.0,G03,1111.0600,1666.5900,37.0353,44.4424,15.67,42.39,339.60
79800.0,G10,570.7342,856.1012,19.0245,22.8294,31.71,227.05,257.44
79800.0,G16,521.8245,782.7368,17.3942,20.8730,35.09,-37.63,303.00
79800.0,G26,354.9212,532.3818,11.8307,14.1968,57.70,188.24,226.98
79800.0,G28,506.8332,760.2498,16.8944,20.2733,36.29,1032.83,431.19
79800.0,G31,334.9847,502.4771,11.1662,13.3994,63.58,-212.81,353.64
79800.0,G32,858.4679,1287.7018,28.6156,34.3387,20.45,1235.25,195.04
79830.0,G01,541.4583,812.1875,18.0486,21.6583,33.65,-872.34,-273.40
79830.0,G02,466.1525,699.2288,15.5384,18.6461,40.06,-582.06,-74.74
79830.0,G03,1097.9597,1646.9395,36.5987,43.9184,15.86,-591.51,-142.13
79830.0,G10,573.3400,860.0099,19.1113,22.9336,31.55,387.94,-216.41
79830.0,G16,519.2530,778.8796,17.3084,20.7701,35.29,-1297.32,-89.66
79830.0,G26,354.4388,531.6582,11.8146,14.1776,57.82,-117.08,-215.58
79830.0,G28,509.2891,763.9336,16.9763,20.3716,36.09,148.41,-12.55
79830.0,G31,335.6065,503.4097,11.1869,13.4243,63.37,-251.38,-130.17
79830.0,G32,860.4722,1290.7083,28.6824,34.4189,20.40,1078.96,-184.71
79860.0,G01,540.5363,810.8045,18.0179,21.6215,33.71,-358.51,241.62
79860.0,G02,466.9050,700.3575,15.5635,18.6762,39.98,-596.47,424.04
79860.0,G03,1085.1519,1627.7279,36.1717,43.4061,16.05,227.35,391.03
79860.0,G10,575.9832,863.9749,19.1994,23.0393,31.39,1000.10,331.83
79860.0,G16,516.7084,775.0626,17.2236,20.6683,35.49,-354.20,382.12
79860.0,G26,353.9651,530.9477,11.7988,14.1586,57.95,182.78,320.45
79860.0,G28,511.7699,767.6548,17.0590,20.4708,35.89,-278.19,385.39
79860.0,G31,336.2356,504.3533,11.2079,13.4494,63.16,661.53,372.42
79860.0,G32,862.4833,1293.7250,28.7494,34.4993,20.35,-362.32,497.04
79890.0,G01,539.6337,809.4505,17.9878,21.5853,33.77,-1145.92,-351.26
79890.0,G02,467.6691,701.5037,15.5890,18.7068,39.90,-750.77,-184.51
79890.0,G03,1072.6273,1608.9410,35.7542,42.9051,16.24,-601.75,-152.79
79890.0,G10,578.6647,867.9970,19.2888,23.1466,31.23,36.24,-168.46
79890.0,G16,514.1903,771.2854,17.1397,20.5676,35.69,-390.57,-233.18
79890.0,G26,353.5001,530.2502,11.7833,14.1400,58.07,-487.26,-243.77
79890.0,G28,514.2758,771.4137,17.1425,20.5710,35.69,-837.54,-234.27
79890.0,G31,336.8720,505.3080,11.2291,13.4749,62.94,-241.78,-179.15
79890.0,G32,864.5015,1296.7522,28.8167,34.5801,20.31,-2002.20,-149.29
79920.0,G01,538.7502,808.1252,17.9583,21.5500,33.84,112.75,-157.35
79920.0,G02,468.4449,702.6673,15.6148,18.7378,39.82,-164.45,-33.39
79920.0,G03,1060.3769,1590.5653,35.3459,42.4151,16.43,-604.44,48.75
79920.0,G10,581.3849,872.0773,19.3795,23.2554,31.06,-138.76,31.41
79920.0,G16,511.6983,767.5475,17.0566,20.4679,35.89,360.13,-26.67
79920.0,G26,353.0438,529.5658,11.7681,14.1218,58.18,-81.03,-79.03
79920.0,G28,516.8073,775.2109,17.2269,20.6723,35.48,14.29,-85.80
79920.0,G31,337.5158,506.2737,11.2505,13.5006,62.73,-218.01,45.60
79920.0,G32,866.5267,1299.7900,28.8842,34.6611,20.26,-304.05,-91.36
79950.0,G01,537.8857,806.8285,17.9295,21.5154,33.90,599.82,139.15
79950.0,G02,469.2324,703.8486,15.6411,18.7693,39.74,427.16,216.44
79950.0,G03,1048.3919,1572.5879,34.9464,41.9357,16.63,-704.21,281.14
79950.0,G10,584.1445,876.2168,19.4715,23.3658,30.90,8.11,235.67
79950.0,G16,509.2322,763.8483,16.9744,20.3693,36.09,232.39,268.62
79950.0,G26,352.5962,528.8943,11.7532,14.1038,58.30,91.72,166.20
79950.0,G28,519.3646,779.0468,17.3122,20.7746,35.28,724.80,163.82
79950.0,G31,338.1670,507.2505,11.2722,13.5267,62.52,400.28,245.41
79950.0,G32,868.5591,1302.8386,28.9520,34.7424,20.21,-177.78,175.34
79980.0,G01,537.0400,805.5600,17.9013,21.4816,33.96,-632.45,-341.90
79980.0,G02,470.0317,705.0475,15.6677,18.8013,39.66,-333.97,-242.38
79980.0,G03,1036.6642,1554.9964,34.5555,41.4666,16.82,-1149.91,-271.85
79980.0,G10,586.9443,880.4165,19.5648,23.4778,30.74,-829.89,-244.34
79980.0,G16,506.7917,760.1876,16.8931,20.2717,36.30,-809.63,-161.69
79980.0,G26,352.1572,528.2358,11.7386,14.0863,58.42,-152.14,-297.08
79980.0,G28,521.9479,782.9219,17.3983,20.8779,35.08,384.42,-260.16
79980.0,G31,338.8256,508.2384,11.2942,13.5530,62.30,-350.39,-207.17
79980.0,G32,870.5989,1305.8983,29.0200,34.8240,20.16,-1821.19,-338.19
80010.0,G01,536.2130,804.3195,17.8738,21.4485,34.02,-650.64,75.81
80010.0,G02,470.8428,706.2642,15.6948,18.8337,39.58,433.15,128.21
80010.0,G03,1025.1859,1537.7788,34.1729,41.0074,17.02,-377.61,54.64
80010.0,G10,589.7850,884.6775,19.6595,23.5914,30.57,-606.91,116.72
80010.0,G16,504.3765,756.5648,16.8126,20.1751,36.50,-666.97,227.26
80010.0,G26,351.7268,527.5902,11.7242,14.0691,58.53,1.74,120.38
80010.0,G28,524.5578,786.8367,17.4853,20.9823,34.88,840.15,188.67
80010.0,G31,339.4917,509.2375,11.3164,13.5797,62.09,-260.68,171.10
80010.0,G32,872.6461,1308.9692,29.0882,34.9058,20.11,-1409.83,-56.13
80040.0,G01,535.4046,803.1069,17.8468,21.4162,34.08,132.57,112.02
80040.0,G02,471.6658,707.4987,15.7222,18.8666,39.50,489.25,194.71
80040.0,G03,1013.9492,1520.9238,33.7983,40.5580,17.21,358.95,160.42
80040.0,G10,592.6672,889.0008,19.7556,23.7067,30.41,-141.88,96.47
80040.0,G16,501.9863,752.9795,16.7329,20.0795,36.70,-153.08,233.63
80040.0,G26,351.3050,526.9575,11.7102,14.0522,58.64,-239.58,178.43
80040.0,G28,527.1944,790.7916,17.5731,21.0878,34.68,621.17,317.71
80040.0,G31,340.1652,510.2478,11.3388,13.6066,61.88,157.57,210.85
80040.0,G32,874.7010,1312.0515,29.1567,34.9880,20.06,184.81,-68.47
80070.0,G01,534.6145,801.9218,17.8205,21.3846,34.14,620.22,350.02
80070.0,G02,472.5007,708.7510,15.7500,18.9000,39.41,440.71,417.07
80070.0,G03,1002.9469,1504.4204,33.4316,40.1179,17.40,873.10,401.31
80070.0,G10,595.5917,893.3875,19.8531,23.8237,30.25,711.10,280.08
80070.0,G16,499.6208,749.4312,16.6540,19.9848,36.90,96.50,436.46
80070.0,G26,350.8917,526.3376,11.6964,14.0357,58.76,334.72,337.32
80070.0,G28,529.8581,794.7871,17.6619,21.1943,34.48,530.68,528.18
80070.0,G31,340.8463,511.2694,11.3615,13.6339,61.66,782.44,394.63
80070.0,G32,876.7637,1315.1455,29.2255,35.0705,20.01,1158.04,124.02
80100.0,G01,533.8427,800.7641,17.7948,21.3537,34.19,-768.65,-359.87
80100.0,G02,473.3475,710.0212,15.7782,18.9339,39.33,-287.42,-290.31
80100.0,G03,992.1720,1488.2581,33.0724,39.6869,17.60,305.59,-319.45
80100.0,G10,598.5592,897.8388,19.9520,23.9424,30.08,-318.51,-441.84
80100.0,G16,497.2797,745.9195,16.5760,19.8912,37.11,-805.16,-290.17
80100.0,G26,350.4870,525.7305,11.6829,14.0195,58.87,69.52,-375.26
80100.0,G28,532.5492,798.8239,17.7516,21.3020,34.29,-660.02,-205.31
80100.0,G31,341.5349,512.3023,11.3845,13.6614,61.45,-144.41,-312.07
80100.0,G32,878.8342,1318.2513,29.2945,35.1534,19.96,-2165.57,-563.69
80130.0,G01,533.0890,799.6336,17.7696,21.3236,34.25,-540.75,-117.60
80130.0,G02,474.2063,711.3095,15.8069,18.9683,39.24,33.50,-17.14
80130.0,G03,981.6178,1472.4267,32.7206,39.2647,17.80,355.39,-22.06
80130.0,G10,601.5706,902.3559,20.0524,24.0628,29.91,244.68,-128.43
