SOD,sat,sigma_P2_before,sigma_P2_after,sigma_L2_before,sigma_L2_after,elevation_deg,residual_P2_mm,residual_L2_mm
25560.0,G13,559.9328,839.8992,18.6644,22.3973,32.40,-892.48,147.62
25560.0,G14,461.4164,692.1246,15.3805,18.4567,40.55,941.29,171.13
25560.0,G17,368.4580,552.6870,12.2819,14.7383,54.51,140.36,-323.71
25560.0,G19,353.4708,530.2061,11.7824,14.1388,58.07,328.57,-51.01
25560.0,G22,490.8444,736.2666,16.3615,19.6338,37.68,-610.60,152.89
25560.0,G30,314.7496,472.1244,10.4917,12.5900,72.39,-4.86,112.76
25590.0,G01,1045.5374,1568.3061,174.2562,209.1075,16.67,2144.09,2540.44
25590.0,G06,416.0043,624.0064,13.8668,16.6402,46.15,229.29,355.13
25590.0,G07,473.6819,710.5228,15.7894,18.9473,39.30,-165.43,-409.52
25590.0,G13,559.8501,839.7752,18.6617,22.3940,32.40,468.46,35.21
25590.0,G14,461.1024,691.6536,15.3701,18.4441,40.59,24.22,145.51
25590.0,G17,369.2296,553.8444,12.3077,14.7692,54.34,236.22,-384.53
25590.0,G19,353.5746,530.3619,11.7858,14.1430,58.05,251.45,-97.94
25590.0,G22,490.3201,735.4802,16.3440,19.6128,37.72,-540.38,62.06
25590.0,G30,315.1061,472.6592,10.5035,12.6042,72.19,-201.46,37.23
25620.0,G01,1054.6797,1582.0195,175.7799,210.9359,16.53,-256.31,-374.20
25620.0,G06,414.2889,621.4334,13.8096,16.5716,46.40,143.44,280.99
25620.0,G07,475.8206,713.7309,15.8607,19.0328,39.09,-144.05,-556.65
25620.0,G13,559.7840,839.6760,18.6595,22.3914,32.41,224.09,-143.36
25620.0,G14,460.7888,691.1832,15.3596,18.4316,40.62,176.25,19.21
25620.0,G17,370.0075,555.0112,12.3336,14.8003,54.17,281.83,-491.87
25620.0,G19,353.6839,530.5259,11.7895,14.1474,58.02,-274.70,-194.22
25620.0,G22,489.7951,734.6926,16.3265,19.5918,37.77,-252.63,-55.53
25620.0,G30,315.4702,473.2053,10.5157,12.6188,71.98,-123.52,-92.90
25650.0,G01,1064.0190,1596.0285,177.3365,212.8038,16.38,-45.41,-337.70
25650.0,G06,412.5929,618.8893,13.7531,16.5037,46.64,-184.22,449.26
25650.0,G07,477.9880,716.9820,15.9329,19.1195,38.88,219.80,-464.16
25650.0,G13,559.7345,839.6017,18.6578,22.3894,32.41,-1112.20,5.53
25650.0,G14,460.4756,690.7135,15.3492,18.4190,40.65,-169.57,78.21
25650.0,G17,370.7917,556.1876,12.3597,14.8317,54.01,172.49,-352.52
25650.0,G19,353.7987,530.6980,11.7933,14.1519,57.99,194.04,-86.54
25650.0,G22,489.2693,733.9040,16.3090,19.5708,37.82,113.27,116.68
25650.0,G30,315.8420,473.7629,10.5281,12.6337,71.78,205.46,4.97
25680.0,G01,1073.5612,1610.3418,178.9269,214.7122,16.23,2250.13,2489.51
25680.0,G06,410.9160,616.3740,13.6972,16.4366,46.89,-736.72,651.87
25680.0,G07,480.1845,720.2768,16.0062,19.2074,38.66,360.18,-305.11
25680.0,G13,559.7015,839.5522,18.6567,22.3881,32.41,-935.36,177.68
25680.0,G14,460.1629,690.2444,15.3388,18.4065,40.69,-100.60,274.02
25680.0,G17,371.5823,557.3735,12.3861,14.8633,53.84,281.45,-165.78
25680.0,G19,353.9189,530.8783,11.7973,14.1568,57.96,477.93,109.92
25680.0,G22,488.7429,733.1143,16.2914,19.5497,37.87,179.42,349.39
25680.0,G30,316.2214,474.3320,10.5407,12.6489,71.57,293.77,166.24
25710.0,G01,1083.3125,1624.9688,180.5521,216.6625,16.08,-142.46,-387.02
25710.0,G06,409.2581,613.8871,13.6419,16.3703,47.14,-1103.05,370.89
25710.0,G07,482.4106,723.6159,16.0804,19.2964,38.45,294.57,-558.18
25710.0,G13,559.6849,839.5273,18.6562,22.3874,32.41,129.76,-89.05
25710.0,G14,459.8507,689.7761,15.3284,18.3940,40.72,-140.05,-3.54
25710.0,G17,372.3793,558.5689,12.4126,14.8952,53.67,171.57,-425.10
25710.0,G19,354.0445,531.0668,11.8015,14.1618,57.92,-388.98,-142.78
25710.0,G22,488.2157,732.3236,16.2739,19.5286,37.91,-82.10,135.67
25710.0,G30,316.6085,474.9127,10.5536,12.6643,71.36,-63.17,-90.98
25740.0,G01,1093.2793,1639.9190,182.2132,218.6559,15.93,5.64,-362.09
25740.0,G06,407.6188,611.4282,13.5873,16.3048,47.39,-245.67,218.04
25740.0,G07,484.6666,727.0000,16.1556,19.3867,38.24,423.18,-448.03
25740.0,G13,559.6847,839.5270,18.6562,22.3874,32.41,699.86,13.80
25740.0,G14,459.5391,689.3086,15.3180,18.3816,40.76,-63.65,51.02
25740.0,G17,373.1826,559.7739,12.4394,14.9273,53.50,435.97,-331.25
25740.0,G19,354.1755,531.2633,11.8059,14.1670,57.89,-221.55,-90.09
25740.0,G22,487.6879,731.5319,16.2563,19.5075,37.96,-53.18,190.28
25740.0,G30,317.0033,475.5050,10.5668,12.6801,71.15,363.19,-28.51
25770.0,G01,1103.4682,1655.2023,183.9114,220.6936,15.78,2610.45,2453.70
25770.0,G06,405.9980,608.9971,13.5333,16.2399,47.64,92.06,-56.93
25770.0,G07,486.9532,730.4298,16.2318,19.4781,38.03,316.43,-662.92
25770.0,G13,559.7009,839.5513,18.6567,22.3880,32.41,-241.67,-156.53
25770.0,G14,459.2279,688.8419,15.3076,18.3691,40.79,-233.12,-156.13
25770.0,G17,373.9923,560.9885,12.4664,14.9597,53.34,92.26,-540.58
25770.0,G19,354.3119,531.4679,11.8104,14.1725,57.86,235.76,-332.73
25770.0,G22,487.1595,730.7393,16.2387,19.4864,38.01,-356.33,-33.89
25770.0,G30,317.4060,476.1090,10.5802,12.6962,70.94,227.42,-174.22
25800.0,G01,1113.8862,1670.8294,185.6477,222.7772,15.62,648.19,-22.83
25800.0,G06,404.3956,606.5933,13.4799,16.1758,47.89,617.92,377.73
25800.0,G07,489.2707,733.9061,16.3090,19.5708,37.82,592.32,-192.77
25800.0,G13,559.7333,839.6000,18.6578,22.3893,32.41,-175.63,277.89
25800.0,G14,458.9174,688.3761,15.2972,18.3567,40.82,-138.77,285.95
25800.0,G17,374.8085,562.2127,12.4936,14.9923,53.17,396.09,-137.07
25800.0,G19,354.4537,531.6806,11.8151,14.1781,57.82,559.66,132.89
25800.0,G22,486.6305,729.9457,16.2210,19.4652,38.06,790.32,378.77
25800.0,G30,317.8165,476.7247,10.5939,12.7127,70.72,687.83,256.84
25830.0,G01,1124.5406,1686.8109,187.4234,224.9081,15.47,230.98,-493.84
25830.0,G06,402.8111,604.2167,13.4270,16.1124,48.14,-475.95,-94.04
25830.0,G07,491.6197,737.4296,16.3873,19.6648,37.61,-402.05,-654.96
25830.0,G13,559.7820,839.6731,18.6594,22.3913,32.41,-1101.89,-232.54
25830.0,G14,458.6075,687.9112,15.2869,18.3443,40.86,-364.96,-190.65
25830.0,G17,375.6310,563.4465,12.5210,15.0252,53.00,-286.24,-653.33
25830.0,G19,354.6009,531.9013,11.8200,14.1840,57.78,-71.79,-336.10
25830.0,G22,486.1009,729.1513,16.2034,19.4440,38.11,239.61,-61.58
25830.0,G30,318.2349,477.3523,10.6078,12.7294,70.51,-6.90,-224.46
25860.0,G01,1135.4389,1703.1583,189.2398,227.0878,15.32,4358.96,2425.24
25860.0,G06,401.2446,601.8669,13.3748,16.0498,48.39,248.21,532.16
25860.0,G07,494.0007,741.0010,16.4667,19.7600,37.39,183.09,-26.13
25860.0,G13,559.8470,839.7704,18.6616,22.3939,32.40,-1738.32,354.58
25860.0,G14,458.2982,687.4473,15.2766,18.3319,40.89,119.37,491.02
25860.0,G17,376.4600,564.6900,12.5487,15.0584,52.83,117.14,-7.78
25860.0,G19,354.7534,532.1301,11.8251,14.1901,57.74,699.51,322.31
25860.0,G22,485.5707,728.3560,16.1857,19.4228,38.16,492.79,627.57
25860.0,G30,318.6611,477.9917,10.6220,12.7464,70.29,323.09,435.94
25890.0,G01,1146.5889,1719.8834,191.0982,229.3178,15.17,52.57,-470.46
25890.0,G06,399.6957,599.5436,13.3232,15.9878,48.64,235.13,177.95
25890.0,G07,496.4141,744.6212,16.5471,19.8566,37.18,-405.99,-257.85
25890.0,G13,559.9281,839.8921,18.6643,22.3971,32.40,-1283.65,-131.45
25890.0,G14,457.9896,686.9843,15.2663,18.3196,40.92,-209.57,133.70
25890.0,G17,377.2955,565.9432,12.5765,15.0918,52.67,-463.54,-232.96
25890.0,G19,354.9112,532.3668,11.8304,14.1964,57.70,28.17,17.80
25890.0,G22,485.0400,727.5600,16.1680,19.4016,38.21,-544.50,275.13
25890.0,G30,319.0954,478.6431,10.6365,12.7638,70.08,19.20,73.84
25920.0,G01,1157.9990,1736.9985,192.9998,231.5998,15.01,196.75,-763.05
25920.0,G06,398.1643,597.2465,13.2721,15.9266,48.89,-128.43,-49.45
25920.0,G07,498.8606,748.2908,16.6287,19.9544,36.97,-223.38,-588.63
25920.0,G13,560.0253,840.0379,18.6675,22.4010,32.39,-736.01,-454.87
25920.0,G14,457.6816,686.5224,15.2561,18.3073,40.96,-550.20,-157.74
25920.0,G17,378.1374,567.2061,12.6046,15.1255,52.50,-787.34,-543.97
25920.0,G19,355.0744,532.6116,11.8358,14.2030,57.66,-111.89,-283.05
25920.0,G22,484.5088,726.7631,16.1503,19.3804,38.26,-985.27,-70.37
25920.0,G30,319.5377,479.3065,10.6513,12.7815,69.86,-47.73,-203.53
25950.0,G01,1169.6777,1754.5165,38.9893,46.7871,14.86,1405.29,-150.42
25950.0,G06,396.6502,594.9753,13.2217,15.8660,49.14,-113.49,705.13
25950.0,G07,501.3406,752.0109,16.7114,20.0536,36.76,963.44,109.05
25950.0,G13,560.1386,840.2079,18.6713,22.4055,32.38,301.72,262.68
25950.0,G14,457.3744,686.0617,15.2458,18.2950,40.99,559.45,587.75
25950.0,G17,378.9858,568.4787,12.6329,15.1594,52.33,-121.61,130.76
25950.0,G19,355.2428,532.8642,11.8414,14.2097,57.62,592.99,439.80
25950.0,G22,483.9770,725.9656,16.1326,19.3591,38.31,-13.71,574.44
25950.0,G30,319.9880,479.9820,10.6663,12.7995,69.64,519.52,549.61
25980.0,G01,1181.6340,1772.4511,39.3878,47.2654,14.71,1388.65,-899.40
25980.0,G06,395.1532,592.7298,13.1718,15.8061,49.39,-962.15,51.59
25980.0,G07,503.8547,755.7820,16.7952,20.1542,36.54,378.48,-557.61
25980.0,G13,560.2679,840.4019,18.6756,22.4107,32.37,39.98,-381.17
25980.0,G14,457.0680,685.6020,15.2356,18.2827,41.02,331.72,-85.01
25980.0,G17,379.8407,569.7611,12.6614,15.1936,52.17,-249.65,-592.68
25980.0,G19,355.4166,533.1249,11.8472,14.2167,57.57,-8.34,-238.32
25980.0,G22,483.4449,725.1673,16.1148,19.3378,38.36,55.25,-121.52
25980.0,G30,320.4464,480.6696,10.6815,12.8179,69.42,-274.30,-115.05
26010.0,G01,1193.8774,1790.8161,39.7959,47.7551,14.55,1552.98,-734.85
26010.0,G06,393.6731,590.5096,13.1224,15.7469,49.65,-644.69,78.14
26010.0,G07,506.4035,759.6052,16.8801,20.2561,36.33,515.56,-428.36
26010.0,G13,560.4133,840.6199,18.6804,22.4165,32.37,-330.43,-157.61
26010.0,G14,456.7624,685.1435,15.2254,18.2705,41.06,300.97,142.98
26010.0,G17,380.7021,571.0532,12.6901,15.2281,52.00,282.36,-462.39
26010.0,G19,355.5956,533.3934,11.8532,14.2238,57.53,227.34,-90.42
26010.0,G22,482.9123,724.3684,16.0971,19.3165,38.41,824.01,63.24
26010.0,G30,320.9130,481.3695,10.6971,12.8365,69.20,-180.08,17.82
26040.0,G01,1206.4177,1809.6265,40.2139,48.2567,14.40,1068.65,-866.89
26040.0,G06,392.2097,588.3145,13.0737,15.6884,49.90,-750.47,-14.15
26040.0,G07,508.9875,763.4812,16.9662,20.3595,36.11,368.87,-566.27
26040.0,G13,560.5746,840.8620,18.6858,22.4230,32.36,-380.15,-245.83
26040.0,G14,456.4575,684.6863,15.2153,18.2583,41.09,-743.79,43.94
26040.0,G17,381.5701,572.3551,12.7190,15.2628,51.83,271.61,-607.76
26040.0,G19,355.7799,533.6699,11.8593,14.2312,57.48,55.03,-217.78
26040.0,G22,482.3793,723.5689,16.0793,19.2952,38.46,631.09,35.81
26040.0,G30,321.3878,482.0817,10.7129,12.8555,68.98,-308.12,-95.67
26070.0,G01,1219.2651,1828.8977,40.6422,48.7706,14.24,807.12,-842.08
26070.0,G06,390.7628,586.1442,13.0254,15.6305,50.15,-366.00,12.79
26070.0,G07,511.6073,767.4110,17.0536,20.4643,35.90,169.57,-491.38
26070.0,G13,560.7519,841.1279,18.6917,22.4301,32.34,511.75,-169.69
26070.0,G14,456.1536,684.2303,15.2051,18.2461,41.12,-507.97,-10.27
26070.0,G17,382.4446,573.6669,12.7482,15.2978,51.67,-281.12,-520.84
26070.0,G19,355.9694,533.9542,11.8656,14.2388,57.43,112.21,-159.87
26070.0,G22,481.8459,722.7688,16.0615,19.2738,38.51,-261.18,-13.33
26070.0,G30,321.8709,482.8063,10.7290,12.8748,68.76,87.75,-55.36
26100.0,G01,1232.4305,1848.6458,205.4051,246.4861,14.09,5141.87,2514.91
26100.0,G06,389.3324,583.9985,12.9777,15.5733,50.40,-454.80,26.58
26100.0,G07,514.2637,771.3955,17.1421,20.5705,35.69,-52.12,-505.03
26100.0,G13,560.9452,841.4177,18.6982,22.4378,32.33,811.69,-107.92
26100.0,G14,455.8505,683.7757,15.1950,18.2340,41.16,655.53,2.45
26100.0,G17,383.3256,574.9885,12.7775,15.3330,51.50,-141.29,-538.96
26100.0,G19,356.1642,534.2464,11.8721,14.2466,57.38,186.80,-147.08
26100.0,G22,481.3121,721.9681,16.0437,19.2525,38.56,-307.58,2.46
26100.0,G30,322.3622,483.5433,10.7454,12.8945,68.53,254.36,-59.05
26130.0,G01,1245.9252,1868.8878,207.6542,249.1850,13.93,-691.94,-966.80
26130.0,G06,387.9181,581.8771,12.9306,15.5167,50.66,-935.30,-618.78
26130.0,G07,516.9570,775.4356,17.2319,20.6783,35.47,-692.01,-1209.82
26130.0,G13,561.1543,841.7314,18.7051,22.4462,32.32,-918.06,-653.74
26130.0,G14,455.5483,683.3224,15.1849,18.2219,41.19,355.18,-642.43
26130.0,G17,384.2133,576.3199,12.8071,15.3685,51.34,-414.55,-1226.83
26130.0,G19,356.3643,534.5464,11.8788,14.2546,57.33,-369.71,-808.94
26130.0,G22,480.7780,721.1670,16.0259,19.2311,38.61,-699.64,-641.44
26130.0,G30,322.8619,484.2929,10.7621,12.9145,68.31,-588.96,-717.72
26160.0,G01,1259.7610,1889.6415,209.9602,251.9522,13.78,578.25,12.15
26160.0,G06,386.5198,579.7797,12.8840,15.4608,50.91,412.02,579.01
26160.0,G07,519.6881,779.5322,17.3229,20.7875,35.26,281.70,-91.90
26160.0,G13,561.3793,842.0689,18.7126,22.4552,32.30,-208.43,452.10
26160.0,G14,455.2470,682.8705,15.1749,18.2099,41.22,788.52,553.50
26160.0,G17,385.1075,577.6613,12.8369,15.4043,51.17,863.40,-56.20
26160.0,G19,356.5695,534.8542,11.8856,14.2628,57.28,493.10,342.34
26160.0,G22,480.2436,720.3654,16.0081,19.2097,38.66,-56.52,545.08
26160.0,G30,323.3700,485.0551,10.7790,12.9348,68.08,560.93,430.70
26190.0,G01,1273.9503,1910.9255,42.4650,50.9580,13.62,633.74,-80.33
26190.0,G06,385.1374,577.7062,12.8379,15.4055,51.16,259.69,479.28
26190.0,G07,522.4576,783.6864,17.4153,20.8983,35.04,352.78,-285.46
26190.0,G13,561.6201,842.4301,18.7207,22.4648,32.29,-25.09,254.41
26190.0,G14,454.9467,682.4201,15.1649,18.1979,41.26,477.79,436.56
26190.0,G17,386.0084,579.0125,12.8669,15.4403,51.00,515.67,-155.20
26190.0,G19,356.7799,535.1699,11.8927,14.2712,57.23,-120.36,188.77
26190.0,G22,479.7089,719.5634,15.9903,19.1884,38.71,-0.43,418.70
26190.0,G30,323.8866,485.8299,10.7962,12.9555,67.86,792.42,261.75
26220.0,G01,1288.5062,1932.7594,214.7510,257.7012,13.46,6504.38,2488.27
26220.0,G06,383.7707,575.6561,12.7924,15.3508,51.42,-99.76,412.75
26220.0,G07,525.2661,787.8991,17.5089,21.0106,34.83,202.42,-385.62
26220.0,G13,561.8767,842.8151,18.7292,22.4751,32.27,464.49,179.00
26220.0,G14,454.6474,681.9712,15.1549,18.1859,41.29,104.36,346.24
26220.0,G17,386.9158,580.3738,12.8972,15.4766,50.84,384.84,-23.92
26220.0,G19,356.9955,535.4933,11.8999,14.2798,57.18,-135.97,99.44
26220.0,G22,479.1740,718.7609,15.9725,19.1670,38.76,-283.50,340.64
26220.0,G30,324.4117,486.6176,10.8137,12.9765,67.63,597.89,217.51
26250.0,G01,1303.4425,1955.1637,217.2404,260.6885,13.31,56.92,-373.42
26250.0,G06,382.4196,573.6294,12.7473,15.2968,51.67,-214.98,254.90
26250.0,G07,528.1142,792.1714,17.6038,21.1246,34.61,45.65,-544.95
26250.0,G13,562.1492,843.2238,18.7383,22.4860,32.25,603.99,100.18
26250.0,G14,454.3492,681.5238,15.1450,18.1740,41.32,267.19,189.52
26250.0,G17,387.8300,581.7449,12.9277,15.5132,50.67,115.51,-100.05
26250.0,G19,357.2164,535.8245,11.9072,14.2887,57.12,229.91,-124.47
26250.0,G22,478.6388,717.9582,15.9546,19.1456,38.81,-283.64,178.35
26250.0,G30,324.9454,487.4181,10.8315,12.9978,67.40,257.00,95.21
26280.0,G01,1318.7734,1978.1601,219.7956,263.7547,13.15,-87.30,-452.58
26280.0,G06,381.0838,571.6257,12.7028,15.2434,51.93,-338.47,281.89
26280.0,G07,531.0028,796.5042,17.7001,21.2401,34.40,213.02,-589.94
26280.0,G13,562.4374,843.6561,18.7479,22.4975,32.23,362.86,127.11
26280.0,G14,454.0520,681.0780,15.1351,18.1621,41.35,-272.91,228.88
26280.0,G17,388.7507,583.1261,12.9584,15.5500,50.51,40.10,-130.74
26280.0,G19,357.4423,536.1635,11.9147,14.2977,57.07,439.07,-103.29
26280.0,G22,478.1034,717.1551,15.9368,19.1241,38.86,-924.82,149.08
26280.0,G30,325.4877,488.2315,10.8496,13.0195,67.17,152.45,99.12
26310.0,G01,1334.5141,2001.7712,44.4838,53.3806,12.99,255.18,-416.70
26310.0,G06,379.7632,569.6448,12.6588,15.1905,52.18,-214.32,482.00
26310.0,G07,533.9325,800.8988,17.7978,21.3573,34.19,800.48,-416.75
26310.0,G13,562.7414,844.1121,18.7580,22.5097,32.22,-458.44,290.82
26310.0,G14,453.7559,680.6338,15.1252,18.1502,41.39,-105.32,387.47
26310.0,G17,389.6782,584.5173,12.9893,15.5871,50.34,129.36,27.80
26310.0,G19,357.6735,536.5102,11.9224,14.3069,57.01,477.43,121.31
26310.0,G22,477.5678,716.3518,15.9189,19.1027,38.92,-556.63,271.07
26310.0,G30,326.0386,489.0580,10.8680,13.0415,66.95,296.23,293.43
26340.0,G01,1350.6806,2026.0209,45.0227,54.0272,12.83,6.26,-822.39
26340.0,G06,378.4577,567.6865,12.6153,15.1383,52.44,-409.61,202.13
26340.0,G07,536.9041,805.3561,17.8968,21.4762,33.97,49.53,-685.21
26340.0,G13,563.0611,844.5917,18.7687,22.5224,32.19,-1396.95,-94.62
26340.0,G14,453.4609,680.1913,15.1154,18.1384,41.42,102.26,60.42
26340.0,G17,390.6124,585.9186,13.0204,15.6245,50.18,-39.40,-262.17
26340.0,G19,357.9097,536.8646,11.9303,14.3164,56.95,-183.49,-154.99
26340.0,G22,477.0321,715.5482,15.9011,19.0813,38.97,-738.63,-131.27
26340.0,G30,326.5984,489.8975,10.8866,13.0639,66.72,174.08,-12.62
26370.0,G01,1367.2896,2050.9345,45.5763,54.6916,12.67,101.72,-713.87
26370.0,G06,377.1671,565.7506,12.5722,15.0867,52.69,13.05,307.13
26370.0,G07,539.9183,809.8774,17.9973,21.5967,33.75,510.07,-596.49
26370.0,G13,563.3966,845.0948,18.7799,22.5359,32.17,216.25,-79.51
26370.0,G14,453.1671,679.7506,15.1056,18.1267,41.45,506.89,184.18
26370.0,G17,391.5533,587.3299,13.0518,15.6621,50.01,513.54,-150.92
26370.0,G19,358.1512,537.2267,11.9384,14.3260,56.89,-265.98,-68.48
26370.0,G22,476.4963,714.7444,15.8832,19.0599,39.02,249.21,-96.82
26370.0,G30,327.1669,490.7503,10.9056,13.0867,66.49,53.71,92.55
26400.0,G06,375.8912,563.8369,12.5297,15.0356,52.95,-184.55,-120.04
26400.0,G07,542.9758,814.4637,18.0992,21.7190,33.54,-170.76,-986.37
26400.0,G13,563.7477,845.6216,18.7916,22.5499,32.15,-271.87,-457.50
26400.0,G14,452.8744,679.3116,15.0958,18.1150,41.49,-647.25,-224.57
26400.0,G17,392.5009,588.7513,13.0834,15.7000,49.85,-108.28,-602.28
26400.0,G19,358.3977,537.5966,11.9466,14.3359,56.83,-280.11,-482.14
26400.0,G22,475.9603,713.9405,15.8653,19.0384,39.07,-713.04,-482.51
26400.0,G30,327.7442,491.6163,10.9248,13.1098,66.26,-312.17,-347.60
26430.0,G06,374.6300,561.9450,12.4877,14.9852,53.21,-143.56,428.70
26430.0,G07,546.0776,819.1164,18.2026,21.8431,33.32,87.53,-493.99
26430.0,G13,564.1146,846.1719,18.8038,22.5646,32.13,-704.05,57.02
26430.0,G14,452.5829,678.8744,15.0861,18.1033,41.52,641.95,251.53
26430.0,G17,393.4552,590.1829,13.1152,15.7382,49.68,305.70,-112.22
26430.0,G19,358.6494,537.9740,11.9550,14.3460,56.77,296.55,10.51
26430.0,G22,475.4243,713.1365,15.8475,19.0170,39.13,471.02,49.26
26430.0,G30,328.3305,492.4958,10.9444,13.1332,66.02,527.97,159.42
26460.0,G06,373.3833,560.0749,12.4461,14.9353,53.46,-216.68,554.72
26460.0,G07,549.2243,823.8364,18.3075,21.9690,33.11,94.53,-414.62
26460.0,G13,564.4972,846.7458,18.8166,22.5799,32.10,-153.04,193.64
26460.0,G14,452.2927,678.4391,15.0764,18.0917,41.55,1312.56,418.40
26460.0,G17,394.4164,591.6246,13.1472,15.7767,49.52,490.67,-25.99
26460.0,G19,358.9061,538.3592,11.9635,14.3562,56.71,-224.55,159.52
26460.0,G22,474.8883,712.3324,15.8296,18.9955,39.18,214.38,218.62
26460.0,G30,328.9258,493.3887,10.9642,13.1570,65.79,574.36,287.79
26490.0,G06,372.1508,558.2262,12.4050,14.8860,53.72,-315.00,464.87
26490.0,G07,552.4168,828.6253,18.4139,22.0967,32.89,658.11,-506.40
26490.0,G13,564.8954,847.3432,18.8298,22.5958,32.08,266.03,76.39
26490.0,G14,452.0038,678.0057,15.0668,18.0802,41.58,556.64,438.81
26490.0,G17,395.3843,593.0765,13.1795,15.8154,49.35,519.18,-3.48
26490.0,G19,359.1680,538.7519,11.9723,14.3667,56.64,-16.74,45.07
26490.0,G22,474.3522,711.5283,15.8117,18.9741,39.23,227.79,170.39
26490.0,G30,329.5301,494.2951,10.9843,13.1812,65.56,-5.99,206.66
26520.0,G06,370.9326,556.3989,12.3644,14.8373,53.98,-649.11,-0.31
26520.0,G07,555.6561,833.4841,18.5219,22.2262,32.68,272.18,-928.10
26520.0,G13,565.3094,847.9641,18.8436,22.6124,32.05,-5.15,-354.30
26520.0,G14,451.7162,677.5743,15.0572,18.0686,41.62,-875.00,-22.93
26520.0,G17,396.3590,594.5385,13.2120,15.8544,49.19,-144.20,-416.25
26520.0,G19,359.4349,539.1523,11.9812,14.3774,56.58,-54.83,-419.34
26520.0,G22,473.8161,710.7241,15.7939,18.9526,39.28,44.88,-230.96
26520.0,G30,330.1435,495.2153,11.0048,13.2057,65.33,-536.31,-242.11
26550.0,G06,369.7284,554.5926,12.3243,14.7891,54.23,47.33,333.02
26550.0,G07,558.9428,838.4142,18.6314,22.3577,32.46,691.06,-415.31
26550.0,G13,565.7390,848.6085,18.8580,22.6296,32.02,632.42,171.38
26550.0,G14,451.4299,677.1448,15.0477,18.0572,41.65,311.02,308.40
26550.0,G17,397.3406,596.0109,13.2447,15.8936,49.03,383.19,43.97
26550.0,G19,359.7069,539.5603,11.9902,14.3883,56.51,381.33,68.84
26550.0,G22,473.2800,709.9201,15.7760,18.9312,39.34,800.18,314.22
26550.0,G30,330.7661,496.1491,11.0255,13.2306,65.09,159.87,179.84
26580.0,G06,368.5381,552.8072,12.2846,14.7415,54.49,-277.87,103.89
26580.0,G07,562.2780,843.4171,18.7426,22.4911,32.25,410.81,-626.72
26580.0,G11,1108.5577,1662.8366,184.7596,221.7115,15.70,-14482.50,2487.48
26580.0,G13,566.1843,849.2764,18.8728,22.6474,32.00,779.22,-64.47
26580.0,G14,451.1450,676.7174,15.0382,18.0458,41.68,931.89,70.77
26580.0,G17,398.3290,597.4935,13.2776,15.9332,48.86,536.58,-225.03
26580.0,G19,359.9840,539.9759,11.9995,14.3994,56.45,-16.56,-162.95
26580.0,G22,472.7440,709.1161,15.7581,18.9098,39.39,584.11,92.80
26580.0,G30,331.3979,497.0969,11.0466,13.2559,64.86,-119.83,-37.86
26610.0,G06,367.3616,551.0424,12.2454,14.6945,54.75,-4.53,173.08
26610.0,G07,565.6626,848.4939,18.8554,22.6265,32.03,421.32,-537.89
26610.0,G11,1094.7865,1642.1798,182.4644,218.9573,15.90,581.53,168.17
26610.0,G13,566.6452,849.9678,18.8882,22.6658,31.97,151.09,12.28
26610.0,G14,450.8614,676.2921,15.0287,18.0345,41.71,684.20,151.02
26610.0,G17,399.3242,598.9864,13.3108,15.9730,48.70,273.57,-209.59
26610.0,G19,360.2661,540.3991,12.0089,14.4106,56.38,223.07,-122.41
26610.0,G22,472.2081,708.3122,15.7403,18.8883,39.44,3.90,214.66
26610.0,G30,332.0390,498.0586,11.0680,13.2816,64.62,-25.12,-36.44
26640.0,G06,366.1988,549.2982,12.2066,14.6480,55.01,33.97,201.20
26640.0,G07,569.0975,853.6463,18.9699,22.7639,31.81,809.25,-492.73
26640.0,G11,1081.3459,1622.0188,180.2243,216.2692,16.11,654.15,309.45
26640.0,G13,567.1218,850.6827,18.9041,22.6849,31.94,-18.02,77.59
26640.0,G14,450.5793,675.8690,15.0193,18.0232,41.74,17.66,241.78
26640.0,G17,400.3264,600.4896,13.3442,16.0131,48.54,305.39,-180.58
26640.0,G19,360.5532,540.8298,12.0184,14.4221,56.31,88.05,-67.66
26640.0,G22,471.6724,707.5085,15.7224,18.8669,39.50,-561.24,272.64
26640.0,G30,332.6895,499.0343,11.0897,13.3076,64.39,6.41,11.54
26670.0,G06,365.0495,547.5742,12.1683,14.6020,55.27,-581.09,-216.38
26670.0,G07,572.5837,858.8756,19.0861,22.9033,31.60,-39.65,-894.61
26670.0,G11,1068.2243,1602.3365,35.6075,42.7290,16.31,136.62,-85.79
26670.0,G13,567.6141,851.4212,18.9205,22.7046,31.91,-128.04,-358.31
26670.0,G14,450.2987,675.4480,15.0100,18.0119,41.78,-448.26,-188.39
26670.0,G17,401.3354,602.0031,13.3778,16.0534,48.37,-227.14,-616.86
26670.0,G19,360.8454,541.2681,12.0282,14.4338,56.24,-672.57,-453.25
26670.0,G22,471.1367,706.7051,15.7046,18.8455,39.55,-951.23,-164.44
26670.0,G30,333.3495,500.0242,11.1116,13.3340,64.15,-625.95,-403.01
26700.0,G06,363.9136,545.8704,12.1305,14.5565,55.52,248.68,419.33
26700.0,G07,576.1222,864.1833,19.2041,23.0449,31.38,0.36,-300.25
