epoch,sod,sat,const,GF_value_mm,MW_value_cyc,phase_jump_mm,code_jump_cyc,elevation_deg,pre_reset_sigma_mm,recent_phase_residual_rms_mm,recent_rejection_fraction,epochs_since_birth,was_recently_rejected,cumulative_reset_number
1356,40680.0,G25,G,-22159.3874,-86.287313,0.0000,0.0000,18.424,20000.0000,nan,nan,1,0,714
1357,40710.0,G25,G,-22213.5799,-86.062510,0.0000,0.0000,18.623,20000.0000,nan,nan,1,0,715
1358,40740.0,G25,G,-22277.0079,-85.834912,0.0000,0.0000,18.822,20000.0000,nan,nan,1,0,716
1359,40770.0,G25,G,-22338.7614,-85.810633,0.0000,0.0000,19.020,20000.0000,nan,nan,1,0,717
1360,40800.0,G25,G,-22404.4095,-86.450705,0.0000,0.0000,19.219,20000.0000,nan,nan,1,0,718
1361,40830.0,G25,G,-22473.4703,-86.323706,0.0000,0.0000,19.418,20000.0000,nan,nan,1,0,719
1362,40860.0,G25,G,-22546.9109,-86.472094,0.0000,0.0000,19.617,20000.0000,nan,nan,1,0,720
1363,40890.0,G25,G,-22619.9520,-86.494297,0.0000,0.0000,19.816,20000.0000,nan,nan,1,0,721
1364,40920.0,G25,G,-22689.8310,-86.724689,0.0000,0.0000,20.015,20000.0000,nan,nan,1,0,722
1365,40950.0,G25,G,-22771.0230,-86.214065,0.0000,0.0000,20.214,20000.0000,nan,nan,1,0,723
1366,40980.0,G25,G,-22847.8826,-86.598899,0.0000,0.0000,20.413,20000.0000,nan,nan,1,0,724
1367,41010.0,G25,G,-22921.5992,-86.703506,0.0000,0.0000,20.613,20000.0000,nan,nan,1,0,725
1368,41040.0,G25,G,-23006.0356,-86.166178,0.0000,0.0000,20.812,20000.0000,nan,nan,1,0,726
1369,41070.0,G25,G,-23081.1795,-86.486129,0.0000,0.0000,21.011,20000.0000,nan,nan,1,0,727
1370,41100.0,G25,G,-23155.6065,-85.963930,0.0000,0.0000,21.211,20000.0000,nan,nan,1,0,728
1371,41130.0,G25,G,-23238.2510,-85.888271,0.0000,0.0000,21.410,20000.0000,nan,nan,1,0,729
1372,41160.0,G25,G,-23300.6451,-86.263858,0.0000,0.0000,21.610,20000.0000,nan,nan,1,0,730
1373,41190.0,E14,E,962.6510,-27.290562,0.0000,0.0000,23.403,47.9674,20.4931,0.9000,404,1,731
1373,41190.0,G25,G,-23376.2139,-86.341987,0.0000,0.0000,21.809,20000.0000,nan,nan,1,0,732
1374,41220.0,G25,G,-23443.0356,-86.415630,0.0000,0.0000,22.009,20000.0000,nan,nan,1,0,733
1375,41250.0,G19,G,-13052.6617,-62.755798,0.0000,0.0000,17.583,44.0985,29.3848,0.8000,832,1,734
1375,41250.0,G25,G,-23495.5185,-86.767194,0.0000,0.0000,22.208,20000.0000,nan,nan,1,0,735
1376,41280.0,G25,G,-23567.4242,-86.469477,0.0000,0.0000,22.408,20000.0000,nan,nan,1,0,736
1377,41310.0,G25,G,-23639.9039,-86.832827,0.0000,0.0000,22.608,20000.0000,nan,nan,1,0,737
1378,41340.0,G25,G,-23708.9868,-86.384228,0.0000,0.0000,22.807,20000.0000,nan,nan,1,0,738
1379,41370.0,G25,G,-23780.5024,-86.959748,0.0000,0.0000,23.007,20000.0000,nan,nan,1,0,739
1380,41400.0,G25,G,-23842.7664,-86.793807,0.0000,0.0000,23.207,20000.0000,nan,nan,1,0,740
1381,41430.0,G25,G,-23902.7629,-86.630428,0.0000,0.0000,23.406,20000.0000,nan,nan,1,0,741
1382,41460.0,G19,G,-11004.0171,-52.496451,0.0000,0.0000,17.181,19999.3055,nan,1.0000,7,0,742
1382,41460.0,G25,G,-23972.0044,-86.163139,0.0000,0.0000,23.606,20000.0000,nan,nan,1,0,743
1383,41490.0,G25,G,-24038.8609,-85.585490,0.0000,0.0000,23.806,20000.0000,nan,nan,1,0,744
1384,41520.0,E14,E,1414.1401,-27.249390,0.0000,0.0000,21.919,19988.9903,nan,1.0000,11,1,745
1384,41520.0,G25,G,-24101.8767,-86.025062,0.0000,0.0000,24.005,20000.0000,nan,nan,1,0,746
1385,41550.0,G25,G,-24176.5574,-86.690480,0.0000,0.0000,24.205,20000.0000,nan,nan,1,0,747
1386,41580.0,G25,G,-24244.0514,-87.359864,0.0000,0.0000,24.405,20000.0000,nan,nan,1,0,748
1387,41610.0,G25,G,-24314.0890,-87.001054,0.0000,0.0000,24.604,20000.0000,nan,nan,1,0,749
1388,41640.0,E14,E,1583.2483,-27.840667,0.0000,0.0000,21.367,19999.9997,nan,1.0000,4,1,750
1388,41640.0,G25,G,-24387.2632,-86.191899,0.0000,0.0000,24.804,20000.0000,nan,nan,1,0,751
1389,41670.0,G25,G,-24462.2041,-86.072836,0.0000,0.0000,25.003,20000.0000,nan,nan,1,0,752
1390,41700.0,G25,G,-24542.0386,-86.459192,0.0000,0.0000,25.203,20000.0000,nan,nan,1,0,753
1391,41730.0,G25,G,-24618.4257,-86.523878,0.0000,0.0000,25.402,20000.0000,nan,nan,1,0,754
1392,41760.0,E14,E,1783.8989,-27.365211,0.0000,0.0000,20.808,44.9938,45.4970,0.6667,4,1,755
1392,41760.0,G25,G,-24692.2628,-86.069884,0.0000,0.0000,25.602,20000.0000,nan,nan,1,0,756
1393,41790.0,G25,G,-24766.2426,-85.931855,0.0000,0.0000,25.801,20000.0000,nan,nan,1,0,757
1394,41820.0,G25,G,-24843.2957,-86.351123,0.0000,0.0000,26.001,20000.0000,nan,nan,1,0,758
1395,41850.0,G25,G,-24910.1459,-86.480150,0.0000,0.0000,26.200,20000.0000,nan,nan,1,0,759
1396,41880.0,G25,G,-24975.6069,-86.849831,0.0000,0.0000,26.399,20000.0000,nan,nan,1,0,760
1397,41910.0,G25,G,-25041.0552,-86.458225,0.0000,0.0000,26.598,20000.0000,nan,nan,1,0,761
1398,41940.0,G25,G,-25106.0881,-86.406370,0.0000,0.0000,26.797,20000.0000,nan,nan,1,0,762
1399,41970.0,G25,G,-25176.0654,-86.558029,0.0000,0.0000,26.996,20000.0000,nan,nan,1,0,763
1400,42000.0,G25,G,-25234.8376,-86.468346,0.0000,0.0000,27.195,20000.0000,nan,nan,1,0,764
1401,42030.0,G25,G,-25301.4911,-86.373217,0.0000,0.0000,27.394,20000.0000,nan,nan,1,0,765
1402,42060.0,G25,G,-25361.5288,-85.780778,0.0000,0.0000,27.593,20000.0000,nan,nan,1,0,766
1403,42090.0,G25,G,-25427.1198,-85.841188,0.0000,0.0000,27.791,20000.0000,nan,nan,1,0,767
1404,42120.0,G25,G,-25489.9548,-85.736838,0.0000,0.0000,27.990,20000.0000,nan,nan,1,0,768
1405,42150.0,G25,G,-25554.1282,-86.498094,0.0000,0.0000,28.188,20000.0000,nan,nan,1,0,769
1406,42180.0,G25,G,-25610.8579,-86.291729,0.0000,0.0000,28.387,20000.0000,nan,nan,1,0,770
1407,42210.0,G25,G,-25674.6887,-86.602032,0.0000,0.0000,28.585,20000.0000,nan,nan,1,0,771
1408,42240.0,G25,G,-25733.3531,-86.028953,0.0000,0.0000,28.783,20000.0000,nan,nan,1,0,772
1409,42270.0,E14,E,2470.1625,-27.441187,0.0000,0.0000,18.364,44.3545,29.3988,0.7000,17,1,773
1409,42270.0,G25,G,-25796.7368,-86.123889,0.0000,0.0000,28.981,20000.0000,nan,nan,1,0,774
1410,42300.0,G25,G,-25858.2207,-86.780764,0.0000,0.0000,29.179,20000.0000,nan,nan,1,0,775
1411,42330.0,G25,G,-25919.9900,-86.367875,0.0000,0.0000,29.376,20000.0000,nan,nan,1,0,776
1412,42360.0,E14,E,2606.6163,-27.444896,0.0000,0.0000,17.922,44.2679,30.6315,0.0000,3,0,777
1412,42360.0,G25,G,-25974.9151,-86.689687,0.0000,0.0000,29.574,20000.0000,nan,nan,1,0,778
1413,42390.0,G25,G,-26038.6603,-86.712731,0.0000,0.0000,29.771,20000.0000,nan,nan,1,0,779
1414,42420.0,G25,G,-26091.3431,-86.918177,0.0000,0.0000,29.968,20000.0000,nan,nan,1,0,780
1416,42480.0,E14,E,2759.4088,-26.844790,0.0000,0.0000,17.328,48.3755,6.5459,0.6667,4,1,781
1416,42480.0,G19,G,-13955.8557,-67.619379,0.0000,0.0000,15.092,41.4533,30.5114,0.5000,34,1,782
1416,42480.0,G25,G,-26199.8390,-86.330745,0.0000,0.0000,30.362,20000.0000,nan,1.0000,2,0,783
1417,42510.0,G25,G,-26256.3880,-85.880934,0.0000,0.0000,30.559,20000.0000,nan,nan,1,0,784
1418,42540.0,E14,E,2836.2163,-27.687526,0.0000,0.0000,17.028,20000.0000,nan,1.0000,2,0,785
1418,42540.0,G25,G,-26311.4907,-85.751929,0.0000,0.0000,30.755,20000.0000,nan,nan,1,0,786
1419,42570.0,G25,G,-26367.7256,-86.141699,0.0000,0.0000,30.951,20000.0000,nan,nan,1,0,787
1420,42600.0,E14,E,2907.2902,-27.330657,0.0000,0.0000,16.728,19996.7738,nan,1.0000,2,0,788
1420,42600.0,G25,G,-26421.8737,-86.464604,0.0000,0.0000,31.147,20000.0000,nan,nan,1,0,789
1421,42630.0,G25,G,-26483.1800,-86.571559,0.0000,0.0000,31.343,20000.0000,nan,nan,1,0,790
1422,42660.0,E14,E,2988.2047,-27.701997,0.0000,0.0000,16.426,20000.0000,nan,1.0000,2,0,791
1422,42660.0,G25,G,-26533.4746,-86.642933,0.0000,0.0000,31.539,20000.0000,nan,nan,1,0,792
1423,42690.0,E14,E,3022.7174,-29.211889,0.0000,0.0000,16.275,20000.0000,nan,nan,1,0,793
1423,42690.0,G25,G,-26591.3334,-86.243657,0.0000,0.0000,31.734,20000.0000,nan,nan,1,0,794
1424,42720.0,G25,G,-26646.4170,-86.122649,0.0000,0.0000,31.930,20000.0000,nan,nan,1,0,795
1425,42750.0,G25,G,-26708.7350,-86.585593,0.0000,0.0000,32.125,20000.0000,nan,nan,1,0,796
1426,42780.0,G25,G,-26762.9053,-86.742491,0.0000,0.0000,32.319,20000.0000,nan,nan,1,0,797
1427,42810.0,G25,G,-26822.3721,-86.559857,0.0000,0.0000,32.514,20000.0000,nan,nan,1,0,798
1428,42840.0,G25,G,-26877.5414,-86.202351,0.0000,0.0000,32.708,20000.0000,nan,nan,1,0,799
1429,42870.0,G25,G,-26938.2229,-85.924241,0.0000,0.0000,32.902,20000.0000,nan,nan,1,0,800
1430,42900.0,G25,G,-26998.1622,-86.118017,0.0000,0.0000,33.096,20000.0000,nan,nan,1,0,801
1431,42930.0,G15,G,-14620.9765,-60.534134,0.0000,0.0000,15.398,20000.0000,nan,1.0000,40,1,802
1431,42930.0,G25,G,-27058.0825,-85.911689,0.0000,0.0000,33.289,20000.0000,nan,nan,1,0,803
1432,42960.0,G25,G,-27112.1481,-86.400210,0.0000,0.0000,33.482,20000.0000,nan,nan,1,0,804
1433,42990.0,G25,G,-27167.6917,-86.901249,0.0000,0.0000,33.675,20000.0000,nan,nan,1,0,805
1434,43020.0,G25,G,-27221.4750,-86.701867,0.0000,0.0000,33.868,20000.0000,nan,nan,1,0,806
1435,43050.0,G25,G,-27281.6205,-86.056431,0.0000,0.0000,34.060,20000.0000,nan,nan,1,0,807
1436,43080.0,G15,G,-14845.9417,-59.592545,0.0000,0.0000,16.054,20000.0000,nan,1.0000,5,1,808
1436,43080.0,G25,G,-27337.9347,-86.157273,0.0000,0.0000,34.252,20000.0000,nan,nan,1,0,809
1437,43110.0,G15,G,-14639.6855,-58.062441,0.0000,0.0000,16.186,20000.0000,nan,nan,1,0,810
1437,43110.0,G25,G,-27393.2658,-86.646844,0.0000,0.0000,34.444,20000.0000,nan,nan,1,0,811
1439,43170.0,G15,G,-14718.4290,-56.407838,0.0000,0.0000,16.453,20000.0000,nan,1.0000,2,0,812
1439,43170.0,G25,G,-27493.3190,-86.075158,0.0000,0.0000,34.826,20000.0000,nan,1.0000,2,0,813
1440,43200.0,G25,G,-27543.6929,-86.065845,0.0000,0.0000,35.017,20000.0000,nan,nan,1,0,814
1441,43230.0,G25,G,-27593.9780,-86.256596,0.0000,0.0000,35.207,20000.0000,nan,nan,1,0,815
1447,43410.0,G15,G,-15075.3502,-60.750904,0.0000,0.0000,17.540,656.9267,40.9655,0.8571,8,1,816
1448,43440.0,G15,G,-5367.1950,-20.396931,0.0000,0.0000,17.678,20000.0000,nan,nan,1,0,817
1449,43470.0,G15,G,-5418.1525,-20.613903,0.0000,0.0000,17.816,20000.0000,nan,nan,1,0,818
1450,43500.0,G15,G,-5474.2637,-20.451430,0.0000,0.0000,17.955,20000.0000,nan,nan,1,0,819
1451,43530.0,G15,G,-5531.1330,-20.203758,0.0000,0.0000,18.095,20000.0000,nan,nan,1,0,820
1453,43590.0,G15,G,-5634.2595,-21.234089,0.0000,0.0000,18.375,41.6463,2.6428,0.0000,2,0,821
1455,43650.0,G15,G,-5732.2544,-19.326912,0.0000,0.0000,18.658,20000.0000,nan,1.0000,2,0,822
1456,43680.0,G15,G,-5794.8420,-19.513346,0.0000,0.0000,18.799,20000.0000,nan,nan,1,0,823
1458,43740.0,G15,G,-5879.9698,-18.672072,0.0000,0.0000,19.085,20000.0000,nan,1.0000,2,0,824
1459,43770.0,G15,G,-5935.7132,-18.646466,0.0000,0.0000,19.228,20000.0000,nan,nan,1,0,825
1460,43800.0,G15,G,-5993.7591,-18.985342,0.0000,0.0000,19.372,20000.0000,nan,nan,1,0,826
1461,43830.0,G15,G,-6050.3461,-19.423233,0.0000,0.0000,19.516,20000.0000,nan,nan,1,0,827
1464,43920.0,G15,G,-6174.9123,-19.575497,0.0000,0.0000,19.952,20000.0000,nan,1.0000,3,0,828
1478,44340.0,G15,G,-6680.4402,-19.823024,0.0000,0.0000,22.041,20000.0000,nan,1.0000,14,1,829
1478,44340.0,G29,G,-11734.5481,-48.272578,0.0000,0.0000,15.109,20000.0000,nan,nan,32,0,830
1480,44400.0,G15,G,-6770.5759,-21.037487,0.0000,0.0000,22.347,20000.0000,nan,1.0000,2,0,831
1480,44400.0,G29,G,-11834.4523,-48.047623,0.0000,0.0000,15.360,20000.0000,nan,1.0000,2,0,832
1481,44430.0,G29,G,-11887.3032,-49.124277,0.0000,0.0000,15.487,20000.0000,nan,nan,1,0,833
1482,44460.0,G15,G,-6860.8734,-19.013180,0.0000,0.0000,22.654,20000.0000,nan,1.0000,2,0,834
1483,44490.0,G15,G,-6918.8432,-18.953802,0.0000,0.0000,22.809,20000.0000,nan,nan,1,0,835
1483,44490.0,G29,G,-11990.5788,-48.160971,0.0000,0.0000,15.741,20000.0000,nan,1.0000,2,0,836
1484,44520.0,G15,G,-6982.7756,-19.472440,0.0000,0.0000,22.964,20000.0000,nan,nan,1,0,837
1484,44520.0,G29,G,-12051.9960,-47.522889,0.0000,0.0000,15.869,20000.0000,nan,nan,1,0,838
1485,44550.0,G13,G,-7623.9765,-34.763742,0.0000,0.0000,19.047,42.6387,31.1567,0.9000,821,1,839
1485,44550.0,G15,G,-7034.4942,-20.206014,0.0000,0.0000,23.119,20000.0000,nan,nan,1,0,840
1485,44550.0,G29,G,-12107.7521,-48.139109,0.0000,0.0000,15.997,20000.0000,nan,nan,1,0,841
1486,44580.0,G29,G,-12181.2181,-48.777486,0.0000,0.0000,16.126,20000.0000,nan,nan,1,0,842
1487,44610.0,G13,G,-7723.8806,-33.126174,0.0000,0.0000,19.245,19999.9876,nan,1.0000,2,0,843
1487,44610.0,G15,G,-7124.7791,-19.636399,0.0000,0.0000,23.431,20000.0000,nan,1.0000,2,0,844
1487,44610.0,G29,G,-12240.7483,-48.644040,0.0000,0.0000,16.255,20000.0000,nan,nan,1,0,845
1488,44640.0,G13,G,-7784.4955,-34.503010,0.0000,0.0000,19.344,20000.0000,nan,nan,1,0,846
1488,44640.0,G15,G,-7182.8218,-20.271465,0.0000,0.0000,23.588,20000.0000,nan,nan,1,0,847
1488,44640.0,G29,G,-12312.8569,-48.881132,0.0000,0.0000,16.385,20000.0000,nan,nan,1,0,848
1489,44670.0,G29,G,-12378.5939,-48.691006,0.0000,0.0000,16.515,20000.0000,nan,nan,1,0,849
1490,44700.0,G13,G,-7864.6853,-34.347311,0.0000,0.0000,19.543,20000.0000,nan,1.0000,2,0,850
1490,44700.0,G15,G,-7278.0606,-21.210055,0.0000,0.0000,23.902,20000.0000,nan,1.0000,2,0,851
1490,44700.0,G29,G,-12444.8859,-48.489448,0.0000,0.0000,16.645,20000.0000,nan,nan,1,0,852
1491,44730.0,G29,G,-12511.3491,-48.990177,0.0000,0.0000,16.776,20000.0000,nan,nan,1,0,853
1492,44760.0,G15,G,-7379.0177,-19.535606,0.0000,0.0000,24.219,20000.0000,nan,1.0000,2,0,854
1492,44760.0,G29,G,-12576.9497,-49.375906,0.0000,0.0000,16.907,20000.0000,nan,nan,1,0,855
1493,44790.0,G13,G,-8005.1886,-34.590765,0.0000,0.0000,19.844,19999.9882,nan,1.0000,3,0,856
1493,44790.0,G29,G,-12633.3369,-49.971193,0.0000,0.0000,17.039,20000.0000,nan,nan,1,0,857
1494,44820.0,G15,G,-7481.9952,-19.650032,0.0000,0.0000,24.537,20000.0000,nan,1.0000,2,0,858
1494,44820.0,G29,G,-12688.1478,-48.875038,0.0000,0.0000,17.171,20000.0000,nan,nan,1,0,859
1495,44850.0,G29,G,-12752.6510,-48.350647,0.0000,0.0000,17.304,20000.0000,nan,nan,1,0,860
1496,44880.0,G15,G,-7583.2187,-18.305718,0.0000,0.0000,24.857,20000.0000,nan,1.0000,2,0,861
1497,44910.0,G15,G,-7637.7061,-19.339249,0.0000,0.0000,25.018,20000.0000,nan,nan,1,0,862
1498,44940.0,G13,G,-8198.1591,-34.648193,0.0000,0.0000,20.349,665.9946,22.8488,0.7500,5,1,863
1498,44940.0,G15,G,-7690.4746,-20.053008,0.0000,0.0000,25.179,20000.0000,nan,nan,1,0,864
1498,44940.0,G29,G,-12907.2234,-49.200411,0.0000,0.0000,17.704,20000.0000,nan,1.0000,3,0,865
1499,44970.0,G13,G,-8253.6392,-34.273688,0.0000,0.0000,20.450,20000.0000,nan,nan,1,0,866
1499,44970.0,G15,G,-7756.3701,-19.635938,0.0000,0.0000,25.340,20000.0000,nan,nan,1,0,867
1499,44970.0,G29,G,-12961.6315,-49.473490,0.0000,0.0000,17.838,20000.0000,nan,nan,1,0,868
1500,45000.0,G13,G,-8307.2766,-34.411894,0.0000,0.0000,20.552,20000.0000,nan,nan,1,0,869
1500,45000.0,G15,G,-7811.7741,-19.604244,0.0000,0.0000,25.502,20000.0000,nan,nan,1,0,870
1500,45000.0,G29,G,-13014.1938,-48.815918,0.0000,0.0000,17.973,20000.0000,nan,nan,1,0,871
1501,45030.0,G13,G,-8357.4127,-34.628092,0.0000,0.0000,20.654,20000.0000,nan,nan,1,0,872
1501,45030.0,G15,G,-7872.3192,-19.448038,0.0000,0.0000,25.665,20000.0000,nan,nan,1,0,873
1501,45030.0,G29,G,-13074.5137,-48.200536,0.0000,0.0000,18.108,20000.0000,nan,nan,1,0,874
1502,45060.0,G13,G,-8412.4963,-34.958890,0.0000,0.0000,20.756,20000.0000,nan,nan,1,0,875
1502,45060.0,G15,G,-7926.8764,-19.770510,0.0000,0.0000,25.827,20000.0000,nan,nan,1,0,876
1502,45060.0,G29,G,-13126.4893,-48.623699,0.0000,0.0000,18.244,20000.0000,nan,nan,1,0,877
1503,45090.0,G13,G,-8463.2572,-34.293925,0.0000,0.0000,20.858,20000.0000,nan,nan,1,0,878
1503,45090.0,G15,G,-7981.8459,-19.218407,0.0000,0.0000,25.990,20000.0000,nan,nan,1,0,879
1503,45090.0,G29,G,-13184.0404,-49.316351,0.0000,0.0000,18.380,20000.0000,nan,nan,1,0,880
1504,45120.0,G13,G,-8516.7360,-34.067927,0.0000,0.0000,20.960,20000.0000,nan,nan,1,0,881
1504,45120.0,G15,G,-8039.9870,-18.852611,0.0000,0.0000,26.154,20000.0000,nan,nan,1,0,882
1504,45120.0,G29,G,-13252.0545,-49.031053,0.0000,0.0000,18.516,20000.0000,nan,nan,1,0,883
1505,45150.0,G13,G,-8569.7233,-34.492224,0.0000,0.0000,21.062,20000.0000,nan,nan,1,0,884
1505,45150.0,G15,G,-8094.6108,-19.351196,0.0000,0.0000,26.318,20000.0000,nan,nan,1,0,885
1505,45150.0,G29,G,-13307.0780,-48.742302,0.0000,0.0000,18.653,20000.0000,nan,nan,1,0,886
1506,45180.0,G13,G,-8628.1054,-34.324844,0.0000,0.0000,21.165,20000.0000,nan,nan,1,0,887
1506,45180.0,G15,G,-8147.8644,-20.101582,0.0000,0.0000,26.483,20000.0000,nan,nan,1,0,888
1506,45180.0,G29,G,-13367.6960,-48.855673,0.0000,0.0000,18.791,20000.0000,nan,nan,1,0,889
1507,45210.0,G13,G,-8680.0017,-33.269321,0.0000,0.0000,21.268,20000.0000,nan,nan,1,0,890
1507,45210.0,G15,G,-8212.9734,-19.344828,0.0000,0.0000,26.647,20000.0000,nan,nan,1,0,891
1507,45210.0,G29,G,-13425.8624,-49.141419,0.0000,0.0000,18.929,20000.0000,nan,nan,1,0,892
1508,45240.0,G13,G,-8732.7987,-33.790540,0.0000,0.0000,21.370,20000.0000,nan,nan,1,0,893
1508,45240.0,G15,G,-8274.1370,-19.951038,0.0000,0.0000,26.813,20000.0000,nan,nan,1,0,894
1508,45240.0,G29,G,-13487.4351,-49.363321,0.0000,0.0000,19.067,20000.0000,nan,nan,1,0,895
1509,45270.0,G15,G,-8329.0145,-19.824163,0.0000,0.0000,26.978,20000.0000,nan,nan,1,0,896
1509,45270.0,G29,G,-13550.5936,-48.305122,0.0000,0.0000,19.206,20000.0000,nan,nan,1,0,897
1510,45300.0,G15,G,-8387.3141,-19.588438,0.0000,0.0000,27.144,20000.0000,nan,nan,1,0,898
1510,45300.0,G29,G,-13616.5684,-48.608724,0.0000,0.0000,19.345,20000.0000,nan,nan,1,0,899
1511,45330.0,G13,G,-8888.8458,-33.981076,0.0000,0.0000,21.679,20000.0000,nan,1.0000,3,0,900
1511,45330.0,G15,G,-8451.1386,-19.316152,0.0000,0.0000,27.311,20000.0000,nan,nan,1,0,901
1511,45330.0,G29,G,-13679.9870,-48.556719,0.0000,0.0000,19.485,20000.0000,nan,nan,1,0,902
1512,45360.0,G13,G,-8942.6767,-34.077620,0.0000,0.0000,21.783,20000.0000,nan,nan,1,0,903
1512,45360.0,G29,G,-13739.1366,-48.808223,0.0000,0.0000,19.625,20000.0000,nan,nan,1,0,904
1513,45390.0,G13,G,-9001.5568,-34.901834,0.0000,0.0000,21.886,20000.0000,nan,nan,1,0,905
1513,45390.0,G15,G,-8547.0593,-18.780048,0.0000,0.0000,27.645,20000.0000,nan,1.0000,2,0,906
1513,45390.0,G29,G,-13799.9195,-48.726776,0.0000,0.0000,19.765,20000.0000,nan,nan,1,0,907
1514,45420.0,G13,G,-9052.5142,-34.927790,0.0000,0.0000,21.989,20000.0000,nan,nan,1,0,908
1514,45420.0,G15,G,-8603.9730,-18.920064,0.0000,0.0000,27.813,20000.0000,nan,nan,1,0,909
1514,45420.0,G29,G,-13864.6860,-48.795118,0.0000,0.0000,19.906,20000.0000,nan,nan,1,0,910
1515,45450.0,G13,G,-9109.2376,-35.010309,0.0000,0.0000,22.093,20000.0000,nan,nan,1,0,911
1515,45450.0,G29,G,-13915.1106,-49.010707,0.0000,0.0000,20.048,20000.0000,nan,nan,1,0,912
1516,45480.0,G15,G,-8712.5926,-19.401929,0.0000,0.0000,28.149,20000.0000,nan,1.0000,2,0,913
1517,45510.0,G15,G,-8764.7236,-19.141086,0.0000,0.0000,28.318,20000.0000,nan,nan,1,0,914
1517,45510.0,G29,G,-14025.8584,-49.005116,0.0000,0.0000,20.332,20000.0000,nan,1.0000,2,0,915
1519,45570.0,G15,G,-8863.8032,-19.890804,0.0000,0.0000,28.657,20000.0000,nan,1.0000,2,0,916
1520,45600.0,G13,G,-9344.9353,-33.845137,0.0000,0.0000,22.612,40.5086,20.1760,0.7500,5,1,917
1520,45600.0,G15,G,-8918.3604,-19.244947,0.0000,0.0000,28.827,20000.0000,nan,nan,1,0,918
1520,45600.0,G29,G,-14170.3167,-49.037490,0.0000,0.0000,20.761,20000.0000,nan,1.0000,3,0,919
1522,45660.0,G15,G,-9023.4025,-19.470035,0.0000,0.0000,29.169,20000.0000,nan,1.0000,2,0,920
1523,45690.0,G15,G,-9075.9838,-18.680016,0.0000,0.0000,29.340,20000.0000,nan,nan,1,0,921
1524,45720.0,G15,G,-9128.7522,-19.553635,0.0000,0.0000,29.512,20000.0000,nan,nan,1,0,922
1525,45750.0,G13,G,-9562.8343,-34.329397,0.0000,0.0000,23.133,20000.0000,nan,1.0000,5,1,923
1525,45750.0,G15,G,-9185.5232,-19.782701,0.0000,0.0000,29.684,20000.0000,nan,nan,1,0,924
1526,45780.0,G15,G,-9238.5739,-20.121726,0.0000,0.0000,29.856,20000.0000,nan,nan,1,0,925
1527,45810.0,G15,G,-9295.6144,-20.249831,0.0000,0.0000,30.029,20000.0000,nan,nan,1,0,926
1528,45840.0,G15,G,-9347.2474,-19.237709,0.0000,0.0000,30.202,20000.0000,nan,nan,1,0,927
1529,45870.0,G29,G,-14546.9903,-47.668925,0.0000,0.0000,22.074,20000.0000,nan,1.0000,9,1,928
1530,45900.0,G13,G,-9791.9130,-34.794331,0.0000,0.0000,23.654,19999.7037,nan,1.0000,5,1,929
1530,45900.0,G15,G,-9450.3802,-19.656407,0.0000,0.0000,30.549,20000.0000,nan,1.0000,2,0,930
1530,45900.0,G29,G,-14600.4787,-48.045986,0.0000,0.0000,22.223,20000.0000,nan,nan,1,0,931
1531,45930.0,G15,G,-9502.5873,-19.068456,0.0000,0.0000,30.723,20000.0000,nan,nan,1,0,932
1532,45960.0,G13,G,-9890.4597,-34.173302,0.0000,0.0000,23.863,682.6857,25.7942,0.0000,2,0,933
1532,45960.0,G15,G,-9556.1518,-18.978291,0.0000,0.0000,30.898,20000.0000,nan,nan,1,0,934
1532,45960.0,G29,G,-14698.0296,-48.589509,0.0000,0.0000,22.520,682.6898,35.2857,0.0000,2,0,935
1533,45990.0,G29,G,-14750.7219,-48.687217,0.0000,0.0000,22.670,20000.0000,nan,nan,1,0,936
1534,46020.0,G13,G,-9990.5035,-34.714097,0.0000,0.0000,24.072,20000.0000,nan,1.0000,2,0,937
1534,46020.0,G15,G,-9659.2275,-18.865536,0.0000,0.0000,31.248,20000.0000,nan,1.0000,2,0,938
1534,46020.0,G29,G,-14808.4760,-47.959758,0.0000,0.0000,22.820,20000.0000,nan,nan,1,0,939
1535,46050.0,G13,G,-10045.4032,-34.445064,0.0000,0.0000,24.176,20000.0000,nan,nan,1,0,940
1535,46050.0,G29,G,-14862.6653,-47.780874,0.0000,0.0000,22.970,20000.0000,nan,nan,1,0,941
1536,46080.0,G13,G,-10097.2392,-33.633165,0.0000,0.0000,24.280,20000.0000,nan,nan,1,0,942
1536,46080.0,G15,G,-9764.4409,-19.231481,0.0000,0.0000,31.600,20000.0000,nan,1.0000,2,0,943
1536,46080.0,G29,G,-14920.2228,-47.176279,0.0000,0.0000,23.121,20000.0000,nan,nan,1,0,944
1537,46110.0,G13,G,-10148.5899,-34.280711,0.0000,0.0000,24.384,20000.0000,nan,nan,1,0,945
1537,46110.0,G29,G,-14986.6226,-47.977812,0.0000,0.0000,23.273,20000.0000,nan,nan,1,0,946
1538,46140.0,G15,G,-9861.5795,-19.502319,0.0000,0.0000,31.953,20000.0000,nan,1.0000,2,0,947
1538,46140.0,G29,G,-15044.3260,-48.714445,0.0000,0.0000,23.424,20000.0000,nan,nan,1,0,948
1539,46170.0,G29,G,-15103.9957,-48.462329,0.0000,0.0000,23.577,20000.0000,nan,nan,1,0,949
1540,46200.0,G13,G,-10300.2794,-34.680937,0.0000,0.0000,24.697,20000.0000,nan,1.0000,3,0,950
