SOD,X,Y,Z
16530.0,1337935.5258,6070317.1286,1427877.5051
16560.0,1337935.5257,6070317.1286,1427877.5052
16590.0,1337935.5256,6070317.1286,1427877.5052
16620.0,1337935.5255,6070317.1286,1427877.5052
16650.0,1337935.5254,6070317.1286,1427877.5052
16680.0,1337935.5253,6070317.1287,1427877.5052
16710.0,1337935.5252,6070317.1288,1427877.5053
16740.0,1337935.5251,6070317.1289,1427877.5053
16770.0,1337935.525,6070317.129,1427877.5053
16800.0,1337935.5249,6070317.1291,1427877.5053
16830.0,1337935.5249,6070317.1292,1427877.5052
16860.0,1337935.5249,6070317.1293,1427877.5052
16890.0,1337935.5249,6070317.1294,1427877.5052
16920.0,1337935.5248,6070317.1294,1427877.5051
16950.0,1337935.5248,6070317.1295,1427877.505
16980.0,1337935.5247,6070317.1295,1427877.5049
17010.0,1337935.5246,6070317.1294,1427877.5049
17040.0,1337935.5246,6070317.1294,1427877.5049
17070.0,1337935.5245,6070317.1293,1427877.5049
17100.0,1337935.5243,6070317.1294,1427877.505
17130.0,1337935.5242,6070317.1295,1427877.5051
17160.0,1337935.524,6070317.1295,1427877.5051
17190.0,1337935.5239,6070317.1294,1427877.5051
17220.0,1337935.5239,6070317.1294,1427877.5051
17250.0,1337935.5239,6070317.1295,1427877.5052
17280.0,1337935.5239,6070317.1296,1427877.5052
17310.0,1337935.5239,6070317.1297,1427877.5052
17340.0,1337935.5238,6070317.1298,1427877.5052
17370.0,1337935.5238,6070317.1299,1427877.5053
17400.0,1337935.5237,6070317.1299,1427877.5053
17430.0,1337935.5237,6070317.13,1427877.5053
17460.0,1337935.5237,6070317.1301,1427877.5053
17490.0,1337935.5236,6070317.1301,1427877.5053
17520.0,1337935.5235,6070317.1301,1427877.5053
17550.0,1337935.5235,6070317.1301,1427877.5053
17580.0,1337935.5235,6070317.1302,1427877.5053
17610.0,1337935.5235,6070317.1302,1427877.5053
17640.0,1337935.5235,6070317.1301,1427877.5053
17670.0,1337935.5235,6070317.13,1427877.5053
17700.0,1337935.5235,6070317.1298,1427877.5053
17730.0,1337935.5236,6070317.1298,1427877.5053
17760.0,1337935.5236,6070317.1299,1427877.5054
17790.0,1337935.5236,6070317.1299,1427877.5054
17820.0,1337935.5236,6070317.13,1427877.5054
17850.0,1337935.5236,6070317.13,1427877.5055
17880.0,1337935.5236,6070317.13,1427877.5055
17910.0,1337935.5235,6070317.1301,1427877.5055
17940.0,1337935.5235,6070317.1302,1427877.5056
17970.0,1337935.5235,6070317.1303,1427877.5056
18000.0,1337935.5234,6070317.1304,1427877.5056
18030.0,1337935.5234,6070317.1304,1427877.5057
18060.0,1337935.5233,6070317.1305,1427877.5057
18090.0,1337935.5233,6070317.1306,1427877.5057
18120.0,1337935.5233,6070317.1306,1427877.5057
18150.0,1337935.5233,6070317.1307,1427877.5057
18180.0,1337935.5233,6070317.1307,1427877.5057
18210.0,1337935.5233,6070317.1307,1427877.5058
18240.0,1337935.5233,6070317.1307,1427877.5058
18270.0,1337935.5233,6070317.1307,1427877.5058
18300.0,1337935.5233,6070317.1307,1427877.5058
18330.0,1337935.5233,6070317.1306,1427877.5058
18360.0,1337935.5233,6070317.1307,1427877.5058
18390.0,1337935.5232,6070317.1307,1427877.5058
18420.0,1337935.5232,6070317.1307,1427877.5058
18450.0,1337935.5232,6070317.1309,1427877.5059
18480.0,1337935.5232,6070317.131,1427877.5059
18510.0,1337935.5232,6070317.1311,1427877.5059
18540.0,1337935.5231,6070317.1313,1427877.506
18570.0,1337935.5231,6070317.1314,1427877.506
18600.0,1337935.5232,6070317.1315,1427877.5061
18630.0,1337935.5232,6070317.1316,1427877.5061
18660.0,1337935.5234,6070317.1316,1427877.506
18690.0,1337935.5235,6070317.1316,1427877.506
18720.0,1337935.5236,6070317.1317,1427877.5061
18750.0,1337935.5236,6070317.1318,1427877.5061
18780.0,1337935.5236,6070317.1319,1427877.5061
18810.0,1337935.5237,6070317.1319,1427877.5062
18840.0,1337935.5237,6070317.132,1427877.5062
18870.0,1337935.5238,6070317.1321,1427877.5063
18900.0,1337935.5239,6070317.1322,1427877.5063
18930.0,1337935.5239,6070317.1323,1427877.5063
18960.0,1337935.524,6070317.1323,1427877.5064
18990.0,1337935.524,6070317.1325,1427877.5064
19020.0,1337935.524,6070317.1325,1427877.5065
19050.0,1337935.524,6070317.1326,1427877.5065
19080.0,1337935.524,6070317.1327,1427877.5065
19110.0,1337935.524,6070317.1328,1427877.5066
19140.0,1337935.5241,6070317.1328,1427877.5066
19170.0,1337935.5241,6070317.1327,1427877.5066
19200.0,1337935.5242,6070317.1328,1427877.5066
19230.0,1337935.5242,6070317.1328,1427877.5066
19260.0,1337935.5242,6070317.1327,1427877.5066
19290.0,1337935.5242,6070317.1327,1427877.5066
19320.0,1337935.5242,6070317.1326,1427877.5066
19350.0,1337935.5243,6070317.1325,1427877.5066
19380.0,1337935.5243,6070317.1324,1427877.5066
19410.0,1337935.5243,6070317.1325,1427877.5067
19440.0,1337935.5244,6070317.1324,1427877.5066
19470.0,1337935.5245,6070317.1324,1427877.5067
19500.0,1337935.5246,6070317.1324,1427877.5067
19530.0,1337935.5246,6070317.1323,1427877.5067
19560.0,1337935.5247,6070317.1325,1427877.5068
19590.0,1337935.5248,6070317.1327,1427877.5068
19620.0,1337935.525,6070317.1332,1427877.507
19650.0,1337935.5252,6070317.1336,1427877.5071
19680.0,1337935.5253,6070317.1339,1427877.5072
19710.0,1337935.5254,6070317.134,1427877.5073
19740.0,1337935.5255,6070317.1343,1427877.5074
19770.0,1337935.5256,6070317.1345,1427877.5075
19800.0,1337935.5256,6070317.1347,1427877.5076
19830.0,1337935.5257,6070317.1347,1427877.5077
19860.0,1337935.5258,6070317.1347,1427877.5077
19890.0,1337935.5258,6070317.1346,1427877.5078
19920.0,1337935.5259,6070317.1347,1427877.5078
19950.0,1337935.5259,6070317.1346,1427877.5079
19980.0,1337935.5259,6070317.1345,1427877.5078
20010.0,1337935.5259,6070317.1343,1427877.5078
20040.0,1337935.5259,6070317.1342,1427877.5078
20070.0,1337935.5259,6070317.134,1427877.5077
20100.0,1337935.526,6070317.1339,1427877.5077
20130.0,1337935.526,6070317.1339,1427877.5077
20160.0,1337935.5261,6070317.1338,1427877.5077
20190.0,1337935.5261,6070317.1336,1427877.5076
20220.0,1337935.5262,6070317.1337,1427877.5076
20250.0,1337935.5264,6070317.1335,1427877.5076
20280.0,1337935.5265,6070317.1338,1427877.5077
20310.0,1337935.5267,6070317.1341,1427877.5079
20340.0,1337935.5268,6070317.1344,1427877.508
20370.0,1337935.527,6070317.1348,1427877.5082
20400.0,1337935.5272,6070317.1355,1427877.5084
20430.0,1337935.5273,6070317.1358,1427877.5085
20460.0,1337935.5274,6070317.1364,1427877.5088
20490.0,1337935.5274,6070317.1362,1427877.5088
20520.0,1337935.5274,6070317.1361,1427877.5088
20550.0,1337935.5274,6070317.1362,1427877.5089
20580.0,1337935.5274,6070317.1362,1427877.5089
20610.0,1337935.5274,6070317.1362,1427877.509
20640.0,1337935.5275,6070317.1362,1427877.5091
20670.0,1337935.5275,6070317.1363,1427877.5092
20700.0,1337935.5276,6070317.1364,1427877.5092
20730.0,1337935.5276,6070317.1364,1427877.5093
20760.0,1337935.5277,6070317.1365,1427877.5094
20790.0,1337935.5278,6070317.1364,1427877.5094
20820.0,1337935.5278,6070317.1363,1427877.5095
20850.0,1337935.528,6070317.1363,1427877.5095
20880.0,1337935.5281,6070317.1362,1427877.5096
20910.0,1337935.5282,6070317.136,1427877.5097
20940.0,1337935.5283,6070317.1359,1427877.5097
20970.0,1337935.5283,6070317.1357,1427877.5097
21000.0,1337935.5283,6070317.1356,1427877.5097
21030.0,1337935.5284,6070317.1355,1427877.5098
21060.0,1337935.5284,6070317.1354,1427877.5098
21090.0,1337935.5284,6070317.1353,1427877.5097
21120.0,1337935.5285,6070317.1353,1427877.5097
21150.0,1337935.5285,6070317.1352,1427877.5097
21180.0,1337935.5285,6070317.1352,1427877.5097
21210.0,1337935.5284,6070317.135,1427877.5097
21240.0,1337935.5284,6070317.1348,1427877.5097
21270.0,1337935.5285,6070317.1346,1427877.5096
21300.0,1337935.5285,6070317.1344,1427877.5096
21330.0,1337935.5285,6070317.1342,1427877.5096
21360.0,1337935.5285,6070317.1341,1427877.5095
21390.0,1337935.5284,6070317.134,1427877.5095
21420.0,1337935.5284,6070317.1339,1427877.5095
21450.0,1337935.5283,6070317.1337,1427877.5095
21480.0,1337935.5282,6070317.1336,1427877.5095
21510.0,1337935.5282,6070317.1337,1427877.5095
21540.0,1337935.5282,6070317.1338,1427877.5095
21570.0,1337935.5281,6070317.1338,1427877.5096
21600.0,1337935.5281,6070317.1339,1427877.5096
21630.0,1337935.5282,6070317.1339,1427877.5096
21660.0,1337935.5282,6070317.1341,1427877.5096
21690.0,1337935.5282,6070317.1341,1427877.5097
21720.0,1337935.5282,6070317.1343,1427877.5097
21750.0,1337935.5282,6070317.1344,1427877.5098
21780.0,1337935.5281,6070317.1342,1427877.5098
21810.0,1337935.528,6070317.1341,1427877.5098
21840.0,1337935.5278,6070317.134,1427877.5098
21870.0,1337935.5278,6070317.1338,1427877.5098
21900.0,1337935.5277,6070317.1338,1427877.5098
21930.0,1337935.5277,6070317.1337,1427877.5097
21960.0,1337935.5276,6070317.1336,1427877.5097
21990.0,1337935.5276,6070317.1335,1427877.5097
22020.0,1337935.5276,6070317.1334,1427877.5097
22050.0,1337935.5275,6070317.1333,1427877.5097
22080.0,1337935.5275,6070317.1333,1427877.5097
22110.0,1337935.5274,6070317.1332,1427877.5097
22140.0,1337935.5274,6070317.1331,1427877.5097
22170.0,1337935.5273,6070317.133,1427877.5097
22200.0,1337935.5272,6070317.133,1427877.5097
22230.0,1337935.5271,6070317.1329,1427877.5097
22260.0,1337935.5269,6070317.1329,1427877.5097
22290.0,1337935.5267,6070317.1328,1427877.5097
22320.0,1337935.5266,6070317.1328,1427877.5097
22350.0,1337935.5264,6070317.1328,1427877.5098
22380.0,1337935.5263,6070317.1328,1427877.5098
22410.0,1337935.5261,6070317.1328,1427877.5098
22440.0,1337935.526,6070317.1328,1427877.5098
22470.0,1337935.5258,6070317.1328,1427877.5098
22500.0,1337935.5257,6070317.1328,1427877.5099
22530.0,1337935.5255,6070317.1327,1427877.5099
22560.0,1337935.5255,6070317.1327,1427877.5099
22590.0,1337935.5254,6070317.1327,1427877.5099
22620.0,1337935.5253,6070317.1327,1427877.5099
22650.0,1337935.5251,6070317.1327,1427877.5099
22680.0,1337935.525,6070317.1326,1427877.51
22710.0,1337935.5249,6070317.1326,1427877.51
22740.0,1337935.5247,6070317.1326,1427877.51
22770.0,1337935.5246,6070317.1326,1427877.51
22800.0,1337935.5247,6070317.1326,1427877.51
22830.0,1337935.5247,6070317.1327,1427877.51
22860.0,1337935.5248,6070317.1327,1427877.5101
22890.0,1337935.5249,6070317.1328,1427877.5101
22920.0,1337935.5249,6070317.1328,1427877.5101
22950.0,1337935.525,6070317.1329,1427877.5101
22980.0,1337935.5251,6070317.1329,1427877.5101
23010.0,1337935.5253,6070317.133,1427877.5101
23040.0,1337935.5254,6070317.133,1427877.5102
23070.0,1337935.5254,6070317.1331,1427877.5102
23100.0,1337935.5254,6070317.1331,1427877.5102
23130.0,1337935.5254,6070317.1331,1427877.5102
23160.0,1337935.5254,6070317.1332,1427877.5102
23190.0,1337935.5255,6070317.1333,1427877.5103
23220.0,1337935.5254,6070317.1334,1427877.5103
23250.0,1337935.5254,6070317.1335,1427877.5104
23280.0,1337935.5255,6070317.1336,1427877.5104
23310.0,1337935.5255,6070317.1337,1427877.5105
23340.0,1337935.5255,6070317.1338,1427877.5105
23370.0,1337935.5256,6070317.1339,1427877.5105
23400.0,1337935.5257,6070317.134,1427877.5106
23430.0,1337935.5258,6070317.1341,1427877.5106
23460.0,1337935.526,6070317.1342,1427877.5106
23490.0,1337935.5261,6070317.1343,1427877.5106
23520.0,1337935.5261,6070317.1344,1427877.5107
23550.0,1337935.5262,6070317.1345,1427877.5107
23580.0,1337935.5263,6070317.1345,1427877.5107
23610.0,1337935.5263,6070317.1345,1427877.5107
23640.0,1337935.5263,6070317.1346,1427877.5108
23670.0,1337935.5261,6070317.1346,1427877.5108
23700.0,1337935.526,6070317.1346,1427877.5108
23730.0,1337935.526,6070317.1346,1427877.5108
23760.0,1337935.526,6070317.1346,1427877.5108
23790.0,1337935.526,6070317.1347,1427877.5108
23820.0,1337935.5261,6070317.1347,1427877.5108
23850.0,1337935.5262,6070317.1347,1427877.5108
23880.0,1337935.5263,6070317.1347,1427877.5108
23910.0,1337935.5263,6070317.1347,1427877.5108
23940.0,1337935.5262,6070317.1347,1427877.5108
23970.0,1337935.5262,6070317.1347,1427877.5109
24000.0,1337935.5261,6070317.1347,1427877.5108
24030.0,1337935.5261,6070317.1347,1427877.5108
24060.0,1337935.5261,6070317.1347,1427877.5108
24090.0,1337935.5261,6070317.1347,1427877.5108
24120.0,1337935.5261,6070317.1347,1427877.5108
24150.0,1337935.5261,6070317.1346,1427877.5108
24180.0,1337935.526,6070317.1346,1427877.5108
24210.0,1337935.5261,6070317.1345,1427877.5107
24240.0,1337935.5262,6070317.1345,1427877.5107
24270.0,1337935.5264,6070317.1346,1427877.5108
24300.0,1337935.5265,6070317.1347,1427877.5108
24330.0,1337935.5267,6070317.1347,1427877.5108
24360.0,1337935.5269,6070317.1348,1427877.5108
24390.0,1337935.5271,6070317.135,1427877.5108
24420.0,1337935.5274,6070317.1351,1427877.5109
24450.0,1337935.5276,6070317.1353,1427877.5109
24480.0,1337935.5278,6070317.1354,1427877.5109
24510.0,1337935.5279,6070317.1354,1427877.5109
24540.0,1337935.528,6070317.1353,1427877.5109
24570.0,1337935.5281,6070317.1353,1427877.5109
24600.0,1337935.5283,6070317.1354,1427877.5109
24630.0,1337935.5284,6070317.1353,1427877.5109
24660.0,1337935.5285,6070317.1353,1427877.5108
24690.0,1337935.5285,6070317.1351,1427877.5108
24720.0,1337935.5286,6070317.135,1427877.5108
24750.0,1337935.5286,6070317.135,1427877.5108
24780.0,1337935.5286,6070317.1349,1427877.5108
24810.0,1337935.5286,6070317.1349,1427877.5107
24840.0,1337935.5287,6070317.1349,1427877.5107
24870.0,1337935.5287,6070317.1349,1427877.5107
24900.0,1337935.5288,6070317.1349,1427877.5107
24930.0,1337935.5289,6070317.135,1427877.5107
24960.0,1337935.529,6070317.135,1427877.5107
24990.0,1337935.5291,6070317.1351,1427877.5107
25020.0,1337935.5293,6070317.1353,1427877.5107
25050.0,1337935.5294,6070317.1353,1427877.5108
25080.0,1337935.5295,6070317.1352,1427877.5107
25110.0,1337935.5296,6070317.1351,1427877.5107
25140.0,1337935.5298,6070317.135,1427877.5106
25170.0,1337935.5299,6070317.1348,1427877.5106
25200.0,1337935.53,6070317.1346,1427877.5105
25230.0,1337935.5301,6070317.1344,1427877.5104
25260.0,1337935.5302,6070317.1342,1427877.5104
25290.0,1337935.5302,6070317.134,1427877.5103
25320.0,1337935.5303,6070317.1339,1427877.5102
25350.0,1337935.5303,6070317.1337,1427877.5102
25380.0,1337935.5303,6070317.1335,1427877.5101
25410.0,1337935.5304,6070317.1334,1427877.5101
25440.0,1337935.5305,6070317.1333,1427877.5101
25470.0,1337935.5306,6070317.1332,1427877.51
25500.0,1337935.5307,6070317.1333,1427877.51
25530.0,1337935.5308,6070317.1333,1427877.51
25560.0,1337935.5309,6070317.1333,1427877.51
25590.0,1337935.531,6070317.1333,1427877.51
25620.0,1337935.5311,6070317.1333,1427877.51
25650.0,1337935.5311,6070317.1333,1427877.5099
25680.0,1337935.5312,6070317.1332,1427877.5099
25710.0,1337935.5312,6070317.1333,1427877.5099
25740.0,1337935.5313,6070317.1333,1427877.5099
25770.0,1337935.5314,6070317.1333,1427877.5099
25800.0,1337935.5315,6070317.1333,1427877.5099
25830.0,1337935.5316,6070317.1332,1427877.5098
25860.0,1337935.5316,6070317.1331,1427877.5098
25890.0,1337935.5316,6070317.1329,1427877.5097
25920.0,1337935.5316,6070317.1327,1427877.5096
25950.0,1337935.5316,6070317.1326,1427877.5096
25980.0,1337935.5316,6070317.1326,1427877.5096
26010.0,1337935.5316,6070317.1326,1427877.5095
26040.0,1337935.5317,6070317.1326,1427877.5095
26070.0,1337935.5317,6070317.1325,1427877.5095
26100.0,1337935.5318,6070317.1325,1427877.5095
26130.0,1337935.5318,6070317.1324,1427877.5095
26160.0,1337935.5319,6070317.1323,1427877.5094
26190.0,1337935.5318,6070317.1322,1427877.5094
26220.0,1337935.5318,6070317.1321,1427877.5094
26250.0,1337935.5318,6070317.132,1427877.5093
26280.0,1337935.5318,6070317.1318,1427877.5093
26310.0,1337935.5319,6070317.1317,1427877.5092
26340.0,1337935.5319,6070317.1315,1427877.5092
26370.0,1337935.5319,6070317.1314,1427877.5091
26400.0,1337935.5319,6070317.1313,1427877.5091
26430.0,1337935.5319,6070317.1312,1427877.5091
26460.0,1337935.5319,6070317.1311,1427877.5091
26490.0,1337935.5318,6070317.131,1427877.509
26520.0,1337935.5318,6070317.1308,1427877.509
26550.0,1337935.5318,6070317.1307,1427877.509
26580.0,1337935.5318,6070317.1306,1427877.5089
26610.0,1337935.5318,6070317.1305,1427877.5089
26640.0,1337935.5319,6070317.1304,1427877.5089
26670.0,1337935.5319,6070317.1303,1427877.5089
26700.0,1337935.5319,6070317.1303,1427877.5088
26730.0,1337935.532,6070317.1303,1427877.5089
26760.0,1337935.532,6070317.1303,1427877.5089
26790.0,1337935.5321,6070317.1303,1427877.5088
26820.0,1337935.5322,6070317.1303,1427877.5088
26850.0,1337935.5323,6070317.1303,1427877.5088
26880.0,1337935.5324,6070317.1302,1427877.5088
26910.0,1337935.5325,6070317.1302,1427877.5087
26940.0,1337935.5326,6070317.1302,1427877.5087
26970.0,1337935.5327,6070317.1302,1427877.5087
27000.0,1337935.5328,6070317.1302,1427877.5087
27030.0,1337935.5329,6070317.1301,1427877.5087
27060.0,1337935.5329,6070317.1301,1427877.5087
27090.0,1337935.533,6070317.1301,1427877.5087
27120.0,1337935.533,6070317.1301,1427877.5087
27150.0,1337935.533,6070317.13,1427877.5087
27180.0,1337935.533,6070317.1301,1427877.5087
27210.0,1337935.5331,6070317.13,1427877.5087
27240.0,1337935.5331,6070317.13,1427877.5087
27270.0,1337935.5331,6070317.13,1427877.5087
27300.0,1337935.5331,6070317.1299,1427877.5086
27330.0,1337935.5332,6070317.1298,1427877.5086
27360.0,1337935.5333,6070317.1298,1427877.5086
27390.0,1337935.5335,6070317.1297,1427877.5086
27420.0,1337935.5336,6070317.1297,1427877.5085
27450.0,1337935.5337,6070317.1297,1427877.5086
27480.0,1337935.5338,6070317.1297,1427877.5086
27510.0,1337935.534,6070317.1297,1427877.5086
27540.0,1337935.5341,6070317.1298,1427877.5086
27570.0,1337935.5342,6070317.1298,1427877.5086
27600.0,1337935.5344,6070317.1299,1427877.5086
27630.0,1337935.5345,6070317.1299,1427877.5086
27660.0,1337935.5346,6070317.1299,1427877.5086
27690.0,1337935.5347,6070317.1299,1427877.5086
27720.0,1337935.5348,6070317.1299,1427877.5087
27750.0,1337935.5349,6070317.1298,1427877.5087
27780.0,1337935.5351,6070317.1298,1427877.5087
27810.0,1337935.5352,6070317.1297,1427877.5087
27840.0,1337935.5353,6070317.1297,1427877.5087
27870.0,1337935.5353,6070317.1296,1427877.5087
27900.0,1337935.5354,6070317.1295,1427877.5086
27930.0,1337935.5354,6070317.1294,1427877.5086
27960.0,1337935.5354,6070317.1293,1427877.5086
27990.0,1337935.5354,6070317.1292,1427877.5086
28020.0,1337935.5355,6070317.1291,1427877.5086
28050.0,1337935.5355,6070317.1291,1427877.5086
28080.0,1337935.5356,6070317.129,1427877.5085
28110.0,1337935.5356,6070317.129,1427877.5085
28140.0,1337935.5357,6070317.129,1427877.5085
28170.0,1337935.5357,6070317.1291,1427877.5086
28200.0,1337935.5358,6070317.1292,1427877.5086
28230.0,1337935.5358,6070317.1292,1427877.5086
28260.0,1337935.5358,6070317.1293,1427877.5086
28290.0,1337935.5359,6070317.1294,1427877.5087
28320.0,1337935.5359,6070317.1294,1427877.5087
28350.0,1337935.536,6070317.1295,1427877.5087
28380.0,1337935.536,6070317.1296,1427877.5087
28410.0,1337935.536,6070317.1296,1427877.5088
28440.0,1337935.5361,6070317.1297,1427877.5088
28470.0,1337935.5361,6070317.1297,1427877.5088
28500.0,1337935.5361,6070317.1297,1427877.5088
28530.0,1337935.5361,6070317.1297,1427877.5088
28560.0,1337935.5362,6070317.1297,1427877.5088
28590.0,1337935.5363,6070317.1297,1427877.5088
28620.0,1337935.5363,6070317.1297,1427877.5088
28650.0,1337935.5364,6070317.1296,1427877.5088
28680.0,1337935.5364,6070317.1296,1427877.5088
28710.0,1337935.5365,6070317.1296,1427877.5088
28740.0,1337935.5365,6070317.1296,1427877.5088
28770.0,1337935.5366,6070317.1297,1427877.5088
28800.0,1337935.5366,6070317.1297,1427877.5088
28830.0,1337935.5367,6070317.1297,1427877.5088
28860.0,1337935.5367,6070317.1297,1427877.5088
28890.0,1337935.5368,6070317.1297,1427877.5088
28920.0,1337935.5368,6070317.1297,1427877.5088
28950.0,1337935.5368,6070317.1298,1427877.5088
28980.0,1337935.5369,6070317.1298,1427877.5088
29010.0,1337935.5369,6070317.1298,1427877.5088
29040.0,1337935.537,6070317.1298,1427877.5088
29070.0,1337935.537,6070317.1298,1427877.5089
29100.0,1337935.5371,6070317.1298,1427877.5089
29130.0,1337935.5371,6070317.1297,1427877.5089
29160.0,1337935.5372,6070317.1297,1427877.5089
29190.0,1337935.5373,6070317.1297,1427877.5089
29220.0,1337935.5374,6070317.1298,1427877.5089
29250.0,1337935.5374,6070317.1298,1427877.5089
29280.0,1337935.5376,6070317.1298,1427877.5089
29310.0,1337935.5377,6070317.1299,1427877.5089
29340.0,1337935.5378,6070317.1299,1427877.5089
29370.0,1337935.5379,6070317.1299,1427877.5089
29400.0,1337935.538,6070317.1299,1427877.5089
29430.0,1337935.5381,6070317.13,1427877.5089
29460.0,1337935.5382,6070317.13,1427877.5089
29490.0,1337935.5383,6070317.13,1427877.5089
29520.0,1337935.5383,6070317.1301,1427877.5089
29550.0,1337935.5384,6070317.1301,1427877.509
29580.0,1337935.5384,6070317.1301,1427877.509
29610.0,1337935.5384,6070317.1302,1427877.509
29640.0,1337935.5384,6070317.1302,1427877.509
29670.0,1337935.5385,6070317.1301,1427877.509
29700.0,1337935.5385,6070317.1301,1427877.509
29730.0,1337935.5386,6070317.1301,1427877.509
29760.0,1337935.5387,6070317.1301,1427877.509
29790.0,1337935.5388,6070317.1302,1427877.509
29820.0,1337935.5388,6070317.1302,1427877.5091
29850.0,1337935.5389,6070317.1303,1427877.5091
29880.0,1337935.5389,6070317.1303,1427877.5091
29910.0,1337935.5389,6070317.1303,1427877.5091
29940.0,1337935.539,6070317.1303,1427877.5091
29970.0,1337935.539,6070317.1303,1427877.5091
30000.0,1337935.5391,6070317.1303,1427877.5091
30030.0,1337935.5391,6070317.1303,1427877.5091
30060.0,1337935.5391,6070317.1303,1427877.5091
30090.0,1337935.5392,6070317.1303,1427877.5091
30120.0,1337935.5392,6070317.1303,1427877.5091
30150.0,1337935.5393,6070317.1304,1427877.5091
30180.0,1337935.5394,6070317.1304,1427877.5091
30210.0,1337935.5394,6070317.1304,1427877.5091
30240.0,1337935.5394,6070317.1304,1427877.5091
30270.0,1337935.5394,6070317.1304,1427877.5091
30300.0,1337935.5395,6070317.1304,1427877.5091
30330.0,1337935.5395,6070317.1304,1427877.5091
30360.0,1337935.5395,6070317.1304,1427877.5091
30390.0,1337935.5396,6070317.1304,1427877.5091
30420.0,1337935.5397,6070317.1304,1427877.5091
30450.0,1337935.5397,6070317.1304,1427877.5091
30480.0,1337935.5398,6070317.1304,1427877.5091
30510.0,1337935.5399,6070317.1305,1427877.5091
30540.0,1337935.5399,6070317.1306,1427877.5092
30570.0,1337935.5399,6070317.1307,1427877.5092
30600.0,1337935.5399,6070317.1308,1427877.5093
30630.0,1337935.54,6070317.1309,1427877.5093
30660.0,1337935.54,6070317.131,1427877.5094
30690.0,1337935.54,6070317.131,1427877.5094
30720.0,1337935.54,6070317.1311,1427877.5094
30750.0,1337935.54,6070317.1311,1427877.5094
30780.0,1337935.54,6070317.1311,1427877.5094
30810.0,1337935.5399,6070317.131,1427877.5094
30840.0,1337935.5399,6070317.131,1427877.5094
30870.0,1337935.54,6070317.131,1427877.5094
30900.0,1337935.54,6070317.1309,1427877.5094
30930.0,1337935.5401,6070317.1309,1427877.5094
30960.0,1337935.5401,6070317.1309,1427877.5094
30990.0,1337935.5401,6070317.1308,1427877.5094
31020.0,1337935.5401,6070317.1308,1427877.5094
31050.0,1337935.5402,6070317.1308,1427877.5094
31080.0,1337935.5402,6070317.1309,1427877.5094
31110.0,1337935.5402,6070317.131,1427877.5094
31140.0,1337935.5403,6070317.1311,1427877.5094
31170.0,1337935.5404,6070317.1311,1427877.5094
31200.0,1337935.5405,6070317.1312,1427877.5094
31230.0,1337935.5406,6070317.1312,1427877.5094
31260.0,1337935.5406,6070317.1312,1427877.5094
31290.0,1337935.5407,6070317.1312,1427877.5094
31320.0,1337935.5407,6070317.1312,1427877.5094
31350.0,1337935.5407,6070317.1311,1427877.5094
31380.0,1337935.5407,6070317.1311,1427877.5094
31410.0,1337935.5407,6070317.1312,1427877.5094
31440.0,1337935.5407,6070317.1311,1427877.5094
31470.0,1337935.5407,6070317.1311,1427877.5094
31500.0,1337935.5407,6070317.131,1427877.5094
31530.0,1337935.5407,6070317.1309,1427877.5094
31560.0,1337935.5406,6070317.1308,1427877.5093
31590.0,1337935.5406,6070317.1308,1427877.5094
31620.0,1337935.5405,6070317.1308,1427877.5094
31650.0,1337935.5405,6070317.1307,1427877.5093
31680.0,1337935.5405,6070317.1306,1427877.5093
31710.0,1337935.5404,6070317.1304,1427877.5093
31740.0,1337935.5404,6070317.1302,1427877.5093
31770.0,1337935.5404,6070317.1301,1427877.5092
31800.0,1337935.5404,6070317.1299,1427877.5092
31830.0,1337935.5404,6070317.1299,1427877.5092
31860.0,1337935.5403,6070317.1297,1427877.5092
31890.0,1337935.5403,6070317.1296,1427877.5092
31920.0,1337935.5403,6070317.1295,1427877.5091
31950.0,1337935.5403,6070317.1295,1427877.5092
31980.0,1337935.5403,6070317.1296,1427877.5092
32010.0,1337935.5403,6070317.1297,1427877.5092
32040.0,1337935.5403,6070317.1297,1427877.5092
32070.0,1337935.5404,6070317.1297,1427877.5092
32100.0,1337935.5404,6070317.1297,1427877.5092
32130.0,1337935.5404,6070317.1298,1427877.5093
32160.0,1337935.5405,6070317.13,1427877.5093
32190.0,1337935.5406,6070317.1301,1427877.5093
32220.0,1337935.5407,6070317.1303,1427877.5094
32250.0,1337935.5407,6070317.1303,1427877.5094
32280.0,1337935.5407,6070317.1303,1427877.5094
32310.0,1337935.5408,6070317.1303,1427877.5094
32340.0,1337935.5408,6070317.1303,1427877.5094
32370.0,1337935.5409,6070317.1303,1427877.5094
32400.0,1337935.5409,6070317.1302,1427877.5094
32430.0,1337935.541,6070317.1303,1427877.5094
32460.0,1337935.5411,6070317.1302,1427877.5094
32490.0,1337935.5411,6070317.1302,1427877.5094
32520.0,1337935.5411,6070317.1302,1427877.5094
32550.0,1337935.5412,6070317.1302,1427877.5094
32580.0,1337935.5412,6070317.1302,1427877.5094
32610.0,1337935.5412,6070317.1301,1427877.5094
32640.0,1337935.5412,6070317.1301,1427877.5094
32670.0,1337935.5412,6070317.13,1427877.5094
32700.0,1337935.5411,6070317.1298,1427877.5093
32730.0,1337935.541,6070317.1297,1427877.5093
32760.0,1337935.541,6070317.1297,1427877.5093
32790.0,1337935.5411,6070317.1295,1427877.5093
