SOD,sat,event_type,corr_frac,sigma
71340.0,E18,SKIP_FRAC,+0.0903,0.0292
71370.0,E18,SKIP_FRAC,+0.0867,0.0292
71400.0,E18,SKIP_FRAC,+0.0828,0.0292
71430.0,E18,SKIP_FRAC,+0.0781,0.0292
71460.0,E18,SKIP_FRAC,+0.0871,0.0291
71490.0,E18,SKIP_FRAC,+0.0873,0.0291
71520.0,E18,SKIP_FRAC,+0.0915,0.0290
71550.0,E18,SKIP_FRAC,+0.1035,0.0289
71580.0,E18,SKIP_FRAC,+0.1026,0.0289
71610.0,E18,SKIP_FRAC,+0.1019,0.0288
72300.0,E18,SKIP_FRAC,+0.0261,0.0283
72330.0,E18,SKIP_FRAC,+0.0246,0.0283
72660.0,E18,SKIP_FRAC,+0.0234,0.0278
72690.0,E18,SKIP_FRAC,+0.0264,0.0278
72720.0,E18,SKIP_FRAC,+0.0334,0.0278
72750.0,E18,SKIP_FRAC,+0.0373,0.0277
72780.0,E18,SKIP_FRAC,+0.0347,0.0277
72810.0,E18,SKIP_FRAC,+0.0332,0.0277
72840.0,E18,SKIP_FRAC,+0.0335,0.0277
73290.0,E18,SKIP_FRAC,+0.0234,0.0273
73530.0,E18,FIX,+0.0097,0.0271
74100.0,E33,SKIP_FRAC,+0.0246,0.0385
74220.0,E33,SKIP_FRAC,-0.0252,0.0371
74250.0,E33,SKIP_FRAC,-0.0256,0.0356
74340.0,E33,SKIP_FRAC,-0.0250,0.0348
74370.0,E33,SKIP_FRAC,-0.0453,0.0346
74850.0,E33,FIX,-0.0136,0.0337
75000.0,E33,RELEASE,-0.4252,0.0224
76410.0,G31,SKIP_HALFCYCLE,+0.0053,0.0302
76440.0,G31,SKIP_HALFCYCLE,+0.0068,0.0302
76470.0,E33,SKIP_HALFCYCLE,-0.0058,0.0200
76470.0,G31,SKIP_HALFCYCLE,+0.0038,0.0301
76500.0,E33,SKIP_HALFCYCLE,-0.0062,0.0200
76500.0,G31,SKIP_HALFCYCLE,+0.0045,0.0301
76530.0,E33,SKIP_HALFCYCLE,-0.0082,0.0200
76530.0,G31,SKIP_HALFCYCLE,+0.0020,0.0301
76560.0,E33,SKIP_HALFCYCLE,-0.0105,0.0200
76560.0,G31,SKIP_HALFCYCLE,-0.0009,0.0301
76590.0,E33,SKIP_HALFCYCLE,-0.0121,0.0200
76590.0,G31,SKIP_HALFCYCLE,-0.0004,0.0301
76620.0,E33,SKIP_FRAC,-0.0279,0.0200
76620.0,G31,SKIP_FRAC,+0.0459,0.0298
76650.0,E33,SKIP_FRAC,-0.0266,0.0200
76650.0,G31,SKIP_FRAC,+0.0336,0.0297
76680.0,E33,SKIP_HALFCYCLE,-0.0180,0.0195
76710.0,E33,SKIP_FRAC,-0.0230,0.0195
76740.0,E33,SKIP_FRAC,-0.0297,0.0194
76770.0,E33,SKIP_FRAC,-0.0313,0.0194
76800.0,E33,SKIP_FRAC,-0.0360,0.0194
76830.0,E33,SKIP_FRAC,-0.0381,0.0193
76860.0,E33,SKIP_FRAC,-0.0375,0.0193
76890.0,E33,SKIP_FRAC,-0.0396,0.0193
76920.0,E33,SKIP_FRAC,-0.0426,0.0190
76950.0,E33,SKIP_FRAC,-0.0428,0.0190
76980.0,E33,SKIP_FRAC,-0.0394,0.0189
77010.0,E33,SKIP_FRAC,-0.0393,0.0189
77040.0,E33,SKIP_FRAC,-0.0412,0.0189
77070.0,E33,SKIP_FRAC,-0.0491,0.0188
77100.0,E33,SKIP_FRAC,-0.0583,0.0185
77130.0,E33,SKIP_FRAC,-0.0647,0.0185
77160.0,E33,SKIP_FRAC,-0.0686,0.0184
77190.0,E33,SKIP_FRAC,-0.0699,0.0184
77220.0,E33,SKIP_FRAC,-0.0729,0.0184
77250.0,E33,SKIP_FRAC,-0.0813,0.0183
77280.0,E33,SKIP_FRAC,-0.0868,0.0183
77310.0,E33,SKIP_FRAC,-0.0930,0.0183
77340.0,E33,SKIP_FRAC,-0.0969,0.0183
77370.0,E33,SKIP_FRAC,-0.0977,0.0183
77400.0,E33,SKIP_FRAC,-0.0994,0.0183
77430.0,E33,SKIP_FRAC,-0.1005,0.0183
77460.0,E33,SKIP_FRAC,-0.1009,0.0183
77490.0,E33,SKIP_FRAC,-0.1016,0.0183
77520.0,E33,SKIP_FRAC,-0.1031,0.0183
77550.0,E33,SKIP_FRAC,-0.0981,0.0179
77820.0,G31,SKIP_HALFCYCLE,+0.0036,0.0277
77850.0,G31,SKIP_HALFCYCLE,+0.0007,0.0277
77880.0,G31,SKIP_HALFCYCLE,-0.0025,0.0277
77910.0,G31,SKIP_HALFCYCLE,-0.0034,0.0277
77940.0,G31,SKIP_FRAC,+0.0324,0.0273
77970.0,G31,SKIP_FRAC,+0.0319,0.0273
78000.0,G31,SKIP_HALFCYCLE,+0.0187,0.0272
78030.0,G31,SKIP_HALFCYCLE,+0.0100,0.0272
78060.0,G31,SKIP_HALFCYCLE,+0.0136,0.0271
78090.0,G31,SKIP_HALFCYCLE,+0.0166,0.0271
78120.0,G31,SKIP_FRAC,+0.0251,0.0270
78150.0,E33,SKIP_FRAC,-0.0351,0.0170
78150.0,G31,SKIP_FRAC,+0.0356,0.0270
78180.0,E33,SKIP_FRAC,-0.0359,0.0170
78180.0,G31,SKIP_FRAC,+0.0339,0.0269
78210.0,E33,SKIP_FRAC,-0.0341,0.0170
78210.0,G31,SKIP_FRAC,+0.0303,0.0269
78240.0,E33,SKIP_FRAC,-0.0311,0.0170
78240.0,G31,SKIP_FRAC,+0.0321,0.0268
78270.0,E33,SKIP_FRAC,-0.0260,0.0168
78270.0,G31,SKIP_FRAC,+0.0213,0.0268
78300.0,E33,SKIP_FRAC,-0.0235,0.0168
78300.0,G31,SKIP_HALFCYCLE,+0.0074,0.0268
78330.0,E33,SKIP_FRAC,-0.0225,0.0168
78330.0,G31,SKIP_HALFCYCLE,+0.0079,0.0268
78360.0,E33,SKIP_FRAC,-0.0229,0.0168
78360.0,G31,SKIP_HALFCYCLE,+0.0084,0.0267
78390.0,E33,SKIP_FRAC,-0.0216,0.0168
78420.0,E33,SKIP_FRAC,-0.0218,0.0168
78450.0,G31,FIX,+0.0079,0.0267
78510.0,E33,FIX,+0.0045,0.0167
84840.0,E23,SKIP_SIGMA,+0.4681,0.0533
84870.0,E23,SKIP_SIGMA,+0.4684,0.0531
85860.0,E23,SKIP_FRAC,+0.0345,0.0393
85890.0,E23,SKIP_FRAC,+0.0228,0.0392
85920.0,E23,SKIP_HALFCYCLE,+0.0124,0.0392
85950.0,E23,SKIP_HALFCYCLE,+0.0072,0.0391
85980.0,E23,SKIP_HALFCYCLE,+0.0109,0.0390
86010.0,E23,SKIP_FRAC,+0.0221,0.0390
86040.0,E23,SKIP_FRAC,+0.0304,0.0389
86070.0,E23,SKIP_FRAC,+0.0334,0.0389
86100.0,E23,SKIP_FRAC,+0.0292,0.0388
86130.0,E23,SKIP_HALFCYCLE,+0.0198,0.0388
86160.0,E23,SKIP_HALFCYCLE,+0.0151,0.0387
86190.0,E23,SKIP_HALFCYCLE,+0.0101,0.0387
86220.0,E23,SKIP_HALFCYCLE,+0.0073,0.0386
86250.0,E23,SKIP_HALFCYCLE,-0.0022,0.0385
86280.0,E23,SKIP_HALFCYCLE,-0.0160,0.0384
86310.0,E23,SKIP_HALFCYCLE,-0.0189,0.0384
86340.0,E23,SKIP_FRAC,-0.0204,0.0383
86370.0,E23,SKIP_FRAC,-0.0235,0.0383
